% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.026	1	8	103	7	17	8	437	0
1.026	1	8	103	7	17	8	437	1
1.026	3	18	103	7	2	10	549	0
1.026	3	18	103	7	2	10	549	1
1.027	1	14	103	8	2	6	325	0
1.027	1	14	103	8	2	6	325	1
1.027	3	21	103	8	15	10	549	0
1.027	3	21	103	8	15	10	549	1
1.028	1	12	103	9	4	12	621	0
1.028	1	12	103	9	4	12	621	1
1.028	3	25	103	9	4	8	437	0
1.028	3	25	103	9	4	8	437	1
1.029	1	1	103	10	12	28	2292	0
1.029	1	1	103	10	12	28	2292	1
1.029	3	20	103	10	29	28	2292	0
1.029	3	20	103	10	29	28	2292	1
1.03	1	3	104	1	14	8	437	0
1.03	1	3	104	1	14	8	437	1
1.03	3	28	104	1	26	10	549	0
1.03	3	28	104	1	26	10	549	1
1.031	1	9	104	2	26	8	437	0
1.031	1	9	104	2	26	8	437	1
1.031	3	19	104	2	1	4	225	0
1.031	3	19	104	2	1	4	225	1
1.032	1	4	104	3	18	28	2292	0
1.032	1	4	104	3	18	28	2292	1
1.032	3	29	104	3	3	10	549	0
1.032	3	29	104	3	3	10	549	1
1.033	1	6	104	4	23	8	437	0
1.033	1	6	104	4	23	8	437	1
1.033	3	23	104	4	30	28	2292	0
1.033	3	23	104	4	30	28	2292	1
1.034	1	11	104	5	24	12	621	0
1.034	1	11	104	5	24	12	621	1
1.034	3	17	104	5	14	6	325	0
1.034	3	17	104	5	14	6	325	1
1.035	1	5	104	6	15	6	325	0
1.035	1	5	104	6	15	6	325	1
1.035	3	26	104	6	16	8	437	0
1.035	3	26	104	6	16	8	437	1
1.036	1	1	104	7	12	28	2292	0
1.036	1	13	104	7	16	8	437	1
1.036	3	20	104	7	29	28	2292	0
1.036	3	27	104	7	24	8	437	1
1.037	1	13	104	8	16	8	437	0
1.037	3	27	104	8	24	8	437	0
1.038	1	10	104	9	3	8	437	0
1.038	1	10	104	9	3	8	437	1
1.039	1	4	104	10	18	28	2292	0
1.039	1	15	104	10	13	28	2292	1
1.039	3	30	104	10	25	4	225	0
1.039	3	30	104	10	25	4	225	1
1.04	1	15	105	1	13	28	1095	0
1.04	1	7	105	1	25	8	209	0
1.04	1	7	105	1	25	8	437	1
1.04	3	23	105	1	30	28	2292	0
1.04	3	22	105	1	28	28	2292	1
1.041	3	22	105	2	28	28	2292	0
1.043	1	1	105	4	12	28	2292	0
1.043	3	20	105	4	29	28	2292	0
1.044	1	2	105	5	1	8	437	0
1.044	1	2	105	5	1	8	437	1
1.044	3	16	105	5	17	4	225	0
1.044	3	16	105	5	17	4	225	1
1.045	3	24	105	6	23	4	225	0
1.045	3	24	105	6	23	4	225	1
1.067	3	29	107	8	3	10	549	0
1.067	3	29	107	8	3	10	549	1
1.068	1	8	107	9	17	8	209	0
1.068	1	6	107	9	23	8	209	0
1.068	1	8	107	9	17	8	209	1
1.068	1	6	107	9	23	8	209	1
1.068	3	18	107	9	2	10	549	0
1.068	3	18	107	9	2	10	549	1
1.069	1	14	107	10	2	6	325	0
1.069	1	14	107	10	2	6	325	1
1.069	3	21	107	10	15	10	549	0
1.069	3	21	107	10	15	10	549	1
1.07	1	12	108	1	4	12	621	0
1.07	1	12	108	1	4	12	621	1
1.07	3	25	108	1	4	8	437	0
1.07	3	25	108	1	4	8	437	1
1.072	1	3	108	3	14	8	437	0
1.072	1	3	108	3	14	8	437	1
1.072	3	28	108	3	26	10	549	0
1.072	3	28	108	3	26	10	549	1
1.073	1	9	108	4	26	8	209	0
1.073	1	10	108	4	3	8	209	0
1.073	1	9	108	4	26	8	209	1
1.073	1	10	108	4	3	8	209	1
1.073	3	19	108	4	1	4	225	0
1.073	3	19	108	4	1	4	225	1
1.075	1	7	108	6	25	8	437	0
1.075	1	7	108	6	25	8	437	1
1.075	3	22	108	6	28	28	2292	0
1.075	3	22	108	6	28	28	2292	1
1.076	1	11	108	7	24	12	621	0
1.076	1	11	108	7	24	12	621	1
1.076	3	17	108	7	14	6	325	0
1.076	3	17	108	7	14	6	325	1
1.077	1	5	108	8	15	6	325	0
1.077	1	5	108	8	15	6	325	1
1.077	3	26	108	8	16	8	437	0
1.077	3	26	108	8	16	8	437	1
1.078	1	13	108	9	16	8	437	0
1.078	1	13	108	9	16	8	437	1
1.078	3	27	108	9	24	8	437	0
1.078	3	27	108	9	24	8	437	1
1.079	1	15	108	10	13	28	2292	0
1.079	1	15	108	10	13	28	2292	1
1.079	3	20	108	10	29	28	1095	0
1.079	3	16	108	10	17	4	105	0
1.079	3	16	108	10	17	4	105	1
1.079	3	20	108	10	29	28	1095	1
1.08	3	23	109	1	30	28	2292	0
1.08	3	23	109	1	30	28	2292	1
1.081	1	4	109	2	18	28	2292	0
1.081	1	4	109	2	18	28	2292	1
1.081	3	30	109	2	25	4	225	0
1.081	3	30	109	2	25	4	225	1
1.082	3	22	109	3	28	28	2292	0
1.086	1	15	109	7	13	28	2292	0
1.086	3	20	109	7	29	28	1095	0
1.087	1	2	109	8	1	8	209	0
1.087	1	1	109	8	12	28	1095	0
1.087	1	2	109	8	1	8	209	1
1.087	1	1	109	8	12	28	1095	1
1.088	1	4	109	9	18	28	2292	0
1.093	1	15	110	4	13	28	2292	0
1.094	3	24	110	5	23	4	225	0
1.094	3	24	110	5	23	4	225	1
1.102	3	29	111	3	3	10	549	0
1.102	3	29	111	3	3	10	549	1
1.103	1	8	111	4	17	8	437	0
1.103	1	8	111	4	17	8	437	1
1.105	1	12	111	6	4	12	621	0
1.105	1	12	111	6	4	12	621	1
1.105	3	25	111	6	4	8	437	0
1.105	3	25	111	6	4	8	437	1
1.108	1	9	111	9	26	8	437	0
1.108	1	9	111	9	26	8	437	1
1.11	1	6	112	1	23	8	209	0
1.11	1	7	112	1	25	8	209	0
1.11	1	6	112	1	23	8	209	1
1.11	1	7	112	1	25	8	209	1
1.11	3	18	112	1	2	10	549	0
1.11	3	18	112	1	2	10	549	1
1.111	1	14	112	2	2	6	325	0
1.111	1	14	112	2	2	6	325	1
1.111	3	21	112	2	15	10	549	0
1.111	3	21	112	2	15	10	549	1
1.114	1	3	112	5	14	8	437	0
1.114	1	3	112	5	14	8	437	1
1.114	3	16	112	5	17	4	105	0
1.114	3	28	112	5	26	10	261	0
1.114	3	16	112	5	17	4	105	1
1.114	3	28	112	5	26	10	261	1
1.115	1	10	112	6	3	8	437	0
1.115	1	10	112	6	3	8	437	1
1.115	3	23	112	6	30	28	1095	0
1.115	3	19	112	6	1	4	105	0
1.115	3	23	112	6	30	28	1095	1
1.115	3	19	112	6	1	4	105	1
1.116	3	30	112	7	25	4	225	0
1.116	3	30	112	7	25	4	225	1
1.117	3	22	112	8	28	28	2292	0
1.117	3	22	112	8	28	28	2292	1
1.118	1	11	112	9	24	12	621	0
1.118	1	11	112	9	24	12	621	1
1.118	3	17	112	9	14	6	325	0
1.118	3	17	112	9	14	6	325	1
1.119	1	5	112	10	15	6	325	0
1.119	1	5	112	10	15	6	325	1
1.119	3	26	112	10	16	8	437	0
1.119	3	26	112	10	16	8	437	1
1.12	1	13	113	1	16	8	437	0
1.12	1	13	113	1	16	8	437	1
1.12	3	27	113	1	24	8	437	0
1.12	3	27	113	1	24	8	437	1
1.121	3	20	113	2	29	28	2292	0
1.121	3	20	113	2	29	28	2292	1
1.122	1	1	113	3	12	28	2292	0
1.122	1	1	113	3	12	28	2292	1
1.122	3	23	113	3	30	28	1095	0
1.123	1	4	113	4	18	28	2292	0
1.123	1	4	113	4	18	28	2292	1
1.124	1	2	113	5	1	8	437	0
1.124	1	2	113	5	1	8	437	1
1.128	1	15	113	9	13	28	2292	0
1.128	1	15	113	9	13	28	2292	1
1.129	1	1	113	10	12	28	2292	0
1.129	3	23	113	10	30	28	1095	0
1.129	3	24	113	10	23	4	105	0
1.129	3	24	113	10	23	4	225	1
1.137	3	29	114	8	3	10	549	0
1.137	3	29	114	8	3	10	549	1
1.138	1	8	114	9	17	8	437	0
1.138	1	8	114	9	17	8	437	1
1.143	1	9	115	4	26	8	437	0
1.143	1	9	115	4	26	8	437	1
1.145	1	7	115	6	25	8	437	0
1.145	1	7	115	6	25	8	437	1
1.146	1	14	115	7	2	6	325	0
1.146	1	14	115	7	2	6	325	1
1.147	1	12	115	8	4	12	621	0
1.147	1	12	115	8	4	12	621	1
1.147	3	25	115	8	4	8	437	0
1.147	3	25	115	8	4	8	437	1
1.151	3	30	116	2	25	4	225	0
1.151	3	30	116	2	25	4	225	1
1.152	1	6	116	3	23	8	437	0
1.152	1	6	116	3	23	8	437	1
1.152	3	22	116	3	28	28	1095	0
1.152	3	18	116	3	2	10	261	0
1.152	3	18	116	3	2	10	261	1
1.152	3	22	116	3	28	28	1095	1
1.153	3	21	116	4	15	10	549	0
1.153	3	21	116	4	15	10	549	1
1.155	1	13	116	6	16	8	437	0
1.155	1	13	116	6	16	8	437	1
1.155	3	27	116	6	24	8	437	0
1.155	3	27	116	6	24	8	437	1
1.156	1	3	116	7	14	8	437	0
1.156	1	3	116	7	14	8	437	1
1.156	3	28	116	7	26	10	549	0
1.156	3	28	116	7	26	10	549	1
1.157	1	10	116	8	3	8	437	0
1.157	1	10	116	8	3	8	437	1
1.157	3	19	116	8	1	4	225	0
1.157	3	19	116	8	1	4	225	1
1.158	1	4	116	9	18	28	2292	0
1.158	1	4	116	9	18	28	2292	1
1.158	3	20	116	9	29	28	2292	0
1.158	3	20	116	9	29	28	2292	1
1.159	3	22	116	10	28	28	1095	0
1.16	1	11	117	1	24	12	621	0
1.16	1	11	117	1	24	12	621	1
1.16	3	17	117	1	14	6	325	0
1.16	3	17	117	1	14	6	325	1
1.161	1	5	117	2	15	6	325	0
1.161	1	5	117	2	15	6	325	1
1.161	3	26	117	2	16	8	437	0
1.161	3	26	117	2	16	8	437	1
1.163	1	15	117	4	13	28	2292	0
1.163	1	15	117	4	13	28	2292	1
1.163	3	16	117	4	17	4	225	0
1.163	3	16	117	4	17	4	225	1
1.164	3	23	117	5	30	28	2292	0
1.164	3	23	117	5	30	28	2292	1
1.165	1	4	117	6	18	28	2292	0
1.165	3	20	117	6	29	28	2292	0
1.167	1	1	117	8	12	28	2292	0
1.167	1	1	117	8	12	28	2292	1
1.168	3	24	117	9	23	4	225	0
1.168	3	24	117	9	23	4	225	1
1.17	1	15	118	1	13	28	2292	0
1.172	1	4	118	3	18	28	2292	0
1.172	3	20	118	3	29	28	2292	0
1.172	3	29	118	3	3	10	549	1
1.173	1	8	118	4	17	8	437	0
1.173	1	8	118	4	17	8	437	1
1.173	3	29	118	4	3	10	549	0
1.175	1	2	118	6	1	8	437	0
1.175	1	2	118	6	1	8	437	1
1.178	1	9	118	9	26	8	437	0
1.178	1	9	118	9	26	8	437	1
1.18	1	7	119	1	25	8	437	0
1.18	1	7	119	1	25	8	437	1
1.181	1	14	119	2	2	6	325	0
1.181	1	14	119	2	2	6	325	1
1.186	3	30	119	7	25	4	225	0
1.186	3	30	119	7	25	4	225	1
1.188	3	21	119	9	15	10	549	0
1.188	3	21	119	9	15	10	549	1
1.189	1	12	119	10	4	12	621	0
1.189	1	12	119	10	4	12	621	1
1.189	3	25	119	10	4	8	437	0
1.189	3	25	119	10	4	8	437	1
1.194	1	6	120	5	23	8	437	0
1.194	1	6	120	5	23	8	437	1
1.194	3	22	120	5	28	28	1095	0
1.194	3	18	120	5	2	10	261	0
1.194	3	18	120	5	2	10	261	1
1.194	3	22	120	5	28	28	1095	1
1.195	1	11	120	6	24	12	621	0
1.195	1	11	120	6	24	12	621	1
1.195	3	17	120	6	14	6	325	0
1.195	3	17	120	6	14	6	325	1
1.196	3	26	120	7	16	8	437	0
1.196	3	26	120	7	16	8	437	1
1.197	1	13	120	8	16	8	437	0
1.197	1	13	120	8	16	8	437	1
1.197	3	27	120	8	24	8	437	0
1.197	3	27	120	8	24	8	437	1
1.198	1	3	120	9	14	8	437	0
1.198	1	3	120	9	14	8	437	1
1.198	3	28	120	9	26	10	549	0
1.198	3	28	120	9	26	10	549	1
1.199	1	10	120	10	3	8	437	0
1.199	1	10	120	10	3	8	437	1
1.199	3	19	120	10	1	4	225	0
1.199	3	19	120	10	1	4	225	1
1.2	3	23	121	1	30	28	2292	0
1.2	3	23	121	1	30	28	2292	1
1.201	3	22	121	2	28	28	1095	0
1.201	3	16	121	2	17	4	69	0
1.201	3	16	121	2	17	4	105	1
1.201	3	23	121	2	30	28	1095	1
1.202	1	11	121	3	24	12	301	0
1.202	1	1	121	3	12	28	1095	0
1.202	1	11	121	3	24	12	301	1
1.202	1	1	121	3	12	28	1095	1
1.202	3	23	121	3	30	28	1095	0
1.202	3	17	121	3	14	6	153	0
1.202	3	17	121	3	14	6	325	1
1.203	1	5	121	4	15	6	325	0
1.203	1	5	121	4	15	6	325	1
1.203	3	26	121	4	16	8	437	0
1.203	3	26	121	4	16	8	437	1
1.204	1	1	121	5	12	28	2292	0
1.204	1	1	121	5	12	28	2292	1
1.205	1	15	121	6	13	28	2292	0
1.205	1	15	121	6	13	28	2292	1
1.205	3	24	121	6	23	4	225	0
1.205	3	24	121	6	23	4	225	1
1.206	1	15	121	7	13	28	2292	0
1.206	1	15	121	7	13	28	2292	1
1.206	3	16	121	7	17	4	225	0
1.206	3	16	121	7	17	4	225	1
1.207	1	4	121	8	18	28	2292	0
1.207	1	4	121	8	18	28	2292	1
1.207	3	20	121	8	29	28	2292	0
1.207	3	20	121	8	29	28	2292	1
1.208	1	4	121	9	18	28	2292	0
1.208	1	4	121	9	18	28	2292	1
1.208	3	29	121	9	3	10	261	0
1.208	3	20	121	9	29	28	1095	0
1.208	3	29	121	9	3	10	261	1
1.208	3	20	121	9	29	28	1095	1
1.212	1	15	122	3	13	28	2292	0
1.213	1	9	122	4	26	8	437	0
1.213	1	9	122	4	26	8	437	1
1.213	3	22	122	4	28	28	2292	0
1.213	3	22	122	4	28	28	2292	1
1.214	1	4	122	5	18	28	2292	0
1.214	3	20	122	5	29	28	2292	0
1.216	1	8	122	7	17	8	209	0
1.216	1	14	122	7	2	6	153	0
1.216	1	8	122	7	17	8	209	1
1.216	1	14	122	7	2	6	153	1
1.217	1	7	122	8	25	8	437	0
1.217	1	7	122	8	25	8	437	1
1.217	3	29	122	8	3	10	549	0
1.217	3	29	122	8	3	10	549	1
1.218	1	9	122	9	26	8	437	0
1.218	1	9	122	9	26	8	437	1
1.219	1	7	122	10	25	8	209	0
1.219	1	14	122	10	2	6	153	0
1.219	1	7	122	10	25	8	209	1
1.219	1	14	122	10	2	6	153	1
1.22	1	7	123	1	25	8	437	0
1.22	1	7	123	1	25	8	437	1
1.22	3	22	123	1	28	28	2292	0
1.221	1	4	123	2	18	28	2292	0
1.221	3	20	123	2	29	28	2292	0
1.221	3	30	123	2	25	4	225	1
1.222	3	30	123	3	25	4	225	0
1.222	3	30	123	3	25	4	225	1
1.223	3	21	123	4	15	10	261	0
1.223	3	24	123	4	23	4	105	0
1.223	3	21	123	4	15	10	261	1
1.223	3	24	123	4	23	4	105	1
1.224	1	2	123	5	1	8	437	0
1.224	1	2	123	5	1	8	437	1
1.231	1	12	124	2	4	12	621	0
1.231	1	12	124	2	4	12	621	1
1.231	3	25	124	2	4	8	209	0
1.231	3	21	124	2	15	10	261	0
1.231	3	25	124	2	4	8	209	1
1.231	3	21	124	2	15	10	261	1
1.232	1	12	124	3	4	12	621	0
1.232	1	12	124	3	4	12	621	1
1.232	3	25	124	3	4	8	437	0
1.232	3	25	124	3	4	8	437	1
1.233	3	27	124	4	24	8	437	0
1.233	3	27	124	4	24	8	437	1
1.236	1	6	124	7	23	8	437	0
1.236	1	6	124	7	23	8	437	1
1.236	3	18	124	7	2	10	549	0
1.236	3	18	124	7	2	10	549	1
1.237	1	11	124	8	24	12	621	0
1.237	1	11	124	8	24	12	621	1
1.237	3	17	124	8	14	6	325	0
1.237	3	17	124	8	14	6	325	1
1.238	1	11	124	9	24	12	621	0
1.238	1	11	124	9	24	12	621	1
1.238	3	27	124	9	24	8	437	0
1.238	3	27	124	9	24	8	437	1
1.239	1	13	124	10	16	8	437	0
1.239	1	13	124	10	16	8	437	1
1.239	3	26	124	10	16	8	437	0
1.239	3	26	124	10	16	8	437	1
1.24	3	23	125	1	30	28	2292	0
1.24	3	23	125	1	30	28	2292	1
1.241	1	10	125	2	3	8	437	0
1.241	1	10	125	2	3	8	437	1
1.241	3	19	125	2	1	4	225	0
1.241	3	19	125	2	1	4	225	1
1.242	1	3	125	3	14	8	437	0
1.242	1	3	125	3	14	8	437	1
1.242	3	28	125	3	26	10	261	0
1.242	3	26	125	3	16	8	209	0
1.242	3	26	125	3	16	8	209	1
1.242	3	28	125	3	26	10	261	1
1.244	1	13	125	5	16	8	209	0
1.244	1	1	125	5	12	28	1095	0
1.244	1	1	125	5	12	28	1095	1
1.244	1	13	125	5	16	8	209	1
1.244	3	19	125	5	1	4	105	0
1.244	3	27	125	5	24	8	209	0
1.244	3	27	125	5	24	8	209	1
1.244	3	19	125	5	1	4	105	1
1.246	1	1	125	7	12	28	2292	0
1.246	1	1	125	7	12	28	2292	1
1.247	1	15	125	8	13	28	2292	0
1.247	1	15	125	8	13	28	2292	1
1.247	3	29	125	8	3	10	549	0
1.247	3	29	125	8	3	10	549	1
1.248	1	15	125	9	13	28	2292	0
1.248	1	15	125	9	13	28	2292	1
1.249	1	15	125	10	13	28	2292	0
1.249	1	15	125	10	13	28	2292	1
1.249	3	28	125	10	26	10	261	0
1.249	3	23	125	10	30	28	1095	0
1.249	3	28	125	10	26	10	261	1
1.249	3	23	125	10	30	28	1095	1
1.25	1	6	126	1	23	8	437	0
1.25	1	6	126	1	23	8	437	1
1.25	3	17	126	1	14	6	153	0
1.25	3	16	126	1	17	4	105	0
1.25	3	17	126	1	14	6	153	1
1.25	3	16	126	1	17	4	105	1
1.252	3	24	126	3	23	4	225	0
1.252	3	24	126	3	23	4	225	1
1.253	3	26	126	4	16	8	437	0
1.253	3	26	126	4	16	8	437	1
1.254	1	15	126	5	13	28	2292	0
1.254	3	29	126	5	3	10	549	0
1.254	3	29	126	5	3	10	549	1
1.255	1	9	126	6	26	8	437	0
1.255	1	9	126	6	26	8	437	1
1.256	1	4	126	7	18	28	2292	0
1.256	1	4	126	7	18	28	2292	1
1.256	3	20	126	7	29	28	2292	0
1.256	3	20	126	7	29	28	2292	1
1.257	1	4	126	8	18	28	2292	0
1.257	1	4	126	8	18	28	2292	1
1.257	3	20	126	8	29	28	2292	0
1.257	3	20	126	8	29	28	2292	1
1.258	1	8	126	9	17	8	437	0
1.258	1	8	126	9	17	8	437	1
1.258	3	20	126	9	29	28	2292	0
1.258	3	20	126	9	29	28	2292	1
1.259	1	4	126	10	18	28	2292	0
1.259	1	4	126	10	18	28	2292	1
1.259	3	21	126	10	15	10	549	0
1.259	3	21	126	10	15	10	549	1
1.26	1	5	127	1	15	6	325	0
1.26	1	5	127	1	15	6	325	1
1.261	1	1	127	2	12	28	2292	0
1.261	1	1	127	2	12	28	2292	1
1.262	1	14	127	3	2	6	325	0
1.262	1	14	127	3	2	6	325	1
1.263	1	4	127	4	18	28	2292	0
1.263	3	20	127	4	29	28	2292	0
1.263	3	30	127	4	25	4	225	1
1.264	1	8	127	5	17	8	437	0
1.264	1	8	127	5	17	8	437	1
1.264	3	30	127	5	25	4	105	0
1.264	3	23	127	5	30	28	1095	0
1.264	3	23	127	5	30	28	2292	1
1.265	1	9	127	6	26	8	437	0
1.265	1	9	127	6	26	8	437	1
1.265	3	16	127	6	17	4	225	0
1.265	3	16	127	6	17	4	225	1
1.266	1	12	127	7	4	12	621	0
1.266	1	12	127	7	4	12	621	1
1.266	3	25	127	7	4	8	437	0
1.266	3	25	127	7	4	8	437	1
1.267	3	29	127	8	3	10	549	0
1.267	3	29	127	8	3	10	549	1
1.268	1	5	127	9	15	6	325	0
1.268	1	5	127	9	15	6	325	1
1.268	3	16	127	9	17	4	225	0
1.268	3	16	127	9	17	4	225	1
1.269	1	12	127	10	4	12	621	0
1.269	1	12	127	10	4	12	621	1
1.269	3	27	127	10	24	8	437	0
1.269	3	27	127	10	24	8	437	1
1.27	1	4	128	1	18	28	2292	0
1.27	1	14	128	1	2	6	325	1
1.27	3	20	128	1	29	28	2292	0
1.271	1	14	128	2	2	6	325	0
1.271	3	21	128	2	15	10	549	0
1.271	3	21	128	2	15	10	549	1
1.272	1	11	128	3	24	12	621	0
1.272	1	11	128	3	24	12	621	1
1.272	3	28	128	3	26	10	549	0
1.272	3	28	128	3	26	10	549	1
1.273	1	11	128	4	24	12	621	0
1.273	1	11	128	4	24	12	621	1
1.273	3	17	128	4	14	6	325	0
1.273	3	17	128	4	14	6	325	1
1.274	1	2	128	5	1	8	437	0
1.274	1	2	128	5	1	8	437	1
1.274	3	22	128	5	28	28	1095	0
1.274	3	27	128	5	24	8	209	0
1.274	3	27	128	5	24	8	209	1
1.274	3	22	128	5	28	28	1095	1
1.275	1	13	128	6	16	8	437	0
1.275	1	13	128	6	16	8	437	1
1.276	1	10	128	7	3	8	437	0
1.276	1	10	128	7	3	8	437	1
1.276	3	19	128	7	1	4	225	0
1.276	3	19	128	7	1	4	225	1
1.277	1	2	128	8	1	8	437	0
1.277	1	2	128	8	1	8	437	1
1.277	3	25	128	8	4	8	209	0
1.277	3	26	128	8	16	8	209	0
1.277	3	25	128	8	4	8	209	1
1.277	3	26	128	8	16	8	209	1
1.278	1	14	128	9	2	6	325	0
1.278	1	14	128	9	2	6	325	1
1.278	3	18	128	9	2	10	549	0
1.278	3	18	128	9	2	10	549	1
1.279	1	10	128	10	3	8	437	0
1.279	1	10	128	10	3	8	437	1
1.279	3	25	128	10	4	8	437	0
1.279	3	25	128	10	4	8	437	1
1.28	1	3	129	1	14	8	209	0
1.28	1	6	129	1	23	8	209	0
1.28	1	6	129	1	23	8	209	1
1.28	1	3	129	1	14	8	209	1
1.28	3	19	129	1	1	4	225	0
1.28	3	19	129	1	1	4	225	1
1.281	1	13	129	2	16	8	437	0
1.281	1	13	129	2	16	8	437	1
1.281	3	22	129	2	28	28	1095	0
1.281	3	26	129	2	16	8	209	0
1.281	3	26	129	2	16	8	437	1
1.282	1	11	129	3	24	12	621	0
1.282	1	11	129	3	24	12	621	1
1.282	3	22	129	3	28	28	1095	0
1.282	3	29	129	3	3	10	261	0
1.282	3	29	129	3	3	10	261	1
1.282	3	22	129	3	28	28	1095	1
1.283	1	10	129	4	3	8	209	0
1.283	1	9	129	4	26	8	209	0
1.283	1	9	129	4	26	8	209	1
1.283	1	10	129	4	3	8	209	1
1.283	3	23	129	4	30	28	2292	0
1.283	3	23	129	4	30	28	2292	1
1.284	3	30	129	5	25	4	105	0
1.284	3	18	129	5	2	10	261	0
1.284	3	18	129	5	2	10	261	1
1.284	3	30	129	5	25	4	105	1
1.286	1	12	129	7	4	12	621	0
1.286	1	12	129	7	4	12	621	1
1.286	3	19	129	7	1	4	105	0
1.286	3	27	129	7	24	8	209	0
1.286	3	27	129	7	24	8	209	1
1.286	3	19	129	7	1	4	105	1
1.287	1	3	129	8	14	8	437	0
1.287	1	3	129	8	14	8	437	1
1.288	3	28	129	9	26	10	261	0
1.288	3	21	129	9	15	10	261	0
1.288	3	21	129	9	15	10	261	1
1.288	3	28	129	9	26	10	261	1
1.289	1	15	129	10	13	28	2292	0
1.289	1	15	129	10	13	28	2292	1
1.289	3	22	129	10	28	28	1095	0
1.29	1	15	130	1	13	28	2292	0
1.29	1	15	130	1	13	28	2292	1
1.29	3	23	130	1	30	28	2292	0
1.291	1	15	130	2	13	28	2292	0
1.291	1	15	130	2	13	28	2292	1
1.291	3	30	130	2	25	4	225	0
1.291	3	30	130	2	25	4	225	1
1.293	3	29	130	4	3	10	261	0
1.293	3	25	130	4	4	8	209	0
1.293	3	29	130	4	3	10	261	1
1.293	3	25	130	4	4	8	209	1
1.294	1	8	130	5	17	8	437	0
1.294	1	8	130	5	17	8	437	1
1.295	3	23	130	6	30	28	2292	0
1.295	3	23	130	6	30	28	2292	1
1.296	1	15	130	7	13	28	2292	0
1.296	1	6	130	7	23	8	437	1
1.296	3	22	130	7	28	28	1095	0
1.297	1	6	130	8	23	8	209	0
1.297	1	13	130	8	16	8	209	0
1.297	1	13	130	8	16	8	437	1
1.297	3	21	130	8	15	10	261	0
1.297	3	27	130	8	24	8	209	0
1.297	3	21	130	8	15	10	261	1
1.297	3	27	130	8	24	8	209	1
1.298	1	11	130	9	24	12	621	0
1.298	1	11	130	9	24	12	621	1
1.298	3	19	130	9	1	4	225	0
1.298	3	19	130	9	1	4	225	1
1.299	1	14	130	10	2	6	153	0
1.299	1	10	130	10	3	8	209	0
1.299	1	14	130	10	2	6	153	1
1.299	1	10	130	10	3	8	209	1
1.299	3	18	130	10	2	10	549	0
1.299	3	18	130	10	2	10	549	1
1.3	3	26	131	1	16	8	437	0
1.3	3	26	131	1	16	8	437	1
1.301	3	17	131	2	14	6	325	0
1.301	3	17	131	2	14	6	325	1
1.303	1	9	131	4	26	8	209	0
1.303	1	1	131	4	12	28	1095	0
1.303	1	9	131	4	26	8	209	1
1.303	1	1	131	4	12	28	1095	1
1.303	3	28	131	4	26	10	549	0
1.303	3	28	131	4	26	10	549	1
1.304	1	15	131	5	13	28	2292	0
1.304	1	15	131	5	13	28	2292	1
1.304	3	29	131	5	3	10	549	0
1.304	3	29	131	5	3	10	549	1
1.305	1	4	131	6	18	28	2292	0
1.305	1	4	131	6	18	28	2292	1
1.305	3	20	131	6	29	28	2292	0
1.305	3	20	131	6	29	28	2292	1
1.306	1	4	131	7	18	28	2292	0
1.306	1	4	131	7	18	28	2292	1
1.306	3	27	131	7	24	8	437	0
1.306	3	27	131	7	24	8	437	1
1.307	1	12	131	8	4	12	621	0
1.307	1	12	131	8	4	12	621	1
1.307	3	20	131	8	29	28	2292	0
1.307	3	20	131	8	29	28	2292	1
1.308	1	5	131	9	15	6	325	0
1.308	1	5	131	9	15	6	325	1
1.309	1	7	131	10	25	8	209	0
1.309	1	3	131	10	14	8	209	0
1.309	1	7	131	10	25	8	209	1
1.309	1	3	131	10	14	8	209	1
1.309	3	24	131	10	23	4	225	0
1.309	3	24	131	10	23	4	225	1
1.31	1	1	132	1	12	28	1095	0
1.31	1	8	132	1	17	8	137	0
1.31	1	8	132	1	17	8	209	1
1.31	1	4	132	1	18	28	1095	1
1.31	3	25	132	1	4	8	437	0
1.31	3	25	132	1	4	8	437	1
1.311	1	15	132	2	13	28	2292	0
1.311	3	30	132	2	25	4	105	0
1.311	3	28	132	2	26	10	261	0
1.311	3	30	132	2	25	4	105	1
1.311	3	28	132	2	26	10	261	1
1.312	1	4	132	3	18	28	2292	0
1.312	1	9	132	3	26	8	209	1
1.312	1	10	132	3	3	8	209	1
1.312	3	20	132	3	29	28	2292	0
1.313	1	9	132	4	26	8	137	0
1.313	1	10	132	4	3	8	137	0
1.313	1	4	132	4	18	28	749	0
1.313	3	23	132	4	30	28	1095	0
1.313	3	21	132	4	15	10	261	0
1.313	3	21	132	4	15	10	261	1
1.313	3	23	132	4	30	28	1095	1
1.314	1	13	132	5	16	8	209	0
1.314	1	6	132	5	23	8	209	0
1.314	1	6	132	5	23	8	209	1
1.314	1	13	132	5	16	8	209	1
1.314	3	19	132	5	1	4	225	0
1.314	3	19	132	5	1	4	225	1
1.315	1	12	132	6	4	12	621	0
1.315	1	12	132	6	4	12	621	1
1.315	3	29	132	6	3	10	549	0
1.315	3	29	132	6	3	10	549	1
1.316	1	8	132	7	17	8	209	0
1.316	1	11	132	7	24	12	301	0
1.316	1	8	132	7	17	8	209	1
1.316	1	11	132	7	24	12	301	1
1.316	3	26	132	7	16	8	209	0
1.316	3	16	132	7	17	4	105	0
1.316	3	26	132	7	16	8	209	1
