% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.014	1	15	202	5	13	28	1095	1
2.014	1	10	202	5	3	8	209	1
2.014	3	26	202	5	16	8	437	0
2.014	3	26	202	5	16	8	437	1
2.015	1	15	202	6	13	28	749	0
2.015	1	4	202	6	18	28	749	0
2.015	1	14	202	6	2	6	101	0
2.015	1	4	202	6	18	28	1095	1
2.015	1	14	202	6	2	6	153	1
2.015	3	30	202	6	25	4	225	0
2.015	3	30	202	6	25	4	225	1
2.016	1	1	202	7	12	28	2292	0
2.016	1	2	202	7	1	8	437	1
2.016	3	20	202	7	29	28	2292	0
2.016	3	20	202	7	29	28	2292	1
2.017	1	15	202	8	13	28	1095	0
2.017	1	2	202	8	1	8	85	0
2.017	1	14	202	8	2	6	63	0
2.017	1	1	202	8	12	28	1095	1
2.017	1	13	202	8	16	8	209	1
2.017	3	25	202	8	4	8	209	0
2.017	3	17	202	8	14	6	153	0
2.017	3	25	202	8	4	8	209	1
2.017	3	17	202	8	14	6	153	1
2.018	1	1	202	9	12	28	469	0
2.018	1	13	202	9	16	8	85	0
2.018	1	11	202	9	24	12	125	0
2.018	1	2	202	9	1	8	85	0
2.018	1	12	202	9	4	12	125	0
2.018	1	11	202	9	24	12	301	1
2.018	1	12	202	9	4	12	301	1
2.018	3	20	202	9	29	28	2292	0
2.018	3	20	202	9	29	28	2292	1
2.019	1	10	202	10	3	8	209	0
2.019	1	12	202	10	4	12	301	0
2.019	1	10	202	10	3	8	209	1
2.019	1	12	202	10	4	12	301	1
2.019	3	27	202	10	24	8	437	0
2.019	3	27	202	10	24	8	437	1
2.02	1	13	203	1	16	8	209	0
2.02	1	4	203	1	18	28	1095	0
2.02	1	13	203	1	16	8	209	1
2.02	1	4	203	1	18	28	1095	1
2.02	3	29	203	1	3	10	549	0
2.02	3	29	203	1	3	10	549	1
2.021	1	2	203	2	1	8	437	0
2.021	1	2	203	2	1	8	437	1
2.021	3	28	203	2	26	10	549	0
2.021	3	28	203	2	26	10	549	1
2.022	1	15	203	3	13	28	2292	0
2.022	1	15	203	3	13	28	2292	1
2.022	3	22	203	3	28	28	2292	0
2.022	3	22	203	3	28	28	2292	1
2.023	1	1	203	4	12	28	2292	0
2.023	1	11	203	4	24	12	301	1
2.023	1	7	203	4	25	8	209	1
2.023	3	20	203	4	29	28	2292	0
2.023	3	16	203	4	17	4	105	1
2.023	3	28	203	4	26	10	261	1
2.024	1	15	203	5	13	28	1095	0
2.024	1	11	203	5	24	12	149	0
2.024	1	7	203	5	25	8	101	0
2.024	1	3	203	5	14	8	437	1
2.024	3	16	203	5	17	4	51	0
2.024	3	28	203	5	26	10	129	0
2.024	3	23	203	5	30	28	549	0
2.024	3	17	203	5	14	6	75	0
2.024	3	16	203	5	17	4	69	1
2.024	3	23	203	5	30	28	749	1
2.024	3	17	203	5	14	6	101	1
2.025	1	3	203	6	14	8	209	0
2.025	1	10	203	6	3	8	209	0
2.025	1	10	203	6	3	8	437	1
2.025	3	16	203	6	17	4	51	0
2.025	3	23	203	6	30	28	549	0
2.025	3	17	203	6	14	6	75	0
2.025	3	26	203	6	16	8	101	0
2.025	3	26	203	6	16	8	137	1
2.025	3	16	203	6	17	4	69	1
2.025	3	23	203	6	30	28	749	1
2.026	1	6	203	7	23	8	209	0
2.026	1	9	203	7	26	8	209	0
2.026	1	6	203	7	23	8	209	1
2.026	1	9	203	7	26	8	209	1
2.026	3	16	203	7	17	4	105	0
2.026	3	19	203	7	1	4	105	0
2.026	3	19	203	7	1	4	225	1
2.027	1	14	203	8	2	6	153	0
2.027	1	15	203	8	13	28	1095	0
2.027	1	15	203	8	13	28	1095	1
2.027	1	14	203	8	2	6	153	1
2.027	3	16	203	8	17	4	69	0
2.027	3	24	203	8	23	4	69	0
2.027	3	30	203	8	25	4	69	0
2.027	3	24	203	8	23	4	105	1
2.027	3	30	203	8	25	4	105	1
2.028	1	4	203	9	18	28	1095	0
2.028	1	9	203	9	26	8	209	0
2.028	1	4	203	9	18	28	1095	1
2.028	1	9	203	9	26	8	209	1
2.028	3	18	203	9	2	10	261	0
2.028	3	21	203	9	15	10	261	0
2.028	3	18	203	9	2	10	261	1
2.028	3	21	203	9	15	10	261	1
2.029	1	15	203	10	13	28	2292	0
2.029	1	13	203	10	16	8	437	1
2.029	3	22	203	10	28	28	2292	0
2.029	3	21	203	10	15	10	549	1
2.03	1	13	204	1	16	8	437	0
2.03	3	20	204	1	29	28	2292	0
2.03	3	26	204	1	16	8	437	1
2.031	1	12	204	2	4	12	621	0
2.031	1	12	204	2	4	12	621	1
2.031	3	23	204	2	30	28	549	0
2.031	3	21	204	2	15	10	129	0
2.031	3	26	204	2	16	8	101	0
2.031	3	24	204	2	23	4	51	0
2.031	3	24	204	2	23	4	225	1
2.032	1	4	204	3	18	28	1095	0
2.032	1	12	204	3	4	12	301	0
2.032	1	4	204	3	18	28	1095	1
2.032	1	12	204	3	4	12	301	1
2.032	3	24	204	3	23	4	105	0
2.032	3	30	204	3	25	4	105	0
2.032	3	30	204	3	25	4	225	1
2.033	1	8	204	4	17	8	437	0
2.033	1	8	204	4	17	8	437	1
2.033	3	20	204	4	29	28	2292	0
2.033	3	20	204	4	29	28	2292	1
2.034	1	10	204	5	3	8	437	0
2.034	1	10	204	5	3	8	437	1
2.034	3	29	204	5	3	10	549	0
2.034	3	29	204	5	3	10	549	1
2.035	1	4	204	6	18	28	1095	0
2.035	1	13	204	6	16	8	137	0
2.035	1	15	204	6	13	28	1095	1
2.035	1	13	204	6	16	8	209	1
2.035	3	27	204	6	24	8	437	0
2.035	3	27	204	6	24	8	437	1
2.036	1	15	204	7	13	28	2292	0
2.036	1	1	204	7	12	28	2292	1
2.036	3	22	204	7	28	28	2292	0
2.036	3	28	204	7	26	10	261	1
2.036	3	17	204	7	14	6	153	1
2.037	1	1	204	8	12	28	749	0
2.037	1	15	204	8	13	28	749	0
2.037	1	3	204	8	14	8	137	0
2.037	1	3	204	8	14	8	437	1
2.037	3	28	204	8	26	10	261	0
2.037	3	17	204	8	14	6	153	0
2.037	3	17	204	8	14	6	325	1
2.038	1	1	204	9	12	28	2292	0
2.038	1	1	204	9	12	28	2292	1
2.038	3	23	204	9	30	28	549	0
2.038	3	18	204	9	2	10	261	0
2.038	3	23	204	9	30	28	1095	1
2.038	3	18	204	9	2	10	261	1
2.039	1	11	204	10	24	12	301	0
2.039	1	10	204	10	3	8	209	0
2.039	1	11	204	10	24	12	301	1
2.039	1	10	204	10	3	8	209	1
2.039	3	28	204	10	26	10	261	0
2.039	3	23	204	10	30	28	1095	0
2.039	3	28	204	10	26	10	549	1
2.04	1	3	205	1	14	8	209	0
2.04	1	14	205	1	2	6	153	0
2.04	1	3	205	1	14	8	209	1
2.04	1	14	205	1	2	6	153	1
2.04	3	20	205	1	29	28	2292	0
2.04	3	30	205	1	25	4	105	1
2.04	3	23	205	1	30	28	1095	1
2.041	1	6	205	2	23	8	437	0
2.041	1	6	205	2	23	8	437	1
2.041	3	23	205	2	30	28	549	0
2.041	3	18	205	2	2	10	129	0
2.041	3	25	205	2	4	8	101	0
2.041	3	30	205	2	25	4	51	0
2.041	3	18	205	2	2	10	261	1
2.041	3	25	205	2	4	8	209	1
2.042	1	4	205	3	18	28	1095	0
2.042	1	15	205	3	13	28	749	0
2.042	1	15	205	3	13	28	1095	1
2.042	1	9	205	3	26	8	209	1
2.042	3	18	205	3	2	10	261	0
2.042	3	26	205	3	16	8	209	0
2.042	3	26	205	3	16	8	437	1
2.043	1	15	205	4	13	28	2292	0
2.043	1	1	205	4	12	28	2292	1
2.043	3	19	205	4	1	4	105	0
2.043	3	26	205	4	16	8	209	0
2.043	3	26	205	4	16	8	209	1
2.043	3	19	205	4	1	4	105	1
2.044	1	9	205	5	26	8	101	0
2.044	1	13	205	5	16	8	101	0
2.044	1	4	205	5	18	28	549	0
2.044	1	7	205	5	25	8	101	0
2.044	1	13	205	5	16	8	137	1
2.044	1	4	205	5	18	28	749	1
2.044	1	7	205	5	25	8	137	1
2.044	3	21	205	5	15	10	261	0
2.044	3	24	205	5	23	4	105	0
2.044	3	24	205	5	23	4	105	1
2.044	3	21	205	5	15	10	261	1
2.045	1	2	205	6	1	8	209	0
2.045	1	7	205	6	25	8	209	0
2.045	1	2	205	6	1	8	437	1
2.045	3	25	205	6	4	8	437	0
2.045	3	25	205	6	4	8	437	1
2.046	1	14	205	7	2	6	153	0
2.046	1	12	205	7	4	12	301	0
2.046	1	14	205	7	2	6	153	1
2.046	1	12	205	7	4	12	301	1
2.046	3	29	205	7	3	10	261	0
2.046	3	30	205	7	25	4	105	0
2.046	3	30	205	7	25	4	105	1
2.046	3	29	205	7	3	10	261	1
2.047	1	12	205	8	4	12	301	0
2.047	1	4	205	8	18	28	1095	0
2.047	1	4	205	8	18	28	1095	1
2.047	1	12	205	8	4	12	301	1
2.047	3	16	205	8	17	4	225	0
2.047	3	16	205	8	17	4	225	1
2.048	1	2	205	9	1	8	209	0
2.048	1	10	205	9	3	8	209	0
2.048	1	2	205	9	1	8	209	1
2.048	1	10	205	9	3	8	209	1
2.048	3	20	205	9	29	28	2292	0
2.048	3	20	205	9	29	28	2292	1
2.049	1	15	205	10	13	28	749	0
2.049	1	13	205	10	16	8	209	0
2.049	1	13	205	10	16	8	209	1
2.049	1	15	205	10	13	28	1095	1
2.049	3	28	205	10	26	10	549	0
2.049	3	28	205	10	26	10	549	1
2.05	1	15	206	1	13	28	1095	0
2.05	1	11	206	1	24	12	301	0
2.05	1	11	206	1	24	12	621	1
2.05	3	23	206	1	30	28	2292	0
2.05	3	23	206	1	30	28	2292	1
2.051	1	4	206	2	18	28	549	0
2.051	1	3	206	2	14	8	209	0
2.051	1	3	206	2	14	8	437	1
2.052	1	9	206	3	26	8	209	0
2.052	1	6	206	3	23	8	209	0
2.052	1	6	206	3	23	8	209	1
2.052	1	9	206	3	26	8	209	1
2.052	3	26	206	3	16	8	437	0
2.052	3	26	206	3	16	8	437	1
2.053	1	15	206	4	13	28	1095	0
2.053	1	3	206	4	14	8	209	0
2.053	1	15	206	4	13	28	1095	1
2.053	1	3	206	4	14	8	209	1
2.053	3	23	206	4	30	28	1095	0
2.053	3	19	206	4	1	4	105	0
2.053	3	23	206	4	30	28	1095	1
2.053	3	19	206	4	1	4	105	1
2.054	1	7	206	5	25	8	437	0
2.054	1	7	206	5	25	8	437	1
2.054	3	27	206	5	24	8	437	0
2.054	3	27	206	5	24	8	437	1
2.055	1	1	206	6	12	28	1095	0
2.055	1	4	206	6	18	28	1095	0
2.055	1	4	206	6	18	28	1095	1
2.055	1	1	206	6	12	28	1095	1
2.055	3	20	206	6	29	28	2292	0
2.055	3	24	206	6	23	4	225	1
2.056	1	15	206	7	13	28	749	0
2.056	1	10	206	7	3	8	209	0
2.056	1	10	206	7	3	8	437	1
2.056	3	24	206	7	23	4	105	0
2.056	3	30	206	7	25	4	105	0
2.056	3	30	206	7	25	4	225	1
2.057	1	14	206	8	2	6	153	0
2.057	1	12	206	8	4	12	301	0
2.057	1	14	206	8	2	6	153	1
2.057	1	12	206	8	4	12	301	1
2.057	3	23	206	8	30	28	2292	0
2.057	3	20	206	8	29	28	1095	1
2.057	3	18	206	8	2	10	261	1
2.058	1	10	206	9	3	8	437	0
2.058	1	10	206	9	3	8	437	1
2.058	3	20	206	9	29	28	549	0
2.058	3	18	206	9	2	10	129	0
2.058	3	29	206	9	3	10	129	0
2.058	3	25	206	9	4	8	101	0
2.058	3	29	206	9	3	10	261	1
2.058	3	25	206	9	4	8	209	1
2.059	1	5	206	10	15	4	225	0
2.059	1	5	206	10	15	4	225	1
2.059	3	21	206	10	15	10	261	0
2.059	3	28	206	10	26	10	261	0
2.059	3	28	206	10	26	10	261	1
2.059	3	21	206	10	15	10	261	1
2.06	1	13	207	1	16	8	437	0
2.06	1	13	207	1	16	8	437	1
2.06	3	23	207	1	30	28	2292	0
2.06	3	23	207	1	30	28	2292	1
2.061	1	1	207	2	12	28	1095	0
2.061	1	11	207	2	24	12	301	0
2.061	1	11	207	2	24	12	301	1
2.061	1	1	207	2	12	28	1095	1
2.061	3	26	207	2	16	8	437	0
2.061	3	26	207	2	16	8	437	1
2.062	1	1	207	3	12	28	1095	0
2.062	1	4	207	3	18	28	1095	0
2.062	1	5	207	3	15	4	225	1
2.062	3	24	207	3	23	4	225	0
2.062	3	24	207	3	23	4	225	1
2.063	1	5	207	4	15	4	105	0
2.063	1	12	207	4	4	12	301	0
2.063	1	12	207	4	4	12	621	1
2.064	1	4	207	5	18	28	2292	0
2.064	1	4	207	5	18	28	2292	1
2.064	3	26	207	5	16	8	437	0
2.064	3	20	207	5	29	28	1095	1
2.064	3	26	207	5	16	8	209	1
2.065	1	2	207	6	1	8	209	0
2.065	1	3	207	6	14	8	209	0
2.065	1	2	207	6	1	8	209	1
2.065	1	3	207	6	14	8	209	1
2.065	3	17	207	6	14	6	325	0
2.065	3	17	207	6	14	6	325	1
2.066	1	9	207	7	26	8	209	0
2.066	1	15	207	7	13	28	1095	0
2.066	1	9	207	7	26	8	209	1
2.066	1	15	207	7	13	28	1095	1
2.066	3	16	207	7	17	4	105	0
2.066	3	28	207	7	26	10	261	0
2.066	3	16	207	7	17	4	105	1
2.066	3	28	207	7	26	10	261	1
2.067	1	6	207	8	23	8	209	0
2.067	1	15	207	8	13	28	1095	0
2.067	1	6	207	8	23	8	209	1
2.067	1	15	207	8	13	28	1095	1
2.067	3	17	207	8	14	6	325	0
2.067	3	17	207	8	14	6	325	1
2.068	1	8	207	9	17	8	437	0
2.068	1	8	207	9	17	8	437	1
2.068	3	23	207	9	30	28	1095	0
2.068	3	30	207	9	25	4	105	0
2.068	3	30	207	9	25	4	105	1
2.068	3	23	207	9	30	28	1095	1
2.069	1	14	207	10	2	6	153	0
2.069	1	3	207	10	14	8	209	0
2.069	1	14	207	10	2	6	153	1
2.069	1	3	207	10	14	8	209	1
2.069	3	18	207	10	2	10	549	0
2.069	3	18	207	10	2	10	549	1
2.07	3	19	208	1	1	4	105	0
2.07	3	27	208	1	24	8	209	0
2.07	3	27	208	1	24	8	209	1
2.07	3	19	208	1	1	4	105	1
2.071	1	1	208	2	12	28	2292	0
2.071	1	1	208	2	12	28	2292	1
2.071	3	27	208	2	24	8	209	0
2.071	3	30	208	2	25	4	105	0
2.071	3	27	208	2	24	8	209	1
2.071	3	30	208	2	25	4	105	1
2.072	1	4	208	3	18	28	1095	0
2.072	1	14	208	3	2	6	153	0
2.072	1	4	208	3	18	28	1095	1
2.072	1	14	208	3	2	6	153	1
2.072	3	20	208	3	29	28	2292	0
2.072	3	20	208	3	29	28	2292	1
2.073	1	14	208	4	2	6	153	0
2.073	1	12	208	4	4	12	301	0
2.073	1	14	208	4	2	6	153	1
2.073	1	12	208	4	4	12	301	1
2.074	1	7	208	5	25	8	209	0
2.074	1	10	208	5	3	8	209	0
2.074	1	7	208	5	25	8	209	1
2.074	1	10	208	5	3	8	209	1
2.074	3	21	208	5	15	10	549	0
2.074	3	21	208	5	15	10	549	1
2.075	1	10	208	6	3	8	437	0
2.075	1	10	208	6	3	8	437	1
2.075	3	23	208	6	30	28	1095	0
2.075	3	26	208	6	16	8	137	0
2.075	3	26	208	6	16	8	209	1
2.075	3	22	208	6	28	28	1095	1
2.076	1	5	208	7	15	4	105	0
2.076	1	13	208	7	16	8	209	0
2.076	1	13	208	7	16	8	209	1
2.076	1	5	208	7	15	4	105	1
2.076	3	22	208	7	28	28	1095	0
2.076	3	28	208	7	26	10	261	0
2.076	3	28	208	7	26	10	549	1
2.077	1	11	208	8	24	12	301	0
2.077	1	2	208	8	1	8	209	0
2.077	1	11	208	8	24	12	301	1
2.077	1	2	208	8	1	8	209	1
2.077	3	23	208	8	30	28	1095	0
2.077	3	24	208	8	23	4	105	0
2.077	3	24	208	8	23	4	105	1
2.077	3	23	208	8	30	28	1095	1
2.078	1	13	208	9	16	8	437	0
2.078	1	13	208	9	16	8	437	1
2.078	3	25	208	9	4	8	437	0
2.078	3	25	208	9	4	8	437	1
2.079	1	4	208	10	18	28	1095	0
2.079	1	12	208	10	4	12	301	0
2.079	1	12	208	10	4	12	621	1
2.079	3	20	208	10	29	28	2292	0
2.079	3	29	208	10	3	10	549	1
2.08	3	29	209	1	3	10	549	0
2.081	1	11	209	2	24	12	621	0
2.081	1	11	209	2	24	12	621	1
2.081	3	26	209	2	16	8	437	0
2.081	3	26	209	2	16	8	437	1
2.082	1	3	209	3	14	8	437	0
2.082	1	3	209	3	14	8	437	1
2.082	3	17	209	3	14	6	325	0
2.082	3	17	209	3	14	6	325	1
2.083	1	9	209	4	26	8	209	0
2.083	1	15	209	4	13	28	1095	0
2.083	1	9	209	4	26	8	209	1
2.083	1	15	209	4	13	28	1095	1
2.083	3	24	209	4	23	4	105	0
2.083	3	28	209	4	26	10	261	0
2.083	3	24	209	4	23	4	105	1
2.083	3	28	209	4	26	10	261	1
2.084	1	6	209	5	23	8	209	0
2.084	1	15	209	5	13	28	1095	0
2.084	1	6	209	5	23	8	209	1
2.084	1	15	209	5	13	28	1095	1
2.084	3	23	209	5	30	28	1095	0
2.084	3	17	209	5	14	6	101	0
2.084	3	30	209	5	25	4	105	1
2.084	3	17	209	5	14	6	153	1
2.085	1	3	209	6	14	8	437	0
2.085	1	3	209	6	14	8	437	1
2.085	3	30	209	6	25	4	69	0
2.085	3	20	209	6	29	28	749	0
2.085	3	23	209	6	30	28	749	0
2.085	3	20	209	6	29	28	1095	1
2.085	3	23	209	6	30	28	1095	1
2.086	1	1	209	7	12	28	2292	0
2.086	1	1	209	7	12	28	2292	1
2.086	3	19	209	7	1	4	225	0
2.086	3	19	209	7	1	4	225	1
2.087	1	5	209	8	15	4	105	0
2.087	1	12	209	8	4	12	301	0
2.087	1	12	209	8	4	12	301	1
2.087	1	5	209	8	15	4	105	1
2.087	3	18	209	8	2	10	549	0
2.087	3	18	209	8	2	10	549	1
2.088	1	4	209	9	18	28	2292	0
2.088	1	4	209	9	18	28	2292	1
2.088	3	21	209	9	15	10	549	0
2.088	3	21	209	9	15	10	549	1
2.089	1	12	209	10	4	12	621	0
2.089	1	12	209	10	4	12	621	1
2.089	3	27	209	10	24	8	437	0
2.089	3	27	209	10	24	8	437	1
2.09	1	10	210	1	3	8	437	0
2.09	1	10	210	1	3	8	437	1
2.09	3	27	210	1	24	8	437	0
2.09	3	27	210	1	24	8	437	1
2.091	3	23	210	2	30	28	1095	0
2.091	3	30	210	2	25	4	69	0
2.091	3	30	210	2	25	4	105	1
2.091	3	28	210	2	26	10	261	1
2.092	1	13	210	3	16	8	437	0
2.092	1	13	210	3	16	8	437	1
2.092	3	28	210	3	26	10	129	0
2.092	3	19	210	3	1	4	51	0
2.092	3	21	210	3	15	10	129	0
2.092	3	30	210	3	25	4	51	0
2.092	3	19	210	3	1	4	105	1
2.092	3	21	210	3	15	10	261	1
2.093	1	1	210	4	12	28	2292	0
2.093	3	19	210	4	1	4	105	0
2.093	3	26	210	4	16	8	209	0
2.093	3	26	210	4	16	8	437	1
2.094	3	24	210	5	23	4	225	0
2.094	3	24	210	5	23	4	225	1
2.095	1	4	210	6	18	28	2292	0
2.095	1	11	210	6	24	12	301	1
2.095	1	15	210	6	13	28	1095	1
2.095	3	23	210	6	30	28	2292	0
2.095	3	23	210	6	30	28	2292	1
2.096	1	11	210	7	24	12	149	0
2.096	1	7	210	7	25	8	101	0
2.096	1	9	210	7	26	8	101	0
2.096	1	15	210	7	13	28	549	0
2.096	1	7	210	7	25	8	209	1
2.096	1	9	210	7	26	8	209	1
2.097	1	7	210	8	25	8	209	0
2.097	1	15	210	8	13	28	1095	0
2.097	1	15	210	8	13	28	2292	1
2.097	3	20	210	8	29	28	1095	0
2.097	3	26	210	8	16	8	209	0
2.097	3	26	210	8	16	8	209	1
2.097	3	20	210	8	29	28	1095	1
2.098	1	4	210	9	18	28	2292	0
2.098	1	4	210	9	18	28	2292	1
2.098	3	29	210	9	3	10	549	0
2.098	3	29	210	9	3	10	549	1
2.099	1	12	210	10	4	12	301	0
2.099	1	1	210	10	12	28	1095	0
2.099	1	12	210	10	4	12	301	1
2.099	1	1	210	10	12	28	1095	1
2.099	3	28	210	10	26	10	549	0
2.099	3	28	210	10	26	10	549	1
2.1	1	10	211	1	3	8	209	0
2.1	1	3	211	1	14	8	209	0
2.1	1	10	211	1	3	8	209	1
2.1	1	3	211	1	14	8	209	1
2.1	3	22	211	1	28	28	1095	0
2.1	3	17	211	1	14	6	153	0
2.1	3	22	211	1	28	28	1095	1
2.1	3	17	211	1	14	6	153	1
2.101	1	9	211	2	26	8	209	0
2.101	1	6	211	2	23	8	209	0
2.101	1	6	211	2	23	8	209	1
2.101	1	9	211	2	26	8	209	1
2.101	3	23	211	2	30	28	1095	0
2.101	3	16	211	2	17	6	153	0
2.101	3	16	211	2	17	6	153	1
2.101	3	23	211	2	30	28	1095	1
2.102	1	4	211	3	18	28	2292	0
2.102	1	13	211	3	16	8	209	1
2.102	1	10	211	3	3	8	209	1
2.102	3	23	211	3	30	28	2292	0
2.102	3	30	211	3	25	4	105	1
2.102	3	22	211	3	28	28	1095	1
2.103	1	10	211	4	3	8	137	0
2.103	1	13	211	4	16	8	137	0
2.103	1	8	211	4	17	8	137	0
2.103	1	8	211	4	17	8	437	1
2.103	3	22	211	4	28	28	749	0
2.103	3	16	211	4	17	6	101	0
2.103	3	30	211	4	25	4	69	0
2.103	3	16	211	4	17	6	325	1
2.104	1	5	211	5	15	6	153	0
2.104	1	7	211	5	25	8	209	0
2.104	1	7	211	5	25	8	209	1
2.104	1	5	211	5	15	6	153	1
2.104	3	20	211	5	29	28	1095	0
2.104	3	16	211	5	17	6	153	0
2.105	1	4	211	6	18	28	2292	0
2.105	1	13	211	6	16	8	437	1
2.105	3	27	211	6	24	8	437	0
2.105	3	27	211	6	24	8	437	1
2.106	1	13	211	7	16	8	209	0
2.106	1	14	211	7	2	6	153	0
2.106	1	14	211	7	2	6	325	1
2.106	3	29	211	7	3	10	549	0
2.106	3	29	211	7	3	10	549	1
2.107	1	11	211	8	24	12	621	0
2.107	1	11	211	8	24	12	621	1
2.107	3	22	211	8	28	28	1095	0
2.107	3	27	211	8	24	8	137	0
2.107	3	27	211	8	24	8	209	1
2.107	3	28	211	8	26	10	261	1
2.108	1	15	211	9	13	28	2292	0
2.108	1	15	211	9	13	28	2292	1
2.108	3	28	211	9	26	10	261	0
2.108	3	30	211	9	25	4	105	0
2.108	3	30	211	9	25	4	225	1
2.109	1	1	211	10	12	28	1095	0
2.109	1	15	211	10	13	28	1095	0
2.109	1	1	211	10	12	28	1095	1
2.109	1	15	211	10	13	28	1095	1
2.109	3	23	211	10	30	28	2292	0
2.109	3	26	211	10	16	8	209	1
2.109	3	23	211	10	30	28	1095	1
2.11	1	2	212	1	1	8	209	0
2.11	1	10	212	1	3	8	209	0
2.11	1	2	212	1	1	8	209	1
2.11	1	10	212	1	3	8	209	1
2.11	3	26	212	1	16	8	101	0
2.11	3	24	212	1	23	4	51	0
2.11	3	23	212	1	30	28	549	0
2.11	3	25	212	1	4	8	101	0
2.11	3	24	212	1	23	4	105	1
2.11	3	25	212	1	4	8	209	1
2.111	1	4	212	2	18	28	2292	0
2.111	1	4	212	2	18	28	2292	1
2.111	3	20	212	2	29	28	1095	0
2.111	3	26	212	2	16	8	209	0
2.111	3	26	212	2	16	8	209	1
2.111	3	20	212	2	29	28	1095	1
2.112	1	4	212	3	18	28	2292	0
2.112	1	6	212	3	23	8	209	1
2.112	1	1	212	3	12	28	1095	1
2.112	3	20	212	3	29	28	1095	0
2.112	3	17	212	3	14	6	153	0
2.112	3	17	212	3	14	6	325	1
2.113	1	6	212	4	23	8	101	0
2.113	1	12	212	4	4	12	149	0
2.113	1	1	212	4	12	28	549	0
2.113	1	3	212	4	14	8	101	0
2.113	1	12	212	4	4	12	301	1
2.113	1	3	212	4	14	8	209	1
2.113	3	24	212	4	23	4	225	0
2.113	3	24	212	4	23	4	225	1
2.114	1	10	212	5	3	8	137	0
2.114	1	3	212	5	14	8	137	0
2.114	1	13	212	5	16	8	137	0
2.114	1	13	212	5	16	8	209	1
2.114	1	10	212	5	3	8	209	1
2.114	3	22	212	5	28	28	1095	0
2.114	3	30	212	5	25	4	105	0
2.114	3	30	212	5	25	4	225	1
2.115	1	15	212	6	13	28	2292	0
2.115	1	12	212	6	4	12	621	1
2.115	3	28	212	6	26	10	261	0
2.115	3	20	212	6	29	28	1095	0
2.115	3	28	212	6	26	10	261	1
2.115	3	20	212	6	29	28	1095	1
2.116	1	1	212	7	12	28	1095	0
2.116	1	12	212	7	4	12	201	0
2.116	1	13	212	7	16	8	437	1
2.116	3	17	212	7	14	6	325	0
2.116	3	17	212	7	14	6	325	1
2.117	1	13	212	8	16	8	137	0
2.117	1	11	212	8	24	12	201	0
2.117	1	14	212	8	2	6	101	0
2.117	1	11	212	8	24	12	301	1
2.117	1	14	212	8	2	6	153	1
2.117	3	23	212	8	30	28	549	0
2.117	3	29	212	8	3	10	261	0
2.117	3	23	212	8	30	28	1095	1
2.117	3	29	212	8	3	10	261	1
2.118	1	4	212	9	18	28	2292	0
2.118	1	11	212	9	24	12	301	1
2.118	1	9	212	9	26	8	209	1
2.118	3	28	212	9	26	10	173	0
2.118	3	23	212	9	30	28	749	0
2.118	3	25	212	9	4	8	137	0
2.118	3	28	212	9	26	10	261	1
2.118	3	25	212	9	4	8	209	1
2.119	1	11	212	10	24	12	149	0
2.119	1	7	212	10	25	8	101	0
2.119	1	9	212	10	26	8	101	0
2.119	1	5	212	10	15	6	75	0
2.119	1	7	212	10	25	8	209	1
2.119	1	5	212	10	15	6	153	1
2.119	3	19	212	10	1	4	105	0
2.119	3	21	212	10	15	10	261	0
2.119	3	19	212	10	1	4	105	1
2.119	3	21	212	10	15	10	261	1
2.12	1	14	213	1	2	6	325	0
2.12	1	14	213	1	2	6	325	1
2.12	3	23	213	1	30	28	2292	0
2.12	3	23	213	1	30	28	2292	1
2.121	1	15	213	2	13	28	2292	0
2.121	1	15	213	2	13	28	2292	1
2.122	1	15	213	3	13	28	2292	0
2.122	1	1	213	3	12	28	2292	1
2.122	3	26	213	3	16	8	209	0
2.122	3	30	213	3	25	4	105	0
2.122	3	26	213	3	16	8	209	1
2.122	3	30	213	3	25	4	105	1
2.123	1	1	213	4	12	28	1095	0
2.123	1	4	213	4	18	28	1095	0
2.123	1	4	213	4	18	28	2292	1
2.123	3	26	213	4	16	8	209	0
2.123	3	17	213	4	14	6	153	0
2.123	3	26	213	4	16	8	209	1
2.123	3	17	213	4	14	6	153	1
2.124	1	1	213	5	12	28	1095	0
2.124	1	2	213	5	1	8	209	0
2.124	1	2	213	5	1	8	209	1
2.124	1	1	213	5	12	28	1095	1
2.124	3	23	213	5	30	28	549	0
2.124	3	27	213	5	24	8	209	0
2.124	3	27	213	5	24	8	437	1
2.125	1	3	213	6	14	8	209	0
2.125	1	10	213	6	3	8	209	0
2.125	1	10	213	6	3	8	209	1
2.125	1	3	213	6	14	8	209	1
2.126	1	13	213	7	16	8	209	0
2.126	1	12	213	7	4	12	301	0
2.126	1	13	213	7	16	8	209	1
2.126	1	12	213	7	4	12	301	1
2.126	3	30	213	7	25	4	225	0
2.126	3	30	213	7	25	4	225	1
2.127	1	9	213	8	26	8	209	0
2.127	1	10	213	8	3	8	209	0
2.127	1	9	213	8	26	8	209	1
2.127	1	10	213	8	3	8	209	1
2.127	3	24	213	8	23	4	105	0
2.127	3	22	213	8	28	28	1095	0
2.127	3	24	213	8	23	4	105	1
2.127	3	22	213	8	28	28	1095	1
2.128	1	7	213	9	25	8	209	0
2.128	1	12	213	9	4	12	301	0
2.128	1	7	213	9	25	8	209	1
