% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1482	3	20	29	0	28	1095	1	0	1	0
1482	4	16	17	0	4	105	0	1	1	1
1482	4	28	26	0	10	261	0	1	0	1
1483	1	1	12	0	28	749	0	1	0	0
1483	1	15	13	0	28	749	0	1	1	0
1483	1	11	24	0	12	201	0	1	0	0
1484	1	14	2	0	6	153	0	1	1	0
1484	1	9	26	0	8	209	0	1	1	0
1484	3	29	3	0	10	261	1	0	1	0
1485	3	24	23	0	4	225	0	1	1	0
1487	1	4	18	0	28	1095	2	0	1	0
1487	3	19	1	0	4	225	0	1	1	0
1488	1	4	18	0	28	2292	0	1	0	0
1488	3	21	15	0	10	261	0	1	1	0
1488	3	23	30	0	28	1095	1	0	0	0
1489	2	1	12	0	28	1095	1	0	1	1
1489	2	8	17	0	8	209	0	1	0	1
1489	1	8	17	0	8	437	0	1	1	0
1489	3	21	15	0	10	261	0	1	0	0
1489	3	30	25	0	4	105	0	1	1	0
1490	1	12	4	0	12	301	0	1	1	0
1490	1	13	16	0	8	209	0	1	1	0
1490	3	20	29	0	28	2292	0	1	0	0
1491	1	10	3	0	8	437	0	1	1	0
1491	3	25	4	0	8	437	0	1	1	0
1492	1	2	1	0	8	209	0	1	1	0
1492	1	3	14	0	8	209	0	1	1	0
1492	3	29	3	0	10	261	0	1	1	0
1492	3	20	29	0	28	1095	0	1	0	0
1493	1	5	15	0	6	153	0	1	1	0
1493	1	7	25	0	8	209	0	1	1	0
1493	3	18	2	0	10	261	0	1	1	0
1493	3	22	28	0	28	1095	0	1	0	0
1495	1	4	18	0	28	2292	1	0	0	0
1495	2	6	23	0	8	437	0	1	1	1
1495	4	17	14	0	6	153	0	1	1	1
1495	4	27	24	0	8	209	0	1	0	1
1495	3	27	24	0	8	137	0	1	1	0
1495	3	23	30	0	28	1095	2	0	1	0
1496	3	29	3	0	10	173	0	1	0	0
1496	3	17	14	0	6	101	0	1	0	0
1496	3	23	30	0	28	749	0	1	1	0
1497	1	1	12	0	28	1095	0	1	0	0
1497	1	11	24	0	12	301	0	1	1	0
1497	3	20	29	0	28	2292	1	0	0	0
1497	4	28	26	0	10	549	0	1	1	1
1498	1	15	13	0	28	2292	0	1	1	0
1499	1	14	2	0	6	153	0	1	1	0
1499	1	9	26	0	8	209	0	1	1	0
1500	3	22	28	0	28	1095	1	0	1	0
1501	3	26	16	0	8	437	0	1	1	0
1502	1	4	18	0	28	2292	2	0	1	0
1502	3	19	1	0	4	225	0	1	1	0
1503	1	4	18	0	28	1095	0	1	0	0
1503	1	9	26	0	8	209	0	1	0	0
1503	3	21	15	0	10	549	0	1	1	0
1504	1	1	12	0	28	1095	1	0	1	0
1504	1	8	17	0	8	209	0	1	1	0
1504	3	20	29	0	28	2292	2	0	1	0
1504	4	16	17	0	4	105	0	1	1	1
1504	4	30	25	0	4	105	0	1	1	1
1505	1	13	16	0	8	437	0	1	1	0
1506	1	10	3	0	8	437	0	1	1	0
1506	3	25	4	0	8	437	0	1	1	0
1507	1	3	14	0	8	437	0	1	1	0
1507	3	20	29	0	28	2292	0	1	0	0
1508	3	18	2	0	10	549	0	1	1	0
1509	1	2	1	0	8	209	0	1	1	0
1509	1	8	17	0	8	209	0	1	0	0
1509	3	26	16	0	8	437	0	1	1	0
1510	1	4	18	0	28	1095	1	0	1	0
1510	1	6	23	0	8	137	0	1	1	0
1510	2	6	23	0	8	209	0	1	0	1
1510	2	11	24	0	12	301	0	1	1	1
1511	1	12	4	0	12	301	0	1	1	0
1511	1	11	24	0	12	301	0	1	0	0
1511	3	29	3	0	10	261	0	1	1	0
1511	3	23	30	0	28	1095	0	1	1	0
1512	1	1	12	0	28	2292	0	1	0	0
1512	3	28	26	0	10	549	0	1	1	0
1513	1	15	13	0	28	2292	0	1	0	0
1513	3	24	23	0	4	225	0	1	1	0
1514	1	14	2	0	6	325	0	1	1	0
1514	3	20	29	0	28	2292	1	0	0	0
1514	4	17	14	0	6	153	0	1	1	1
1514	4	27	24	0	8	209	0	1	1	1
1516	1	5	15	0	6	153	0	1	1	0
1516	1	7	25	0	8	209	0	1	1	0
1518	1	4	18	0	28	1095	0	1	0	0
1518	1	9	26	0	8	209	0	1	1	0
1518	3	21	15	0	10	549	0	1	1	0
1519	1	1	12	0	28	2292	1	0	0	0
1519	3	30	25	0	4	225	0	1	1	0
1520	1	15	13	0	28	2292	1	0	0	0
1520	2	12	4	0	12	301	0	1	1	1
1520	2	13	16	0	8	209	0	1	1	1
1520	3	19	1	0	4	105	0	1	1	0
1520	3	20	29	0	28	1095	0	1	0	0
1521	1	10	3	0	8	137	0	1	1	0
1521	1	12	4	0	12	201	0	1	0	0
1521	1	13	16	0	8	137	0	1	0	0
1521	4	25	4	0	8	437	0	1	1	1
1521	3	20	29	0	28	2292	2	0	1	0
1522	1	3	14	0	8	437	0	1	1	0
1522	3	29	3	0	10	261	0	1	1	0
1522	3	25	4	0	8	209	0	1	0	0
1523	3	18	2	0	10	261	0	1	1	0
1523	3	22	28	0	28	1095	0	1	1	0
1524	1	8	17	0	8	437	0	1	1	0
1524	3	26	16	0	8	437	0	1	1	0
1525	1	4	18	0	28	1095	1	0	0	0
1525	1	6	23	0	8	137	0	1	1	0
1525	2	6	23	0	8	209	0	1	0	1
1525	2	11	24	0	12	301	0	1	1	1
1525	3	27	24	0	8	437	0	1	1	0
1526	1	1	12	0	28	2292	2	0	1	0
1526	3	29	3	0	10	261	0	1	0	0
1526	3	23	30	0	28	1095	0	1	0	0
1527	2	1	12	0	28	1095	0	1	1	1
1527	2	11	24	0	12	301	0	1	0	1
1527	1	15	13	0	28	2292	2	0	1	0
1527	3	16	17	0	4	69	0	1	1	0
1527	3	20	29	0	28	1095	1	0	1	0
1527	4	16	17	0	4	105	0	1	0	1
1527	4	28	26	0	10	261	0	1	1	1
1528	1	12	4	0	12	149	0	1	1	0
1528	1	1	12	0	28	549	0	1	0	0
1528	1	15	13	0	28	549	0	1	1	0
1528	1	11	24	0	12	149	0	1	0	0
1529	1	14	2	0	6	153	0	1	1	0
1529	1	9	26	0	8	209	0	1	1	0
1531	1	5	15	0	6	325	0	1	1	0
1531	3	26	16	0	8	209	0	1	0	0
1531	3	24	23	0	4	105	0	1	1	0
1532	1	4	18	0	28	1095	2	0	1	0
1532	3	19	1	0	4	225	0	1	1	0
1533	1	4	18	0	28	2292	0	1	0	0
1533	3	21	15	0	10	261	0	1	1	0
1533	3	23	30	0	28	1095	1	0	0	0
1534	1	8	17	0	8	437	0	1	1	0
1534	3	30	25	0	4	225	0	1	1	0
1535	1	12	4	0	12	301	0	1	1	0
1535	1	13	16	0	8	209	0	1	1	0
1535	3	20	29	0	28	2292	0	1	0	0
1536	1	10	3	0	8	437	0	1	1	0
1536	3	25	4	0	8	437	0	1	1	0
1537	1	2	1	0	8	209	0	1	1	0
1537	1	3	14	0	8	209	0	1	1	0
1537	3	29	3	0	10	261	0	1	1	0
1537	3	20	29	0	28	1095	0	1	0	0
1538	1	7	25	0	8	437	0	1	1	0
1538	3	18	2	0	10	549	0	1	1	0
1540	1	4	18	0	28	2292	1	0	0	0
1540	2	6	23	0	8	437	0	1	1	1
1540	3	17	14	0	6	101	0	1	1	0
1540	3	23	30	0	28	1095	2	0	1	0
1540	4	17	14	0	6	153	0	1	0	1
1540	4	27	24	0	8	209	0	1	1	1
1541	3	29	3	0	10	173	0	1	0	0
1541	3	27	24	0	8	137	0	1	0	0
1541	3	23	30	0	28	749	0	1	1	0
1542	1	1	12	0	28	1095	0	1	0	0
1542	1	11	24	0	12	301	0	1	1	0
1542	3	20	29	0	28	2292	1	0	0	0
1542	4	28	26	0	10	549	0	1	1	1
1543	1	15	13	0	28	2292	0	1	1	0
1544	1	14	2	0	6	153	0	1	1	0
1544	1	9	26	0	8	209	0	1	1	0
1545	3	26	16	0	8	437	0	1	1	0
1546	3	24	23	0	4	225	0	1	1	0
1547	1	4	18	0	28	2292	2	0	1	0
1547	3	19	1	0	4	225	0	1	1	0
1548	1	4	18	0	28	1095	0	1	0	0
1548	1	9	26	0	8	209	0	1	0	0
1548	3	21	15	0	10	549	0	1	1	0
1549	1	1	12	0	28	1095	1	0	0	0
1549	1	8	17	0	8	209	0	1	1	0
1549	3	20	29	0	28	2292	2	0	1	0
1549	4	16	17	0	4	105	0	1	1	1
1549	4	30	25	0	4	105	0	1	1	1
1550	1	12	4	0	12	301	0	1	1	0
1550	1	13	16	0	10	261	0	1	1	0
1551	1	10	3	0	8	437	0	1	1	0
1551	3	25	4	0	8	437	0	1	1	0
1552	1	3	14	0	8	437	0	1	1	0
1552	3	29	3	0	10	261	0	1	1	0
1552	3	20	29	0	28	1095	0	1	0	0
1553	1	5	15	0	4	105	0	1	1	0
1553	1	8	17	0	8	209	0	1	0	0
1553	3	18	2	0	10	261	0	1	1	0
1553	3	26	16	0	8	209	0	1	1	0
1554	1	2	1	0	8	437	0	1	1	0
1554	3	22	28	0	28	2292	0	1	0	0
1555	1	4	18	0	28	1095	1	0	0	0
1555	1	6	23	0	8	137	0	1	1	0
1555	2	6	23	0	8	209	0	1	0	1
1555	2	11	24	0	12	301	0	1	1	1
1555	3	17	14	0	6	153	0	1	1	0
1555	3	27	24	0	8	209	0	1	1	0
1556	1	1	12	0	28	1095	2	0	1	0
1556	1	11	24	0	12	201	0	1	0	0
1556	3	29	3	0	10	261	0	1	0	0
1556	3	23	30	0	28	1095	0	1	1	0
1557	1	12	4	0	12	301	0	1	0	0
1557	1	1	12	0	28	1095	0	1	0	0
1557	3	28	26	0	10	549	0	1	1	0
1558	1	15	13	0	28	2292	0	1	1	0
1559	1	14	2	0	6	325	0	1	1	0
1559	3	27	24	0	8	209	0	1	0	0
1559	3	20	29	0	28	1095	1	0	0	0
1561	3	22	28	0	28	2292	1	0	1	0
1562	1	4	18	0	28	1095	2	0	1	0
1562	1	7	25	0	8	209	0	1	1	0
1563	1	4	18	0	28	1095	0	1	0	0
1563	1	9	26	0	8	209	0	1	1	0
1563	3	21	15	0	10	549	0	1	1	0
1564	1	1	12	0	28	1095	1	0	0	0
1564	1	8	17	0	8	209	0	1	1	0
1564	3	16	17	0	4	105	0	1	1	0
1564	3	30	25	0	4	105	0	1	1	0
1565	1	12	4	0	12	301	0	1	1	0
1565	1	13	16	0	10	261	0	1	1	0
1565	3	19	1	0	4	105	0	1	1	0
1565	3	20	29	0	28	1095	0	1	0	0
1566	1	10	3	0	8	437	0	1	1	0
1566	3	25	4	0	8	209	0	1	1	0
1566	3	20	29	0	28	1095	2	0	1	0
1567	1	3	14	0	8	437	0	1	1	0
1567	3	29	3	0	10	549	0	1	1	0
1568	1	5	15	0	4	105	0	1	1	0
1568	1	8	17	0	8	209	0	1	0	0
1568	3	18	2	0	10	261	0	1	1	0
1568	3	26	16	0	8	209	0	1	1	0
1569	1	6	23	0	8	437	0	1	1	0
1570	1	4	18	0	28	1095	1	0	0	0
1570	1	11	24	0	12	301	0	1	1	0
1570	3	27	24	0	8	437	0	1	1	0
1571	1	12	4	0	12	301	0	1	0	0
1571	1	1	12	0	28	1095	2	0	1	0
1571	3	29	3	0	10	261	0	1	0	0
1571	3	23	30	0	28	1095	0	1	1	0
1572	1	1	12	0	28	1095	0	1	0	0
1572	1	11	24	0	12	301	0	1	0	0
1572	3	28	26	0	10	261	0	1	1	0
1572	3	20	29	0	28	1095	1	0	0	0
1573	1	15	13	0	28	2292	0	1	0	0
1573	3	24	23	0	4	225	0	1	1	0
1574	1	14	2	0	6	153	0	1	1	0
1574	1	9	26	0	8	209	0	1	1	0
1574	3	17	14	0	6	153	0	1	1	0
1574	3	27	24	0	8	209	0	1	0	0
1577	1	4	18	0	28	1095	2	0	1	0
1577	3	19	1	0	4	225	0	1	1	0
1578	1	4	18	0	28	1095	0	1	0	0
1578	1	9	26	0	8	209	0	1	0	0
1578	3	21	15	0	10	549	0	1	1	0
1579	1	1	12	0	28	1095	1	0	1	0
1579	1	8	17	0	8	209	0	1	1	0
1579	3	30	25	0	4	105	0	1	1	0
1579	3	20	29	0	28	1095	2	0	1	0
1580	1	15	13	0	28	2292	1	0	0	0
1580	2	12	4	0	12	301	0	1	1	1
1580	2	13	16	0	10	261	0	1	1	1
1580	3	19	1	0	4	105	0	1	0	0
1580	3	20	29	0	28	1095	0	1	0	0
1581	1	10	3	0	8	137	0	1	1	0
1581	1	12	4	0	12	201	0	1	0	0
1581	1	13	16	0	10	173	0	1	0	0
1581	3	19	1	0	4	105	0	1	0	0
1581	3	25	4	0	8	209	0	1	1	0
1582	1	2	1	0	8	209	0	1	1	0
1582	1	3	14	0	8	209	0	1	1	0
1582	3	29	3	0	10	261	0	1	1	0
1582	3	20	29	0	28	1095	0	1	0	0
1583	3	18	2	0	10	261	0	1	1	0
1583	3	22	28	0	28	1095	0	1	1	0
1584	1	6	23	0	8	209	0	1	1	0
1584	1	7	25	0	8	209	0	1	1	0
1584	3	27	24	0	8	437	0	1	1	0
1585	1	4	18	0	28	1095	1	0	1	0
1585	1	11	24	0	12	301	0	1	1	0
1586	3	28	26	0	10	261	0	1	1	0
1586	3	23	30	0	28	1095	0	1	1	0
1587	2	1	12	0	28	1095	0	1	1	1
1587	2	11	24	0	12	301	0	1	0	1
1587	1	15	13	0	28	2292	2	0	1	0
1587	3	16	17	0	4	105	0	1	1	0
1587	3	20	29	0	28	1095	1	0	1	0
1588	1	1	12	0	28	749	0	1	0	0
1588	1	15	13	0	28	749	0	1	0	0
1588	1	11	24	0	12	201	0	1	0	0
1588	3	17	14	0	6	153	0	1	1	0
1588	3	27	24	0	8	209	0	1	0	0
1589	1	14	2	0	6	153	0	1	1	0
1589	1	9	26	0	8	209	0	1	1	0
1591	1	5	15	0	4	225	0	1	1	0
1591	3	19	1	0	4	105	0	1	1	0
1591	3	24	23	0	4	105	0	1	1	0
1591	4	19	1	0	4	105	0	1	1	1
1591	4	24	23	0	4	105	0	1	0	1
1592	3	21	15	0	10	549	0	1	1	0
1593	1	4	18	0	28	1095	0	1	0	0
1593	1	9	26	0	8	209	0	1	0	0
1593	3	30	25	0	4	225	0	1	1	0
1594	1	8	17	0	8	437	0	1	1	0
1595	1	12	4	0	12	201	0	1	1	0
1595	1	15	13	0	28	749	1	0	1	0
1595	1	13	16	0	10	173	0	1	1	0
1595	3	25	4	0	8	437	0	1	1	0
1596	1	10	3	0	8	437	0	1	1	0
1596	3	29	3	0	10	261	0	1	1	0
1596	3	20	29	0	28	1095	0	1	0	0
1597	1	3	14	0	8	437	0	1	1	0
1597	3	18	2	0	10	549	0	1	1	0
1598	3	27	24	0	8	437	0	1	1	0
1599	1	6	23	0	8	209	0	1	1	0
1599	1	7	25	0	8	209	0	1	1	0
1600	1	4	18	0	28	1095	1	0	0	0
1600	1	11	24	0	12	201	0	1	1	0
1600	2	2	1	0	8	209	0	1	1	1
1600	2	11	24	0	12	301	0	1	1	1
1600	3	28	26	0	10	261	0	1	1	0
1600	3	23	30	0	28	1095	0	1	0	0
1602	1	1	12	0	28	1095	0	1	1	0
1602	1	11	24	0	12	301	0	1	0	0
1603	1	15	13	0	28	2292	0	1	0	0
1603	3	20	29	0	28	1095	1	0	1	0
1604	1	14	2	0	6	153	0	1	1	0
1604	1	9	26	0	8	209	0	1	1	0
1604	3	22	28	0	28	2292	0	1	0	0
1605	3	19	1	0	4	225	0	1	1	0
1605	4	19	1	0	4	225	0	1	1	1
1606	1	5	15	0	4	225	0	1	1	0
1606	3	21	15	0	10	549	0	1	1	0
1607	1	10	3	0	8	209	0	1	1	0
1607	1	4	18	0	28	1095	2	0	1	0
1607	2	10	3	0	8	209	0	1	0	1
1607	2	4	18	0	28	1095	0	1	0	1
1607	3	30	25	0	4	69	0	1	1	0
1607	3	23	30	0	28	1095	1	0	1	0
1607	4	26	16	0	8	209	0	1	1	1
1607	4	30	25	0	4	105	0	1	0	1
1608	3	26	16	0	8	137	0	1	1	0
1608	3	16	17	0	4	69	0	1	1	0
1608	3	20	29	0	28	749	0	1	1	0
1609	1	8	17	0	8	437	0	1	1	0
1609	3	19	1	0	4	105	0	1	0	0
1609	3	25	4	0	8	209	0	1	1	0
1610	1	15	13	0	28	2292	1	0	1	0
1610	2	12	4	0	12	301	0	1	1	1
1610	2	13	16	0	10	261	0	1	1	1
1610	3	19	1	0	4	69	0	1	0	0
1610	3	29	3	0	10	173	0	1	1	0
1610	3	25	4	0	8	137	0	1	0	0
1610	4	19	1	0	4	69	0	1	0	1
1610	4	29	3	0	10	173	0	1	1	1
1610	4	25	4	0	8	137	0	1	0	1
1611	3	22	28	0	28	2292	1	0	1	0
1611	4	18	2	0	10	261	0	1	1	1
1611	4	20	29	0	28	1095	0	1	0	1
1612	1	3	14	0	8	437	0	1	1	0
1613	3	17	14	0	6	153	0	1	1	0
1613	3	27	24	0	8	209	0	1	1	0
1613	4	17	14	0	6	153	0	1	0	1
1613	4	27	24	0	8	209	0	1	1	1
1614	1	6	23	0	8	437	0	1	1	0
1614	2	4	18	0	28	1095	1	0	1	1
1614	2	6	23	0	8	209	0	1	0	1
1614	3	29	3	0	10	261	0	1	0	0
1614	3	23	30	0	28	1095	0	1	0	0
1615	1	2	1	0	8	209	0	1	1	0
1615	1	11	24	0	12	301	0	1	1	0
1615	3	26	16	0	8	209	0	1	1	0
1615	3	28	26	0	10	261	0	1	0	0
1617	1	1	12	0	28	1095	0	1	1	0
1617	1	11	24	0	12	301	0	1	0	0
1618	1	15	13	0	28	2292	0	1	0	0
1618	3	24	23	0	4	225	0	1	1	0
1619	1	14	2	0	6	153	0	1	1	0
1619	1	9	26	0	8	209	0	1	1	0
1619	2	14	2	0	6	153	0	1	0	1
1619	2	9	26	0	8	209	0	1	1	1
1619	3	19	1	0	4	105	0	1	1	0
1619	3	30	25	0	4	105	0	1	1	0
1619	4	19	1	0	4	105	0	1	1	1
1619	4	30	25	0	4	105	0	1	1	1
1621	3	21	15	0	10	261	0	1	1	0
1621	3	23	30	0	28	1095	1	0	1	0
1622	1	10	3	0	8	209	0	1	1	0
1622	1	4	18	0	28	1095	0	1	1	0
1622	3	26	16	0	8	137	0	1	0	0
1622	3	28	26	0	10	261	1	0	1	0
1623	1	7	25	0	8	209	0	1	1	0
1623	1	9	26	0	8	209	0	1	0	0
1623	3	30	25	0	4	105	0	1	0	0
1623	3	20	29	0	28	1095	0	1	1	0
1624	1	8	17	0	8	437	0	1	1	0
1624	3	19	1	0	4	105	0	1	1	0
1624	3	25	4	0	8	209	0	1	1	0
1624	4	19	1	0	4	105	0	1	0	1
1624	4	25	4	0	8	209	0	1	1	1
1625	1	15	13	0	28	2292	1	0	1	0
1625	2	12	4	0	12	301	0	1	1	1
1625	2	13	16	0	10	261	0	1	1	1
1625	3	19	1	0	4	69	0	1	0	0
1625	3	29	3	0	10	173	0	1	1	0
1625	3	25	4	0	8	137	0	1	0	0
1626	3	18	2	0	10	173	0	1	1	0
1626	3	25	4	0	8	137	0	1	0	0
1626	3	20	29	0	28	749	0	1	0	0
1627	1	3	14	0	8	437	0	1	1	0
1627	3	17	14	0	6	325	0	1	1	0
1628	1	5	15	0	4	105	0	1	1	0
1628	1	8	17	0	8	209	0	1	0	0
1628	3	27	24	0	8	437	0	1	1	0
1629	1	6	23	0	8	437	0	1	1	0
1629	3	29	3	0	10	261	0	1	0	0
1629	3	23	30	0	28	1095	0	1	0	0
1630	1	11	24	0	12	621	0	1	1	0
1630	3	26	16	0	8	209	0	1	1	0
1630	3	28	26	0	10	261	0	1	1	0
1631	3	18	2	0	10	261	0	1	0	0
1631	3	16	17	0	4	105	0	1	1	0
1632	1	1	12	0	28	1095	0	1	1	0
1632	1	11	24	0	12	301	0	1	0	0
1633	1	15	13	0	28	2292	0	1	1	0
1634	1	14	2	0	6	153	0	1	1	0
1634	1	9	26	0	8	209	0	1	1	0
1634	3	19	1	0	4	105	0	1	1	0
1634	3	30	25	0	4	105	0	1	1	0
1634	4	19	1	0	4	105	0	1	1	1
1634	4	30	25	0	4	105	0	1	1	1
1635	3	24	23	0	4	105	0	1	1	0
1635	3	22	28	0	28	1095	0	1	1	0
1636	3	21	15	0	10	261	0	1	1	0
1636	3	23	30	0	28	1095	1	0	1	0
1637	1	10	3	0	8	209	0	1	1	0
1637	1	4	18	0	28	1095	0	1	1	0
1638	3	20	29	0	28	2292	0	1	1	0
1639	1	8	17	0	8	209	0	1	1	0
1639	1	6	23	0	8	209	0	1	1	0
1639	3	19	1	0	4	105	0	1	0	0
1639	3	25	4	0	8	209	0	1	1	0
1640	1	12	4	0	12	301	0	1	1	0
1640	1	13	16	0	10	261	0	1	1	0
1640	3	29	3	0	10	261	0	1	1	0
1640	3	25	4	0	8	209	0	1	0	0
1641	3	18	2	0	10	261	0	1	1	0
1641	3	20	29	0	28	1095	0	1	0	0
1642	1	2	1	0	8	209	0	1	1	0
1642	1	3	14	0	8	209	0	1	1	0
1642	3	27	24	0	8	437	0	1	1	0
1643	1	5	15	0	4	105	0	1	1	0
1643	1	8	17	0	8	209	0	1	0	0
1644	1	6	23	0	8	209	0	1	0	0
1644	1	7	25	0	8	209	0	1	1	0
1644	3	29	3	0	10	261	0	1	0	0
1644	3	23	30	0	28	1095	0	1	1	0
1645	1	13	16	0	10	261	0	1	0	0
1645	1	11	24	0	12	301	0	1	1	0
1645	3	26	16	0	8	209	0	1	1	0
1645	3	28	26	0	10	261	0	1	1	0
1647	1	1	12	0	28	1095	0	1	0	0
1647	1	11	24	0	12	301	0	1	0	0
1647	3	17	14	0	6	153	0	1	1	0
1647	3	27	24	0	8	209	0	1	0	0
1648	1	15	13	0	28	2292	0	1	1	0
1649	1	14	2	0	6	153	0	1	1	0
1649	1	9	26	0	8	209	0	1	1	0
1649	2	14	2	0	6	153	0	1	0	1
1649	2	9	26	0	8	209	0	1	1	1
1649	3	19	1	0	4	105	0	1	1	0
1649	3	30	25	0	4	105	0	1	1	0
1649	4	19	1	0	4	105	0	1	1	1
1649	4	30	25	0	4	105	0	1	1	1
1650	1	3	14	0	8	437	0	1	1	0
1651	3	21	15	0	10	549	0	1	1	0
1652	1	10	3	0	8	209	0	1	1	0
1652	1	4	18	0	28	1095	0	1	1	0
1653	3	19	1	0	4	105	0	1	1	0
1653	3	20	29	0	28	1095	0	1	1	0
1654	1	1	12	0	28	1095	1	0	1	0
1654	1	8	17	0	8	137	0	1	1	0
1654	2	8	17	0	8	209	0	1	1	1
1654	2	6	23	0	8	209	0	1	1	1
1654	3	19	1	0	4	69	0	1	0	0
1654	3	25	4	0	8	137	0	1	1	0
1654	3	16	17	0	4	69	0	1	1	0
1654	4	19	1	0	4	69	0	1	0	1
1654	4	25	4	0	8	137	0	1	1	1
1654	4	16	17	0	4	69	0	1	0	1
1655	1	12	4	0	12	201	0	1	1	0
1655	1	13	16	0	10	173	0	1	1	0
1655	1	6	23	0	8	137	0	1	0	0
1655	2	12	4	0	12	301	0	1	1	1
1655	2	13	16	0	10	261	0	1	0	1
1655	3	29	3	0	10	261	0	1	1	0
1655	3	25	4	0	8	209	0	1	0	0
1656	3	18	2	0	10	261	0	1	1	0
1656	3	20	29	0	28	1095	0	1	0	0
1657	3	27	24	0	8	437	0	1	1	0
1658	3	28	26	0	10	549	0	1	1	0
1659	3	29	3	0	10	261	0	1	0	0
1659	3	23	30	0	28	1095	0	1	1	0
1660	1	13	16	0	10	261	0	1	0	0
1660	1	11	24	0	12	301	0	1	1	0
1660	3	26	16	0	8	209	0	1	1	0
1660	3	28	26	0	10	261	0	1	0	0
1661	1	2	1	0	8	209	0	1	1	0
1661	1	12	4	0	12	301	0	1	0	0
1662	1	1	12	0	28	1095	0	1	1	0
1662	1	11	24	0	12	301	0	1	0	0
1662	3	17	14	0	6	153	0	1	1	0
1662	3	27	24	0	8	209	0	1	0	0
1663	1	1	12	0	28	1095	0	1	0	0
1663	1	15	13	0	28	1095	0	1	0	0
1663	3	24	23	0	4	105	0	1	1	0
1663	3	23	30	0	28	1095	0	1	0	0
1664	1	14	2	0	6	153	0	1	1	0
1664	1	9	26	0	8	209	0	1	1	0
1664	2	14	2	0	6	153	0	1	0	1
1664	2	9	26	0	8	209	0	1	1	1
1664	3	19	1	0	4	105	0	1	1	0
1664	3	30	25	0	4	105	0	1	1	0
1664	4	19	1	0	4	105	0	1	1	1
1664	4	30	25	0	4	105	0	1	1	1
1665	1	3	14	0	8	437	0	1	1	0
1665	3	22	28	0	28	2292	0	1	0	0
1666	1	15	13	0	28	1095	0	1	0	0
1666	1	5	15	0	4	105	0	1	1	0
1666	3	21	15	0	10	549	0	1	1	0
1667	1	10	3	0	8	209	0	1	1	0
1667	1	4	18	0	28	1095	0	1	1	0
1668	1	7	25	0	8	209	0	1	1	0
1668	1	9	26	0	8	209	0	1	0	0
1668	3	19	1	0	4	105	0	1	1	0
1668	3	20	29	0	28	1095	0	1	0	0
1669	1	8	17	0	8	209	0	1	1	0
1669	1	6	23	0	8	209	0	1	1	0
1669	3	19	1	0	4	105	0	1	0	0
1669	3	25	4	0	8	209	0	1	1	0
1669	4	19	1	0	4	105	0	1	0	1
1669	4	25	4	0	8	209	0	1	1	1
1670	1	12	4	0	12	201	0	1	1	0
1670	1	15	13	0	28	1095	1	0	1	0
1670	2	12	4	0	12	301	0	1	0	1
1670	2	13	16	0	10	261	0	1	1	1
1670	3	29	3	0	10	261	0	1	1	0
1670	3	25	4	0	8	209	0	1	0	0
1671	3	18	2	0	10	261	0	1	1	0
1671	3	20	29	0	28	1095	0	1	0	0
1672	3	22	28	0	28	2292	1	0	1	0
1672	4	27	24	0	8	437	0	1	1	1
1673	3	27	24	0	8	209	0	1	0	0
1673	3	28	26	0	10	261	0	1	1	0
1674	3	29	3	0	10	261	0	1	0	0
1674	3	23	30	0	28	1095	0	1	1	0
1675	1	13	16	0	10	261	0	1	0	0
1675	1	11	24	0	12	301	0	1	1	0
1675	3	28	26	0	10	173	0	1	0	0
1675	3	20	29	0	28	1095	1	0	1	0
1675	4	26	16	0	8	209	0	1	1	1
1675	4	28	26	0	10	261	0	1	0	1
1676	3	18	2	0	10	173	0	1	0	0
1676	3	26	16	0	8	137	0	1	0	0
1676	3	16	17	0	4	69	0	1	1	0
1677	1	1	12	0	28	1095	0	1	1	0
1677	1	11	24	0	12	301	0	1	0	0
1678	1	1	12	0	28	1095	0	1	0	0
1678	1	15	13	0	28	1095	0	1	1	0
1678	3	24	23	0	4	105	0	1	1	0
1678	3	23	30	0	28	1095	0	1	0	0
1679	1	14	2	0	6	153	0	1	1	0
1679	1	9	26	0	8	209	0	1	1	0
1679	3	19	1	0	4	105	0	1	1	0
1679	3	30	25	0	4	105	0	1	1	0
1679	4	19	1	0	4	105	0	1	1	1
1679	4	30	25	0	4	105	0	1	1	1
1680	1	14	2	0	6	153	0	1	0	0
1680	1	3	14	0	8	209	0	1	1	0
1681	1	15	13	0	28	1095	0	1	0	0
1681	1	5	15	0	4	105	0	1	1	0
1681	3	21	15	0	10	549	0	1	1	0
1682	1	10	3	0	8	209	0	1	1	0
1682	1	4	18	0	28	1095	0	1	1	0
1683	3	19	1	0	4	105	0	1	0	0
1683	3	20	29	0	28	1095	0	1	1	0
1684	1	8	17	0	8	209	0	1	1	0
1684	1	6	23	0	8	209	0	1	1	0
1684	2	8	17	0	8	209	0	1	1	1
1684	2	6	23	0	8	209	0	1	0	1
1684	3	25	4	0	8	437	0	1	1	0
1685	1	12	4	0	12	301	0	1	1	0
1685	1	13	16	0	10	261	0	1	1	0
1685	3	29	3	0	10	261	0	1	1	0
1685	3	25	4	0	8	209	0	1	0	0
1686	3	18	2	0	10	261	0	1	1	0
1686	3	20	29	0	28	1095	0	1	0	0
1687	1	2	1	0	8	209	0	1	1	0
1687	1	3	14	0	8	209	0	1	0	0
