% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1213	1	4	18	0	28	2292	0	1	0	0
1213	3	20	29	0	28	2292	0	1	0	0
1214	3	29	3	0	10	261	0	1	1	0
1214	3	20	29	0	28	1095	0	1	0	0
1218	1	15	13	0	28	2292	1	0	1	0
1219	1	9	26	0	8	437	0	1	1	0
1219	3	22	28	0	28	2292	0	1	0	0
1220	1	4	18	0	28	2292	1	0	0	0
1220	3	20	29	0	28	2292	1	0	0	0
1222	1	14	2	0	6	153	0	1	1	0
1222	1	8	17	0	8	209	0	1	1	0
1222	2	14	2	0	6	153	0	1	1	1
1222	2	8	17	0	8	209	0	1	0	1
1223	1	7	25	0	8	437	0	1	1	0
1223	3	29	3	0	10	549	0	1	1	0
1226	3	22	28	0	28	2292	1	0	1	0
1227	1	4	18	0	28	2292	2	0	1	0
1227	3	20	29	0	28	2292	2	0	1	0
1227	4	30	25	0	4	225	0	1	1	1
1229	3	21	15	0	10	261	0	1	1	0
1229	3	24	23	0	4	105	0	1	1	0
1230	1	2	1	0	8	437	0	1	1	0
1237	1	12	4	0	12	621	0	1	1	0
1237	3	25	4	0	8	209	0	1	1	0
1237	3	21	15	0	10	261	0	1	1	0
1239	3	27	24	0	8	437	0	1	1	0
1242	1	6	23	0	8	437	0	1	1	0
1242	3	18	2	0	10	549	0	1	1	0
1243	1	11	24	0	12	621	0	1	1	0
1243	3	17	14	0	6	325	0	1	1	0
1244	3	27	24	0	8	437	0	1	1	0
1245	1	13	16	0	8	437	0	1	1	0
1245	3	26	16	0	8	437	0	1	1	0
1246	3	23	30	0	28	2292	0	1	1	0
1247	1	10	3	0	8	437	0	1	1	0
1247	3	19	1	0	4	225	0	1	1	0
1248	1	3	14	0	8	437	0	1	1	0
1248	3	26	16	0	8	209	0	1	0	0
1248	3	28	26	0	10	261	0	1	1	0
1250	1	1	12	0	28	1095	0	1	1	0
1250	1	13	16	0	8	209	0	1	0	0
1253	1	15	13	0	28	2292	0	1	0	0
1253	3	29	3	0	10	549	0	1	1	0
1255	3	28	26	0	10	261	0	1	0	0
1255	3	23	30	0	28	1095	0	1	1	0
1256	1	6	23	0	8	437	0	1	1	0
1256	3	17	14	0	6	153	0	1	1	0
1256	3	16	17	0	4	105	0	1	1	0
1258	3	24	23	0	4	225	0	1	1	0
1259	3	26	16	0	8	437	0	1	1	0
1260	1	15	13	0	28	2292	1	0	1	0
1261	1	9	26	0	8	437	0	1	1	0
1262	1	4	18	0	28	2292	0	1	0	0
1262	3	20	29	0	28	2292	0	1	0	0
1264	1	8	17	0	8	437	0	1	1	0
1265	3	21	15	0	10	549	0	1	1	0
1266	1	5	15	0	6	325	0	1	1	0
1267	1	1	12	0	28	2292	0	1	1	0
1268	1	14	2	0	6	325	0	1	1	0
1269	1	4	18	0	28	2292	1	0	0	0
1269	3	20	29	0	28	2292	1	0	0	0
1269	4	30	25	0	4	225	0	1	1	1
1270	3	30	25	0	4	105	0	1	0	0
1270	3	23	30	0	28	1095	0	1	1	0
1271	1	9	26	0	8	437	0	1	1	0
1271	3	16	17	0	4	225	0	1	1	0
1272	1	12	4	0	12	621	0	1	1	0
1272	3	25	4	0	8	437	0	1	1	0
1273	3	29	3	0	10	549	0	1	1	0
1274	1	5	15	0	6	325	0	1	1	0
1275	3	27	24	0	8	437	0	1	1	0
1276	1	4	18	0	28	2292	2	0	1	0
1276	2	14	2	0	6	325	0	1	1	1
1276	3	20	29	0	28	2292	2	0	1	0
1277	1	14	2	0	6	325	0	1	1	0
1277	3	21	15	0	10	549	0	1	1	0
1278	1	11	24	0	12	621	0	1	1	0
1278	3	28	26	0	10	549	0	1	1	0
1279	3	17	14	0	6	325	0	1	1	0
1280	1	2	1	0	8	437	0	1	1	0
1280	3	27	24	0	8	209	0	1	0	0
1280	3	22	28	0	28	1095	0	1	0	0
1281	1	13	16	0	8	437	0	1	1	0
1282	1	10	3	0	8	437	0	1	1	0
1282	3	19	1	0	4	225	0	1	1	0
1283	3	25	4	0	8	209	0	1	1	0
1283	3	26	16	0	8	209	0	1	1	0
1284	3	18	2	0	10	549	0	1	1	0
1286	1	3	14	0	8	209	0	1	1	0
1286	1	6	23	0	8	209	0	1	1	0
1286	3	19	1	0	4	225	0	1	1	0
1287	3	26	16	0	8	209	0	1	0	0
1287	3	22	28	0	28	1095	1	0	1	0
1288	1	11	24	0	12	621	0	1	1	0
1288	3	29	3	0	10	261	0	1	1	0
1288	3	22	28	0	28	1095	0	1	0	0
1289	1	10	3	0	8	209	0	1	0	0
1289	1	9	26	0	8	209	0	1	1	0
1289	3	23	30	0	28	2292	0	1	0	0
1290	3	18	2	0	10	261	0	1	0	0
1290	3	30	25	0	4	105	0	1	1	0
1290	4	18	2	0	10	261	0	1	0	1
1290	4	30	25	0	4	105	0	1	1	1
1292	1	12	4	0	12	621	0	1	1	0
1292	3	19	1	0	4	105	0	1	0	0
1292	3	27	24	0	8	209	0	1	1	0
1294	3	21	15	0	10	261	0	1	1	0
1294	3	28	26	0	10	261	0	1	1	0
1295	1	15	13	0	28	2292	0	1	0	0
1295	3	22	28	0	28	1095	1	0	0	0
1296	3	23	30	0	28	2292	1	0	1	0
1299	3	29	3	0	10	261	0	1	1	0
1299	3	25	4	0	8	209	0	1	1	0
1300	1	8	17	0	8	437	0	1	1	0
1301	3	23	30	0	28	2292	0	1	1	0
1302	1	15	13	0	28	2292	1	0	1	0
1302	2	6	23	0	8	437	0	1	1	1
1302	3	22	28	0	28	1095	2	0	1	0
1303	1	13	16	0	8	209	0	1	1	0
1303	1	6	23	0	8	209	0	1	0	0
1303	3	21	15	0	10	261	0	1	1	0
1303	3	27	24	0	8	209	0	1	1	0
1304	1	11	24	0	12	621	0	1	1	0
1304	3	19	1	0	4	225	0	1	1	0
1305	1	14	2	0	6	153	0	1	1	0
1305	1	10	3	0	8	209	0	1	1	0
1305	3	18	2	0	10	549	0	1	1	0
1306	3	26	16	0	8	437	0	1	1	0
1307	3	17	14	0	6	325	0	1	1	0
1309	1	1	12	0	28	1095	0	1	0	0
1309	1	9	26	0	8	209	0	1	1	0
1309	3	28	26	0	10	549	0	1	1	0
1310	1	15	13	0	28	2292	0	1	0	0
1310	3	29	3	0	10	549	0	1	1	0
1311	1	4	18	0	28	2292	0	1	0	0
1311	3	20	29	0	28	2292	0	1	0	0
1312	3	27	24	0	8	437	0	1	1	0
1313	1	12	4	0	12	621	0	1	1	0
1314	1	5	15	0	6	325	0	1	1	0
1315	1	3	14	0	8	209	0	1	1	0
1315	1	7	25	0	8	209	0	1	1	0
1315	3	24	23	0	4	225	0	1	1	0
1316	1	1	12	0	28	1095	1	0	0	0
1316	1	8	17	0	8	137	0	1	1	0
1316	3	25	4	0	8	437	0	1	1	0
1317	1	15	13	0	28	2292	1	0	0	0
1317	3	30	25	0	4	105	0	1	1	0
1317	3	28	26	0	10	261	0	1	1	0
1318	1	4	18	0	28	2292	1	0	0	0
1318	2	10	3	0	8	209	0	1	1	1
1318	2	9	26	0	8	209	0	1	1	1
1318	3	20	29	0	28	2292	1	0	0	0
1319	1	10	3	0	8	137	0	1	0	0
1319	1	4	18	0	28	749	0	1	0	0
1319	1	9	26	0	8	137	0	1	0	0
1319	3	21	15	0	10	261	0	1	1	0
1319	3	23	30	0	28	1095	0	1	1	0
1320	1	13	16	0	8	209	0	1	1	0
1320	1	6	23	0	8	209	0	1	1	0
1320	3	19	1	0	4	225	0	1	1	0
1321	1	12	4	0	12	621	0	1	1	0
1321	3	29	3	0	10	549	0	1	1	0
1322	1	8	17	0	8	209	0	1	0	0
1322	1	11	24	0	12	301	0	1	0	0
1322	3	26	16	0	8	209	0	1	1	0
1322	3	16	17	0	4	105	0	1	1	0
1322	4	26	16	0	8	209	0	1	0	1
1322	4	16	17	0	4	105	0	1	1	1
1323	1	1	12	0	28	1095	2	0	1	0
1323	3	20	29	0	28	2292	0	1	0	0
1324	1	15	13	0	28	2292	2	0	1	0
1325	1	4	18	0	28	2292	2	0	1	0
1325	3	20	29	0	28	2292	2	0	1	0
1326	1	4	18	0	28	749	1	0	0	0
1326	3	21	15	0	10	261	0	1	0	0
1326	3	27	24	0	8	209	0	1	1	0
1327	1	3	14	0	8	209	0	1	1	0
1327	1	4	18	0	28	1095	0	1	0	0
1328	1	9	26	0	8	437	0	1	1	0
1328	3	30	25	0	4	105	0	1	1	0
1328	3	22	28	0	28	1095	0	1	0	0
1329	1	11	24	0	12	301	1	0	1	0
1330	1	13	16	0	8	209	0	1	1	0
1330	1	7	25	0	8	209	0	1	1	0
1330	3	20	29	0	28	2292	1	0	0	0
1331	1	6	23	0	8	437	0	1	1	0
1331	3	18	2	0	10	261	0	1	1	0
1331	3	29	3	0	10	261	0	1	1	0
1332	1	10	3	0	8	437	0	1	1	0
1332	3	25	4	0	8	437	0	1	1	0
1333	1	8	17	0	8	137	0	1	1	0
1333	1	4	18	0	28	749	2	0	1	0
1333	1	11	24	0	12	201	0	1	1	0
1333	3	19	1	0	4	105	0	1	1	0
1333	3	26	16	0	8	209	0	1	1	0
1333	4	19	1	0	4	105	0	1	1	1
1333	4	26	16	0	8	209	0	1	0	1
1334	1	1	12	0	28	2292	0	1	0	0
1334	3	23	30	0	28	2292	0	1	0	0
1335	3	22	28	0	28	1095	1	0	1	0
1336	3	27	24	0	8	437	0	1	1	0
1337	1	15	13	0	28	2292	0	1	0	0
1337	4	17	14	0	6	153	0	1	1	1
1337	4	20	29	0	28	1095	0	1	1	1
1337	3	20	29	0	28	2292	2	0	1	0
1338	1	2	1	0	8	437	0	1	1	0
1339	3	21	15	0	10	261	0	1	1	0
1339	3	28	26	0	10	261	0	1	1	0
1340	1	12	4	0	12	621	0	1	1	0
1340	3	24	23	0	4	225	0	1	1	0
1341	1	1	12	0	28	2292	1	0	0	0
1341	2	14	2	0	6	153	0	1	1	1
1341	2	10	3	0	8	209	0	1	1	1
1341	4	18	2	0	10	549	0	1	1	1
1341	3	23	30	0	28	2292	1	0	0	0
1342	3	18	2	0	10	261	0	1	0	0
1342	3	29	3	0	10	261	0	1	1	0
1343	1	3	14	0	8	437	0	1	1	0
1344	1	15	13	0	28	2292	1	0	0	0
1344	3	18	2	0	10	261	0	1	0	0
1344	3	30	25	0	4	105	0	1	1	0
1345	1	6	23	0	8	437	0	1	1	0
1346	1	13	16	0	8	437	0	1	1	0
1346	3	21	15	0	10	261	0	1	0	0
1346	3	26	16	0	8	209	0	1	1	0
1348	1	1	12	0	28	2292	2	0	1	0
1348	2	1	12	0	28	2292	0	1	0	1
1348	3	23	30	0	28	2292	2	0	1	0
1348	4	26	16	0	8	209	0	1	0	1
1348	4	23	30	0	28	1095	0	1	0	1
1349	1	2	1	0	8	209	0	1	1	0
1349	1	1	12	0	28	1095	0	1	0	0
1350	3	27	24	0	8	437	0	1	1	0
1351	1	15	13	0	28	2292	2	0	1	0
1351	2	11	24	0	12	301	0	1	1	1
1351	2	9	26	0	8	209	0	1	1	1
1351	3	28	26	0	10	549	0	1	1	0
1352	1	12	4	0	12	201	0	1	1	0
1352	1	11	24	0	12	201	0	1	0	0
1352	1	9	26	0	8	137	0	1	1	0
1353	1	15	13	0	28	2292	0	1	0	0
1353	3	19	1	0	4	225	0	1	1	0
1354	1	8	17	0	8	437	0	1	1	0
1355	2	1	12	0	28	2292	1	0	1	1
1355	4	30	25	0	4	105	0	1	0	1
1355	4	23	30	0	28	1095	1	0	0	1
1355	3	30	25	0	4	225	0	1	1	0
1356	1	5	15	0	6	325	0	1	1	0
1357	3	17	14	0	6	153	0	1	1	0
1357	3	16	17	0	4	105	0	1	1	0
1357	4	17	14	0	6	153	0	1	1	1
1357	4	16	17	0	4	105	0	1	0	1
1358	1	10	3	0	8	437	0	1	1	0
1358	3	25	4	0	8	209	0	1	1	0
1358	3	21	15	0	10	261	0	1	1	0
1360	1	15	13	0	28	2292	1	0	0	0
1360	2	4	18	0	28	2292	0	1	1	1
1360	3	20	29	0	28	2292	0	1	0	0
1361	1	3	14	0	8	137	0	1	1	0
1361	1	13	16	0	8	137	0	1	1	0
1361	1	4	18	0	28	749	0	1	0	0
1362	1	6	23	0	8	437	0	1	1	0
1362	4	23	30	0	28	1095	2	0	1	1
1364	1	7	25	0	8	437	0	1	1	0
1364	3	25	4	0	8	209	0	1	0	0
1364	3	26	16	0	8	209	0	1	1	0
1365	1	8	17	0	8	209	0	1	1	0
1365	1	11	24	0	12	301	0	1	1	0
1365	3	20	29	0	28	1095	0	1	0	0
1365	3	23	30	0	28	1095	0	1	0	0
1366	1	1	12	0	28	2292	0	1	1	0
1367	1	15	13	0	28	2292	2	0	1	0
1367	2	12	4	0	12	621	0	1	1	1
1367	3	20	29	0	28	2292	1	0	1	0
1367	4	29	3	0	10	261	0	1	1	1
1367	4	24	23	0	4	105	0	1	1	1
1368	1	14	2	0	6	153	0	1	1	0
1368	1	12	4	0	12	301	0	1	0	0
1368	3	29	3	0	10	129	0	1	1	0
1368	3	24	23	0	4	51	0	1	0	0
1368	3	27	24	0	8	101	0	1	1	0
1368	3	28	26	0	10	129	0	1	1	0
1369	1	15	13	0	28	1095	0	1	1	0
1369	1	7	25	0	8	209	0	1	0	0
1370	1	4	18	0	28	2292	0	1	0	0
1370	3	22	28	0	28	2292	0	1	0	0
1372	3	30	25	0	4	105	0	1	1	0
1372	3	23	30	0	28	1095	1	0	1	0
1373	1	10	3	0	8	209	0	1	1	0
1373	1	9	26	0	8	209	0	1	1	0
1373	3	20	29	0	28	2292	0	1	0	0
1374	1	2	1	0	8	437	0	1	1	0
1374	3	21	15	0	10	549	0	1	1	0
1375	1	3	14	0	8	209	0	1	1	0
1375	1	13	16	0	8	209	0	1	1	0
1375	3	19	1	0	4	105	0	1	1	0
1375	3	29	3	0	10	261	0	1	0	0
1376	1	6	23	0	8	437	0	1	1	0
1376	3	18	2	0	10	261	0	1	1	0
1376	3	22	28	0	28	1095	0	1	0	0
1377	1	4	18	0	28	2292	1	0	0	0
1377	2	8	17	0	8	437	0	1	1	1
1377	3	22	28	0	28	2292	1	0	0	0
1377	4	26	16	0	8	437	0	1	1	1
1378	1	8	17	0	8	209	0	1	0	0
1378	1	11	24	0	12	301	0	1	1	0
1378	3	25	4	0	8	209	0	1	1	0
1378	3	26	16	0	8	209	0	1	0	0
1379	1	1	12	0	28	2292	0	1	0	0
1379	3	23	30	0	28	2292	0	1	0	0
1380	3	20	29	0	28	2292	1	0	1	0
1380	4	16	17	0	4	105	0	1	1	1
1380	4	27	24	0	8	209	0	1	1	1
1381	1	15	13	0	28	2292	0	1	1	0
1382	3	28	26	0	10	549	0	1	1	0
1383	1	4	18	0	28	2292	0	1	0	0
1383	3	19	1	0	4	105	0	1	1	0
1383	3	24	23	0	4	105	0	1	1	0
1384	1	4	18	0	28	2292	2	0	0	0
1384	3	22	28	0	28	2292	2	0	0	0
1384	4	21	15	0	10	549	0	1	1	1
1385	1	12	4	0	12	621	0	1	1	0
1385	3	21	15	0	10	261	0	1	0	0
1385	3	30	25	0	4	105	0	1	1	0
1386	1	1	12	0	28	2292	1	0	0	0
1386	2	10	3	0	8	209	0	1	1	1
1386	2	13	16	0	8	209	0	1	1	1
1386	3	23	30	0	28	2292	1	0	0	0
1386	4	20	29	0	28	2292	0	1	0	1
1387	3	25	4	0	8	209	0	1	1	0
1387	3	20	29	0	28	1095	0	1	0	0
1388	1	3	14	0	8	209	0	1	1	0
1388	1	7	25	0	8	209	0	1	1	0
1388	3	29	3	0	10	549	0	1	1	0
1389	1	8	17	0	8	437	0	1	1	0
1390	1	4	18	0	28	2292	1	0	1	0
1390	2	6	23	0	8	437	0	1	1	1
1391	1	4	18	0	28	2292	3	0	1	0
1391	3	22	28	0	28	2292	3	0	1	0
1391	4	27	24	0	8	437	0	1	1	1
1392	1	12	4	0	12	149	0	1	0	0
1392	1	1	12	0	28	549	0	1	1	0
1392	1	6	23	0	8	101	0	1	0	0
1392	1	11	24	0	12	149	0	1	1	0
1392	3	29	3	0	10	173	0	1	0	0
1392	3	27	24	0	8	137	0	1	0	0
1392	3	23	30	0	28	749	0	1	0	0
1393	1	1	12	0	28	2292	2	0	1	0
1393	2	15	13	0	28	2292	0	1	0	1
1393	3	23	30	0	28	2292	2	0	1	0
1393	4	20	29	0	28	2292	1	0	0	1
1394	1	14	2	0	6	101	0	1	1	0
1394	1	15	13	0	28	749	0	1	0	0
1394	1	9	26	0	8	137	0	1	1	0
1394	3	28	26	0	10	549	0	1	1	0
1396	1	5	15	0	6	325	0	1	1	0
1396	3	19	1	0	4	225	0	1	1	0
1397	3	21	15	0	10	549	0	1	1	0
1398	1	4	18	0	28	1095	0	1	0	0
1398	1	9	26	0	8	209	0	1	0	0
1398	3	16	17	0	4	105	0	1	1	0
1398	3	30	25	0	4	105	0	1	1	0
1399	1	8	17	0	8	437	0	1	1	0
1399	3	23	30	0	28	749	1	0	1	0
1400	1	13	16	0	8	437	0	1	1	0
1400	2	15	13	0	28	2292	1	0	0	1
1400	3	25	4	0	8	209	0	1	1	0
1400	3	21	15	0	10	261	0	1	0	0
1400	4	20	29	0	28	2292	2	0	1	1
1401	1	10	3	0	8	437	0	1	1	0
1402	1	2	1	0	8	437	0	1	1	0
1402	3	18	2	0	10	261	0	1	1	0
1402	3	20	29	0	28	1095	0	1	0	0
1403	1	3	14	0	8	437	0	1	1	0
1403	3	27	24	0	8	437	0	1	1	0
1404	3	29	3	0	10	261	0	1	1	0
1404	3	17	14	0	6	153	0	1	1	0
1405	1	4	18	0	28	1095	1	0	0	0
1405	1	6	23	0	8	209	0	1	1	0
1405	3	28	26	0	10	261	0	1	1	0
1405	3	23	30	0	28	1095	0	1	0	0
1406	1	12	4	0	12	621	0	1	1	0
1407	1	1	12	0	28	1095	0	1	0	0
1407	1	11	24	0	12	301	0	1	1	0
1407	2	15	13	0	28	2292	2	0	1	1
1407	3	24	23	0	4	225	0	1	1	0
1408	1	15	13	0	28	2292	0	1	1	0
1409	1	14	2	0	6	325	0	1	1	0
1409	3	27	24	0	8	209	0	1	0	0
1409	3	20	29	0	28	1095	1	0	0	0
1410	1	7	25	0	8	437	0	1	1	0
1410	3	19	1	0	4	225	0	1	1	0
1412	1	4	18	0	28	1095	2	0	1	0
1412	3	21	15	0	10	173	0	1	1	0
1412	3	23	30	0	28	1095	1	0	1	0
1412	4	21	15	0	10	261	0	1	0	1
1412	4	30	25	0	4	105	0	1	1	1
1413	1	4	18	0	28	1095	0	1	0	0
1413	1	9	26	0	8	209	0	1	1	0
1413	3	26	16	0	8	137	0	1	1	0
1413	3	30	25	0	4	69	0	1	0	0
1413	3	20	29	0	28	749	0	1	0	0
1414	1	1	12	0	28	1095	1	0	1	0
1414	1	8	17	0	8	209	0	1	1	0
1415	1	12	4	0	12	301	0	1	1	0
1415	1	13	16	0	8	209	0	1	1	0
1415	3	25	4	0	8	437	0	1	1	0
1416	1	10	3	0	8	437	0	1	1	0
1416	3	18	2	0	10	261	0	1	1	0
1416	3	20	29	0	28	1095	2	0	1	0
1418	1	3	14	0	8	437	0	1	1	0
1419	1	5	15	0	6	153	0	1	1	0
1419	1	8	17	0	8	209	0	1	0	0
1419	3	29	3	0	10	261	0	1	1	0
1419	3	17	14	0	6	153	0	1	1	0
1420	1	4	18	0	28	1095	1	0	1	0
1420	1	6	23	0	8	137	0	1	1	0
1420	2	6	23	0	8	209	0	1	0	1
1420	2	11	24	0	12	301	0	1	1	1
1420	3	28	26	0	10	173	0	1	1	0
1420	3	20	29	0	28	749	1	0	0	0
1420	3	23	30	0	28	749	0	1	0	0
1421	3	16	17	0	4	225	0	1	1	0
1422	1	1	12	0	28	2292	0	1	0	0
1422	3	24	23	0	4	225	0	1	1	0
1423	1	15	13	0	28	2292	0	1	1	0
1424	1	14	2	0	6	153	0	1	1	0
1424	1	9	26	0	8	209	0	1	1	0
1424	3	27	24	0	8	437	0	1	1	0
1426	3	21	15	0	10	549	0	1	1	0
1427	3	30	25	0	4	69	0	1	1	0
1427	3	20	29	0	28	749	2	0	1	0
1427	3	23	30	0	28	749	1	0	1	0
1428	1	4	18	0	28	2292	0	1	0	0
1428	3	26	16	0	8	209	0	1	1	0
1428	3	20	29	0	28	1095	0	1	0	0
1429	1	1	12	0	28	2292	1	0	0	0
1429	3	19	1	0	4	105	0	1	1	0
1429	3	25	4	0	8	209	0	1	1	0
1430	1	12	4	0	12	301	0	1	1	0
1430	1	13	16	0	8	209	0	1	1	0
1430	3	29	3	0	10	549	0	1	1	0
1431	1	2	1	0	8	209	0	1	1	0
1431	1	10	3	0	8	209	0	1	1	0
1431	3	18	2	0	10	261	0	1	1	0
1431	3	22	28	0	28	1095	0	1	0	0
1433	1	3	14	0	8	209	0	1	1	0
1433	1	7	25	0	8	209	0	1	1	0
1433	3	27	24	0	8	437	0	1	1	0
1434	1	8	17	0	8	437	0	1	1	0
1435	1	4	18	0	28	2292	1	0	0	0
1435	2	6	23	0	8	209	0	1	1	1
1435	2	11	24	0	12	301	0	1	1	1
1435	3	28	26	0	10	173	0	1	1	0
1435	3	20	29	0	28	1095	1	0	0	0
1435	4	28	26	0	10	261	0	1	0	1
1435	4	23	30	0	28	1095	0	1	0	1
1436	1	1	12	0	28	2292	2	0	1	0
1436	3	16	17	0	4	105	0	1	1	0
1436	3	23	30	0	28	1095	0	1	0	0
1437	1	1	12	0	28	749	0	1	0	0
1437	1	6	23	0	8	137	0	1	0	0
1437	1	11	24	0	12	201	0	1	0	0
1437	3	24	23	0	4	225	0	1	1	0
1438	1	15	13	0	28	2292	0	1	0	0
1438	3	22	28	0	28	1095	1	0	0	0
1439	1	14	2	0	6	153	0	1	1	0
1439	1	9	26	0	8	209	0	1	1	0
1439	3	17	14	0	6	325	0	1	1	0
1440	3	19	1	0	4	225	0	1	1	0
1441	1	5	15	0	6	325	0	1	1	0
1441	3	21	15	0	10	549	0	1	1	0
1442	1	4	18	0	28	2292	2	0	1	0
1442	3	21	15	0	10	173	0	1	0	0
1442	3	20	29	0	28	1095	2	0	1	0
1442	4	21	15	0	10	173	0	1	0	1
1442	4	23	30	0	28	1095	1	0	1	1
1443	1	4	18	0	28	2292	0	1	0	0
1443	3	26	16	0	8	137	0	1	1	0
1443	3	30	25	0	4	69	0	1	1	0
1443	3	20	29	0	28	749	0	1	0	0
1443	4	26	16	0	8	137	0	1	1	1
1443	4	30	25	0	4	69	0	1	0	1
1443	4	20	29	0	28	749	0	1	0	1
1444	1	1	12	0	28	749	1	0	0	0
1444	2	8	17	0	8	437	0	1	1	1
1444	3	25	4	0	8	437	0	1	1	0
1445	1	15	13	0	28	2292	1	0	1	0
1445	2	12	4	0	12	301	0	1	1	1
1445	2	13	16	0	8	209	0	1	1	1
1445	3	26	16	0	8	209	0	1	0	0
1445	3	22	28	0	28	1095	2	0	1	0
1446	1	10	3	0	8	101	0	1	1	0
1446	1	12	4	0	12	149	0	1	0	0
1446	1	13	16	0	8	101	0	1	0	0
1446	1	8	17	0	8	101	0	1	0	0
1447	1	3	14	0	8	437	0	1	1	0
1447	3	29	3	0	10	549	0	1	1	0
1448	1	2	1	0	8	437	0	1	1	0
1448	3	18	2	0	10	261	0	1	1	0
1448	3	20	29	0	28	1095	0	1	0	0
1450	1	4	18	0	28	2292	1	0	1	0
1450	2	6	23	0	8	437	0	1	1	1
1450	3	20	29	0	28	749	1	0	0	0
1450	4	27	24	0	8	437	0	1	1	1
1451	1	12	4	0	12	201	0	1	0	0
1451	1	1	12	0	28	749	2	0	1	0
1451	1	6	23	0	8	137	0	1	0	0
1451	3	29	3	0	10	173	0	1	0	0
1451	3	27	24	0	8	137	0	1	0	0
1451	3	23	30	0	28	749	0	1	0	0
1452	1	1	12	0	28	1095	0	1	0	0
1452	1	11	24	0	12	301	0	1	1	0
1452	3	28	26	0	10	549	0	1	1	0
1453	1	15	13	0	28	2292	0	1	1	0
1454	1	14	2	0	6	153	0	1	1	0
1454	1	9	26	0	8	209	0	1	1	0
1456	1	5	15	0	6	153	0	1	1	0
1456	1	7	25	0	8	209	0	1	1	0
1456	3	17	14	0	6	153	0	1	1	0
1456	3	26	16	0	8	209	0	1	1	0
1457	3	20	29	0	28	749	2	0	1	0
1457	4	19	1	0	4	225	0	1	1	1
1458	1	4	18	0	28	1095	0	1	0	0
1458	1	9	26	0	8	209	0	1	0	0
1458	3	19	1	0	4	69	0	1	0	0
1458	3	16	17	0	4	69	0	1	1	0
1458	3	23	30	0	28	749	1	0	0	0
1459	1	1	12	0	28	1095	1	0	0	0
1459	1	8	17	0	8	209	0	1	1	0
1459	3	21	15	0	10	261	0	1	1	0
1459	3	30	25	0	4	105	0	1	1	0
1460	1	13	16	0	8	437	0	1	1	0
1461	1	10	3	0	8	437	0	1	1	0
1461	3	25	4	0	8	437	0	1	1	0
1462	1	3	14	0	8	437	0	1	1	0
1462	3	22	28	0	28	2292	0	1	0	0
1463	3	18	2	0	10	261	0	1	1	0
1463	3	20	29	0	28	1095	0	1	1	0
1464	3	26	16	0	8	437	0	1	1	0
1465	1	4	18	0	28	1095	1	0	1	0
1465	1	6	23	0	8	137	0	1	1	0
1465	2	6	23	0	8	209	0	1	0	1
1465	2	11	24	0	12	301	0	1	1	1
1465	3	23	30	0	28	749	2	0	1	0
1466	1	1	12	0	28	1095	2	0	1	0
1466	1	11	24	0	12	201	0	1	0	0
1466	2	12	4	0	12	621	0	1	1	1
1466	3	29	3	0	10	261	0	1	1	0
1466	3	23	30	0	28	1095	0	1	0	0
1467	1	12	4	0	12	301	0	1	0	0
1467	1	1	12	0	28	1095	0	1	0	0
1467	3	28	26	0	10	549	0	1	1	0
1468	1	15	13	0	28	2292	0	1	0	0
1468	3	24	23	0	4	225	0	1	1	0
1469	1	14	2	0	6	325	0	1	1	0
1469	3	22	28	0	28	2292	1	0	0	0
1469	4	27	24	0	8	437	0	1	1	1
1471	1	7	25	0	8	437	0	1	1	0
1473	1	4	18	0	28	1095	0	1	0	0
1473	1	9	26	0	8	209	0	1	1	0
1473	3	21	15	0	10	261	0	1	1	0
1473	3	23	30	0	28	1095	1	0	0	0
1474	1	1	12	0	28	1095	1	0	0	0
1474	3	30	25	0	4	225	0	1	1	0
1475	1	15	13	0	28	2292	1	0	0	0
1475	2	12	4	0	12	301	0	1	1	1
1475	2	13	16	0	8	209	0	1	1	1
1475	3	19	1	0	4	105	0	1	1	0
1475	3	20	29	0	28	1095	0	1	0	0
1476	1	10	3	0	8	137	0	1	1	0
1476	1	12	4	0	12	201	0	1	0	0
1476	1	13	16	0	8	137	0	1	0	0
1476	3	22	28	0	28	2292	2	0	1	0
1476	4	25	4	0	8	437	0	1	1	1
1477	1	2	1	0	8	209	0	1	1	0
1477	1	3	14	0	8	209	0	1	1	0
1477	3	29	3	0	10	261	0	1	0	0
1477	3	25	4	0	8	209	0	1	0	0
1478	1	5	15	0	6	325	0	1	1	0
1478	3	18	2	0	10	549	0	1	1	0
1479	1	8	17	0	8	437	0	1	1	0
1479	3	26	16	0	8	437	0	1	1	0
1480	1	4	18	0	28	1095	1	0	0	0
1480	1	6	23	0	8	137	0	1	1	0
1480	2	6	23	0	8	209	0	1	0	1
1480	2	11	24	0	12	301	0	1	1	1
1480	3	17	14	0	6	101	0	1	1	0
1480	3	23	30	0	28	1095	2	0	1	0
1480	4	17	14	0	6	153	0	1	0	1
1480	4	27	24	0	8	209	0	1	1	1
1481	1	1	12	0	28	1095	2	0	1	0
1481	1	11	24	0	12	301	0	1	0	0
1481	3	27	24	0	8	209	0	1	0	0
1481	3	23	30	0	28	1095	0	1	0	0
1482	1	15	13	0	28	2292	2	0	1	0
1482	2	1	12	0	28	1095	0	1	0	1
1482	2	11	24	0	12	301	0	1	0	1
1482	3	28	26	0	10	173	0	1	1	0
