% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
2083	2	2	1	0	8	209	0	1	1
2083	2	11	24	0	12	301	0	1	1
2083	3	23	30	0	28	1095	0	1	0
2083	3	24	23	0	4	105	0	1	0
2083	4	24	23	0	4	105	0	1	1
2083	4	23	30	0	28	1095	0	1	1
2084	1	13	16	0	8	437	0	1	0
2084	2	13	16	0	8	437	0	1	1
2084	3	25	4	0	8	437	0	1	0
2084	4	25	4	0	8	437	0	1	1
2085	1	4	18	0	28	1095	0	0	0
2085	1	12	4	0	12	301	0	1	0
2085	2	12	4	0	12	621	0	1	1
2085	3	20	29	0	28	2292	0	0	0
2085	4	29	3	0	10	549	0	1	1
2086	3	29	3	0	10	549	0	1	0
2087	1	11	24	0	12	621	0	1	0
2087	2	11	24	0	12	621	0	1	1
2087	3	26	16	0	8	437	0	1	0
2087	4	26	16	0	8	437	0	1	1
2088	1	3	14	0	8	437	0	1	0
2088	2	3	14	0	8	437	0	1	1
2088	3	17	14	0	6	325	0	1	0
2088	4	17	14	0	6	325	0	1	1
2089	1	9	26	0	8	209	0	1	0
2089	1	15	13	0	28	1095	0	1	0
2089	2	15	13	0	28	1095	0	1	1
2089	2	9	26	0	8	209	0	1	1
2089	3	24	23	0	4	105	0	1	0
2089	3	28	26	0	10	261	0	1	0
2089	4	24	23	0	4	105	0	1	1
2089	4	28	26	0	10	261	0	1	1
2090	1	6	23	0	8	209	0	1	0
2090	1	15	13	0	28	1095	0	1	0
2090	2	15	13	0	28	1095	0	1	1
2090	2	6	23	0	8	209	0	1	1
2090	3	17	14	0	6	101	0	1	0
2090	3	23	30	0	28	1095	0	0	0
2090	4	17	14	0	6	153	0	1	1
2090	4	30	25	0	4	105	0	1	1
2091	1	3	14	0	8	437	0	1	0
2091	2	3	14	0	8	437	0	1	1
2091	3	20	29	0	28	749	0	1	0
2091	3	23	30	0	28	749	0	1	0
2091	3	30	25	0	4	69	0	1	0
2091	4	20	29	0	28	1095	0	1	1
2091	4	23	30	0	28	1095	0	1	1
2092	1	1	12	0	28	2292	0	1	0
2092	2	1	12	0	28	2292	0	1	1
2092	3	19	1	0	4	225	0	1	0
2092	4	19	1	0	4	225	0	1	1
2093	1	5	15	0	4	105	0	1	0
2093	1	12	4	0	12	301	0	1	0
2093	2	12	4	0	12	301	0	1	1
2093	2	5	15	0	4	105	0	1	1
2093	3	18	2	0	10	549	0	1	0
2093	4	18	2	0	10	549	0	1	1
2094	1	4	18	0	28	2292	0	1	0
2094	2	4	18	0	28	2292	0	1	1
2094	3	21	15	0	10	549	0	1	0
2094	4	21	15	0	10	549	0	1	1
2095	1	12	4	0	12	621	0	1	0
2095	2	12	4	0	12	621	0	1	1
2095	3	27	24	0	8	437	0	1	0
2095	4	27	24	0	8	437	0	1	1
2096	1	10	3	0	8	437	0	1	0
2096	2	10	3	0	8	437	0	1	1
2096	3	27	24	0	8	437	0	1	0
2096	4	27	24	0	8	437	0	1	1
2097	3	23	30	0	28	1095	0	0	0
2097	3	30	25	0	4	69	0	1	0
2097	4	28	26	0	10	261	0	1	1
2097	4	30	25	0	4	105	0	1	1
2098	1	13	16	0	8	437	0	1	0
2098	2	13	16	0	8	437	0	1	1
2098	3	19	1	0	4	51	0	1	0
2098	3	21	15	0	10	129	0	1	0
2098	3	28	26	0	10	129	0	1	0
2098	3	30	25	0	4	51	0	1	0
2098	4	19	1	0	4	105	0	1	1
2098	4	21	15	0	10	261	0	1	1
2099	1	1	12	0	28	2292	0	0	0
2099	3	19	1	0	4	105	0	1	0
2099	3	26	16	0	8	209	0	1	0
2099	4	26	16	0	8	437	0	1	1
2100	3	24	23	0	4	225	0	1	0
2100	4	24	23	0	4	225	0	1	1
2101	1	4	18	0	28	2292	0	0	0
2101	2	15	13	0	28	1095	0	1	1
2101	2	11	24	0	12	301	0	1	1
2101	3	23	30	0	28	2292	0	1	0
2101	4	23	30	0	28	2292	0	1	1
2102	1	7	25	0	8	101	0	1	0
2102	1	9	26	0	8	101	0	1	0
2102	1	11	24	0	12	149	0	1	0
2102	1	15	13	0	28	549	0	1	0
2102	2	7	25	0	8	209	0	1	1
2102	2	9	26	0	8	209	0	1	1
2103	1	7	25	0	8	209	0	1	0
2103	1	15	13	0	28	1095	0	1	0
2103	2	15	13	0	28	2292	0	1	1
2103	3	20	29	0	28	1095	0	1	0
2103	3	26	16	0	8	209	0	1	0
2103	4	26	16	0	8	209	0	1	1
2103	4	20	29	0	28	1095	0	1	1
2104	1	4	18	0	28	2292	0	1	0
2104	2	4	18	0	28	2292	0	1	1
2104	3	29	3	0	10	549	0	1	0
2104	4	29	3	0	10	549	0	1	1
2105	1	1	12	0	28	1095	0	1	0
2105	1	12	4	0	12	301	0	1	0
2105	2	12	4	0	12	301	0	1	1
2105	2	1	12	0	28	1095	0	1	1
2105	3	28	26	0	10	549	0	1	0
2105	4	28	26	0	10	549	0	1	1
2106	1	3	14	0	8	209	0	1	0
2106	1	10	3	0	8	209	0	1	0
2106	2	10	3	0	8	209	0	1	1
2106	2	3	14	0	8	209	0	1	1
2106	3	17	14	0	6	153	0	1	0
2106	3	22	28	0	28	1095	0	1	0
2106	4	17	14	0	6	153	0	1	1
2106	4	22	28	0	28	1095	0	1	1
2107	1	6	23	0	8	209	0	1	0
2107	1	9	26	0	8	209	0	1	0
2107	2	6	23	0	8	209	0	1	1
2107	2	9	26	0	8	209	0	1	1
2107	3	16	17	0	6	153	0	1	0
2107	3	23	30	0	28	1095	0	1	0
2107	4	16	17	0	6	153	0	1	1
2107	4	23	30	0	28	1095	0	1	1
2108	1	4	18	0	28	2292	0	0	0
2108	2	10	3	0	8	209	0	1	1
2108	2	13	16	0	8	209	0	1	1
2108	3	23	30	0	28	2292	0	0	0
2108	4	30	25	0	4	105	0	1	1
2108	4	22	28	0	28	1095	0	1	1
2109	1	8	17	0	8	137	0	1	0
2109	1	10	3	0	8	137	0	1	0
2109	1	13	16	0	8	137	0	1	0
2109	2	8	17	0	8	437	0	1	1
2109	3	16	17	0	6	101	0	1	0
2109	3	22	28	0	28	749	0	1	0
2109	3	30	25	0	4	69	0	1	0
2109	4	16	17	0	6	325	0	1	1
2110	1	5	15	0	6	153	0	1	0
2110	1	7	25	0	8	209	0	1	0
2110	2	5	15	0	6	153	0	1	1
2110	2	7	25	0	8	209	0	1	1
2110	3	16	17	0	6	153	0	1	0
2110	3	20	29	0	28	1095	0	0	0
2111	1	4	18	0	28	2292	0	0	0
2111	2	13	16	0	8	437	0	1	1
2111	3	27	24	0	8	437	0	1	0
2111	4	27	24	0	8	437	0	1	1
2112	1	13	16	0	8	209	0	1	0
2112	1	14	2	0	6	153	0	1	0
2112	2	14	2	0	6	325	0	1	1
2112	3	29	3	0	10	549	0	1	0
2112	4	29	3	0	10	549	0	1	1
2113	1	11	24	0	12	621	0	1	0
2113	2	11	24	0	12	621	0	1	1
2113	3	22	28	0	28	1095	0	0	0
2113	3	27	24	0	8	137	0	1	0
2113	4	27	24	0	8	209	0	1	1
2113	4	28	26	0	10	261	0	1	1
2114	1	15	13	0	28	2292	0	1	0
2114	2	15	13	0	28	2292	0	1	1
2114	3	28	26	0	10	261	0	1	0
2114	3	30	25	0	4	105	0	1	0
2114	4	30	25	0	4	225	0	1	1
2115	1	1	12	0	28	1095	0	1	0
2115	1	15	13	0	28	1095	0	1	0
2115	2	1	12	0	28	1095	0	1	1
2115	2	15	13	0	28	1095	0	1	1
2115	3	23	30	0	28	2292	0	0	0
2115	4	26	16	0	8	209	0	1	1
2115	4	23	30	0	28	1095	0	1	1
2116	1	2	1	0	8	209	0	1	0
2116	1	10	3	0	8	209	0	1	0
2116	2	2	1	0	8	209	0	1	1
2116	2	10	3	0	8	209	0	1	1
2116	3	23	30	0	28	549	0	1	0
2116	3	24	23	0	4	51	0	1	0
2116	3	25	4	0	8	101	0	1	0
2116	3	26	16	0	8	101	0	1	0
2116	4	25	4	0	8	209	0	1	1
2116	4	24	23	0	4	105	0	1	1
2117	1	4	18	0	28	2292	0	1	0
2117	2	4	18	0	28	2292	0	1	1
2117	3	20	29	0	28	1095	0	0	0
2117	3	26	16	0	8	209	0	1	0
2117	4	26	16	0	8	209	0	1	1
2117	4	20	29	0	28	1095	0	1	1
2118	1	4	18	0	28	2292	0	0	0
2118	2	1	12	0	28	1095	0	1	1
2118	2	6	23	0	8	209	0	1	1
2118	3	17	14	0	6	153	0	1	0
2118	3	20	29	0	28	1095	0	1	0
2118	4	17	14	0	6	325	0	1	1
2119	1	1	12	0	28	549	0	1	0
2119	1	3	14	0	8	101	0	1	0
2119	1	6	23	0	8	101	0	1	0
2119	1	12	4	0	12	149	0	1	0
2119	2	12	4	0	12	301	0	1	1
2119	2	3	14	0	8	209	0	1	1
2119	3	24	23	0	4	225	0	1	0
2119	4	24	23	0	4	225	0	1	1
2120	1	3	14	0	8	137	0	1	0
2120	1	10	3	0	8	137	0	1	0
2120	1	13	16	0	8	137	0	1	0
2120	2	10	3	0	8	209	0	1	1
2120	2	13	16	0	8	209	0	1	1
2120	3	22	28	0	28	1095	0	0	0
2120	3	30	25	0	4	105	0	1	0
2120	4	30	25	0	4	225	0	1	1
2121	1	15	13	0	28	2292	0	0	0
2121	2	12	4	0	12	621	0	1	1
2121	3	20	29	0	28	1095	0	1	0
2121	3	28	26	0	10	261	0	1	0
2121	4	28	26	0	10	261	0	1	1
2121	4	20	29	0	28	1095	0	1	1
2122	1	1	12	0	28	1095	0	0	0
2122	1	12	4	0	12	201	0	1	0
2122	2	13	16	0	8	437	0	1	1
2122	3	17	14	0	6	325	0	1	0
2122	4	17	14	0	6	325	0	1	1
2123	1	11	24	0	12	201	0	1	0
2123	1	13	16	0	8	137	0	1	0
2123	1	14	2	0	6	101	0	1	0
2123	2	14	2	0	6	153	0	1	1
2123	2	11	24	0	12	301	0	1	1
2123	3	23	30	0	28	549	0	0	0
2123	3	29	3	0	10	261	0	1	0
2123	4	29	3	0	10	261	0	1	1
2123	4	23	30	0	28	1095	0	1	1
2124	1	4	18	0	28	2292	0	0	0
2124	2	9	26	0	8	209	0	1	1
2124	2	11	24	0	12	301	0	1	1
2124	3	23	30	0	28	749	0	1	0
2124	3	25	4	0	8	137	0	1	0
2124	3	28	26	0	10	173	0	1	0
2124	4	25	4	0	8	209	0	1	1
2124	4	28	26	0	10	261	0	1	1
2125	1	5	15	0	6	75	0	1	0
2125	1	7	25	0	8	101	0	1	0
2125	1	9	26	0	8	101	0	1	0
2125	1	11	24	0	12	149	0	1	0
2125	2	5	15	0	6	153	0	1	1
2125	2	7	25	0	8	209	0	1	1
2125	3	19	1	0	4	105	0	1	0
2125	3	21	15	0	10	261	0	1	0
2125	4	19	1	0	4	105	0	1	1
2125	4	21	15	0	10	261	0	1	1
2126	1	14	2	0	6	325	0	1	0
2126	2	14	2	0	6	325	0	1	1
2126	3	23	30	0	28	2292	0	1	0
2126	4	23	30	0	28	2292	0	1	1
2127	1	15	13	0	28	2292	0	1	0
2127	2	15	13	0	28	2292	0	1	1
2128	1	15	13	0	28	2292	0	0	0
2128	2	1	12	0	28	2292	0	1	1
2128	3	26	16	0	8	209	0	1	0
2128	3	30	25	0	4	105	0	1	0
2128	4	26	16	0	8	209	0	1	1
2128	4	30	25	0	4	105	0	1	1
2129	1	1	12	0	28	1095	0	0	0
2129	1	4	18	0	28	1095	0	1	0
2129	2	4	18	0	28	2292	0	1	1
2129	3	17	14	0	6	153	0	1	0
2129	3	26	16	0	8	209	0	1	0
2129	4	17	14	0	6	153	0	1	1
2129	4	26	16	0	8	209	0	1	1
2130	1	1	12	0	28	1095	0	1	0
2130	1	2	1	0	8	209	0	1	0
2130	2	2	1	0	8	209	0	1	1
2130	2	1	12	0	28	1095	0	1	1
2130	3	23	30	0	28	549	0	0	0
2130	3	27	24	0	8	209	0	1	0
2130	4	27	24	0	8	437	0	1	1
2131	1	3	14	0	8	209	0	1	0
2131	1	10	3	0	8	209	0	1	0
2131	2	10	3	0	8	209	0	1	1
2131	2	3	14	0	8	209	0	1	1
2132	1	12	4	0	12	301	0	1	0
2132	1	13	16	0	8	209	0	1	0
2132	2	12	4	0	12	301	0	1	1
2132	2	13	16	0	8	209	0	1	1
2132	3	30	25	0	4	225	0	1	0
2132	4	30	25	0	4	225	0	1	1
2133	1	9	26	0	8	209	0	1	0
2133	1	10	3	0	8	209	0	1	0
2133	2	10	3	0	8	209	0	1	1
2133	2	9	26	0	8	209	0	1	1
2133	3	22	28	0	28	1095	0	1	0
2133	3	24	23	0	4	105	0	1	0
2133	4	24	23	0	4	105	0	1	1
2133	4	22	28	0	28	1095	0	1	1
2134	1	7	25	0	8	209	0	1	0
2134	1	12	4	0	12	301	0	1	0
2134	2	12	4	0	12	301	0	1	1
2134	2	7	25	0	8	209	0	1	1
2134	3	16	17	0	6	325	0	1	0
2134	4	16	17	0	6	325	0	1	1
2135	1	6	23	0	8	437	0	1	0
2135	2	1	12	0	28	2292	0	0	1
2135	3	20	29	0	28	1095	0	1	0
2135	3	28	26	0	10	261	0	1	0
2135	4	28	26	0	10	261	0	1	1
2135	4	20	29	0	28	1095	0	1	1
2136	1	13	16	0	8	437	0	1	0
2136	2	13	16	0	8	209	0	1	1
2136	2	6	23	0	8	209	0	1	1
2136	3	21	15	0	10	549	0	1	0
2136	4	21	15	0	10	549	0	1	1
2137	1	14	2	0	6	325	0	1	0
2137	2	14	2	0	6	325	0	1	1
2137	3	23	30	0	28	1095	0	1	0
2137	3	28	26	0	10	261	0	1	0
2137	4	28	26	0	10	261	0	1	1
2137	4	23	30	0	28	1095	0	1	1
2138	1	11	24	0	12	301	0	1	0
2138	1	14	2	0	6	153	0	1	0
2138	2	14	2	0	6	153	0	1	1
2138	2	11	24	0	12	301	0	1	1
2138	3	19	1	0	4	105	0	1	0
2138	3	25	4	0	8	209	0	1	0
2138	4	19	1	0	4	105	0	1	1
2138	4	25	4	0	8	209	0	1	1
2139	1	5	15	0	6	153	0	1	0
2139	1	15	13	0	28	1095	0	1	0
2139	2	15	13	0	28	1095	0	1	1
2139	2	5	15	0	6	153	0	1	1
2139	3	29	3	0	10	549	0	1	0
2139	4	29	3	0	10	549	0	1	1
2140	1	1	12	0	28	2292	0	1	0
2140	2	1	12	0	28	2292	0	1	1
2140	3	19	1	0	4	105	0	1	0
2140	3	22	28	0	28	1095	0	1	0
2140	4	19	1	0	4	105	0	1	1
2140	4	22	28	0	28	1095	0	1	1
2141	1	15	13	0	28	2292	0	1	0
2141	2	15	13	0	28	2292	0	1	1
2141	3	23	30	0	28	1095	0	1	0
2141	3	26	16	0	8	209	0	1	0
2141	4	26	16	0	8	209	0	1	1
2141	4	23	30	0	28	1095	0	1	1
2142	1	2	1	0	8	209	0	1	0
2142	1	4	18	0	28	1095	0	1	0
2142	2	2	1	0	8	209	0	1	1
2142	2	4	18	0	28	1095	0	1	1
2142	3	20	29	0	28	1095	0	0	0
2142	3	24	23	0	4	105	0	1	0
2142	4	24	23	0	4	225	0	1	1
2143	1	2	1	0	8	209	0	1	0
2143	1	4	18	0	28	1095	0	1	0
2143	2	2	1	0	8	209	0	1	1
2143	2	4	18	0	28	1095	0	1	1
2143	3	26	16	0	8	209	0	1	0
2143	3	30	25	0	4	105	0	1	0
2143	4	26	16	0	8	209	0	1	1
2143	4	30	25	0	4	105	0	1	1
2144	1	8	17	0	8	437	0	1	0
2144	2	8	17	0	8	437	0	1	1
2144	3	16	17	0	6	101	0	1	0
2144	3	23	30	0	28	1095	0	0	0
2144	4	16	17	0	6	153	0	1	1
2144	4	17	14	0	6	153	0	1	1
2145	1	1	12	0	28	1095	0	1	0
2145	1	6	23	0	8	209	0	1	0
2145	2	1	12	0	28	1095	0	1	1
2145	2	6	23	0	8	209	0	1	1
2145	3	16	17	0	6	101	0	1	0
2145	3	17	14	0	6	101	0	1	0
2145	3	28	26	0	10	173	0	1	0
2145	4	16	17	0	6	153	0	1	1
2145	4	28	26	0	10	261	0	1	1
2146	1	3	14	0	8	137	0	1	0
2146	1	15	13	0	28	1095	0	0	0
2146	2	3	14	0	8	209	0	1	1
2146	2	13	16	0	8	209	0	1	1
2146	3	27	24	0	8	437	0	1	0
2146	4	27	24	0	8	437	0	1	1
2147	1	9	26	0	8	137	0	1	0
2147	1	12	4	0	12	201	0	1	0
2147	1	13	16	0	8	137	0	1	0
2147	2	12	4	0	12	301	0	1	1
2147	2	9	26	0	8	209	0	1	1
2147	3	29	3	0	10	261	0	1	0
2147	3	30	25	0	4	105	0	1	0
2147	4	29	3	0	10	261	0	1	1
2147	4	30	25	0	4	105	0	1	1
2148	1	3	14	0	8	209	0	1	0
2148	1	10	3	0	8	209	0	1	0
2148	2	10	3	0	8	209	0	1	1
2148	2	3	14	0	8	209	0	1	1
2148	3	17	14	0	6	153	0	1	0
2148	3	18	2	0	10	261	0	1	0
2148	4	18	2	0	10	261	0	1	1
2148	4	17	14	0	6	153	0	1	1
2149	1	4	18	0	28	1095	0	0	0
2149	1	7	25	0	8	137	0	1	0
2149	2	12	4	0	12	301	0	1	1
2149	2	7	25	0	8	209	0	1	1
2149	3	20	29	0	28	1095	0	0	0
2149	3	24	23	0	4	105	0	1	0
2149	4	24	23	0	4	225	0	1	1
2150	1	12	4	0	12	621	0	1	0
2150	3	23	30	0	28	2292	0	1	0
