% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1577	3	19	1	0	4	225	0	1	0
1577	4	19	1	0	4	225	0	1	1
1578	1	4	18	0	28	1095	0	1	0
1578	1	9	26	0	8	209	0	1	0
1578	2	4	18	0	28	1095	0	1	1
1578	2	9	26	0	8	209	0	1	1
1578	3	21	15	0	10	549	0	1	0
1578	4	21	15	0	10	549	0	1	1
1579	1	1	12	0	28	1095	0	0	0
1579	1	8	17	0	8	209	0	1	0
1579	2	8	17	0	8	437	0	1	1
1579	3	20	29	0	28	1095	0	0	0
1579	3	30	25	0	4	105	0	1	0
1579	4	30	25	0	4	225	0	1	1
1580	1	15	13	0	28	2292	0	0	0
1580	2	12	4	0	12	301	0	1	1
1580	2	13	16	0	10	261	0	1	1
1580	3	19	1	0	4	105	0	1	0
1580	3	20	29	0	28	1095	0	1	0
1580	4	19	1	0	4	105	0	1	1
1580	4	20	29	0	28	1095	0	1	1
1581	1	10	3	0	8	137	0	1	0
1581	1	12	4	0	12	201	0	1	0
1581	1	13	16	0	10	173	0	1	0
1581	2	10	3	0	8	437	0	1	1
1581	3	19	1	0	4	105	0	1	0
1581	3	25	4	0	8	209	0	1	0
1581	4	19	1	0	4	105	0	1	1
1581	4	25	4	0	8	209	0	1	1
1582	1	2	1	0	8	209	0	1	0
1582	1	3	14	0	8	209	0	1	0
1582	2	2	1	0	8	209	0	1	1
1582	2	3	14	0	8	209	0	1	1
1582	3	20	29	0	28	1095	0	1	0
1582	3	29	3	0	10	261	0	1	0
1582	4	29	3	0	10	261	0	1	1
1582	4	20	29	0	28	1095	0	1	1
1583	1	8	17	0	8	437	0	1	0
1583	2	8	17	0	8	437	0	1	1
1583	3	18	2	0	10	261	0	1	0
1583	3	22	28	0	28	1095	0	1	0
1583	4	18	2	0	10	261	0	1	1
1583	4	22	28	0	28	1095	0	1	1
1584	1	6	23	0	8	209	0	1	0
1584	1	7	25	0	8	209	0	1	0
1584	2	6	23	0	8	209	0	1	1
1584	2	7	25	0	8	209	0	1	1
1584	3	27	24	0	8	437	0	1	0
1584	4	27	24	0	8	437	0	1	1
1585	1	4	18	0	28	1095	0	0	0
1585	1	11	24	0	12	301	0	1	0
1585	2	11	24	0	12	621	0	1	1
1585	3	29	3	0	10	549	0	1	0
1585	4	29	3	0	10	549	0	1	1
1586	1	12	4	0	12	621	0	1	0
1586	2	12	4	0	12	621	0	1	1
1586	3	23	30	0	28	1095	0	1	0
1586	3	28	26	0	10	261	0	1	0
1586	4	28	26	0	10	261	0	1	1
1586	4	23	30	0	28	1095	0	1	1
1587	1	15	13	0	28	2292	0	0	0
1587	2	1	12	0	28	1095	0	1	1
1587	2	11	24	0	12	301	0	1	1
1587	3	16	17	0	4	105	0	1	0
1587	3	20	29	0	28	1095	0	0	0
1587	4	16	17	0	4	225	0	1	1
1588	1	1	12	0	28	749	0	1	0
1588	1	11	24	0	12	201	0	1	0
1588	1	15	13	0	28	749	0	1	0
1588	2	15	13	0	28	2292	0	1	1
1588	3	17	14	0	6	153	0	1	0
1588	3	27	24	0	8	209	0	1	0
1588	4	17	14	0	6	153	0	1	1
1588	4	27	24	0	8	209	0	1	1
1589	1	9	26	0	8	209	0	1	0
1589	1	14	2	0	6	153	0	1	0
1589	2	14	2	0	6	153	0	1	1
1589	2	9	26	0	8	209	0	1	1
1591	1	5	15	0	4	225	0	1	0
1591	2	5	15	0	4	225	0	1	1
1591	3	19	1	0	4	105	0	1	0
1591	3	24	23	0	4	105	0	1	0
1591	4	19	1	0	4	105	0	1	1
1591	4	24	23	0	4	105	0	1	1
1592	3	21	15	0	10	549	0	1	0
1592	4	21	15	0	10	549	0	1	1
1593	1	4	18	0	28	1095	0	1	0
1593	1	9	26	0	8	209	0	1	0
1593	2	4	18	0	28	1095	0	1	1
1593	2	9	26	0	8	209	0	1	1
1593	3	30	25	0	4	225	0	1	0
1593	4	30	25	0	4	225	0	1	1
1594	1	8	17	0	8	437	0	1	0
1594	2	8	17	0	8	437	0	1	1
1594	3	19	1	0	4	225	0	1	0
1594	4	19	1	0	4	225	0	1	1
1595	1	12	4	0	12	201	0	1	0
1595	1	13	16	0	10	173	0	1	0
1595	1	15	13	0	28	749	0	0	0
1595	2	12	4	0	12	301	0	1	1
1595	2	13	16	0	10	261	0	1	1
1595	3	25	4	0	8	437	0	1	0
1595	4	25	4	0	8	437	0	1	1
1596	1	10	3	0	8	437	0	1	0
1596	2	10	3	0	8	437	0	1	1
1596	3	20	29	0	28	1095	0	1	0
1596	3	29	3	0	10	261	0	1	0
1596	4	29	3	0	10	261	0	1	1
1596	4	20	29	0	28	1095	0	1	1
1597	1	3	14	0	8	437	0	1	0
1597	2	3	14	0	8	437	0	1	1
1597	3	18	2	0	10	549	0	1	0
1597	4	18	2	0	10	549	0	1	1
1598	1	8	17	0	8	437	0	1	0
1598	2	8	17	0	8	437	0	1	1
1598	3	27	24	0	8	437	0	1	0
1598	4	27	24	0	8	437	0	1	1
1599	1	6	23	0	8	209	0	1	0
1599	1	7	25	0	8	209	0	1	0
1599	2	6	23	0	8	209	0	1	1
1599	2	7	25	0	8	209	0	1	1
1599	3	29	3	0	10	549	0	1	0
1599	4	29	3	0	10	549	0	1	1
1600	1	4	18	0	28	1095	0	0	0
1600	1	11	24	0	12	201	0	1	0
1600	2	2	1	0	8	209	0	1	1
1600	2	11	24	0	12	301	0	1	1
1600	3	23	30	0	28	1095	0	1	0
1600	3	28	26	0	10	261	0	1	0
1600	4	28	26	0	10	261	0	1	1
1600	4	23	30	0	28	1095	0	1	1
1601	1	2	1	0	8	209	0	1	0
1601	1	12	4	0	12	301	0	1	0
1601	2	12	4	0	12	621	0	1	1
1602	1	1	12	0	28	1095	0	1	0
1602	1	11	24	0	12	301	0	1	0
1602	2	1	12	0	28	1095	0	1	1
1602	2	11	24	0	12	301	0	1	1
1602	3	27	24	0	8	437	0	1	0
1602	4	27	24	0	8	437	0	1	1
1603	1	15	13	0	28	2292	0	1	0
1603	2	15	13	0	28	2292	0	1	1
1603	3	20	29	0	28	1095	0	0	0
1604	1	9	26	0	8	209	0	1	0
1604	1	14	2	0	6	153	0	1	0
1604	2	14	2	0	6	153	0	1	1
1604	2	9	26	0	8	209	0	1	1
1604	3	22	28	0	28	2292	0	1	0
1604	4	22	28	0	28	2292	0	1	1
1605	3	19	1	0	4	225	0	1	0
1605	4	19	1	0	4	225	0	1	1
1606	1	5	15	0	4	225	0	1	0
1606	2	5	15	0	4	225	0	1	1
1606	3	21	15	0	10	549	0	1	0
1606	4	21	15	0	10	549	0	1	1
1607	1	4	18	0	28	1095	0	0	0
1607	1	10	3	0	8	209	0	1	0
1607	2	10	3	0	8	209	0	1	1
1607	2	4	18	0	28	1095	0	1	1
1607	3	23	30	0	28	1095	0	0	0
1607	3	30	25	0	4	69	0	1	0
1607	4	26	16	0	8	209	0	1	1
1607	4	30	25	0	4	105	0	1	1
1608	1	4	18	0	28	1095	0	1	0
1608	1	9	26	0	8	209	0	1	0
1608	2	9	26	0	8	437	0	1	1
1608	3	16	17	0	4	69	0	1	0
1608	3	20	29	0	28	749	0	1	0
1608	3	26	16	0	8	137	0	1	0
1608	4	16	17	0	4	105	0	1	1
1608	4	20	29	0	28	1095	0	1	1
1609	1	8	17	0	8	437	0	1	0
1609	2	8	17	0	8	437	0	1	1
1609	3	19	1	0	4	105	0	1	0
1609	3	25	4	0	8	209	0	1	0
1609	4	19	1	0	4	105	0	1	1
1609	4	25	4	0	8	209	0	1	1
1610	1	15	13	0	28	2292	0	0	0
1610	2	12	4	0	12	301	0	1	1
1610	2	13	16	0	10	261	0	1	1
1610	3	19	1	0	4	69	0	1	0
1610	3	25	4	0	8	137	0	1	0
1610	3	29	3	0	10	173	0	1	0
1610	4	19	1	0	4	69	0	1	1
1610	4	25	4	0	8	137	0	1	1
1610	4	29	3	0	10	173	0	1	1
1611	1	10	3	0	8	137	0	1	0
1611	1	12	4	0	12	201	0	1	0
1611	1	13	16	0	10	173	0	1	0
1611	2	10	3	0	8	437	0	1	1
1611	3	22	28	0	28	2292	0	0	0
1611	4	18	2	0	10	261	0	1	1
1611	4	20	29	0	28	1095	0	1	1
1612	1	3	14	0	8	437	0	1	0
1612	2	3	14	0	8	437	0	1	1
1612	3	18	2	0	10	261	0	1	0
1612	3	20	29	0	28	1095	0	1	0
1613	1	8	17	0	8	437	0	1	0
1613	2	8	17	0	8	437	0	1	1
1613	3	17	14	0	6	153	0	1	0
1613	3	27	24	0	8	209	0	1	0
1613	4	17	14	0	6	153	0	1	1
1613	4	27	24	0	8	209	0	1	1
1614	1	6	23	0	8	437	0	1	0
1614	2	4	18	0	28	1095	0	0	1
1614	2	6	23	0	8	209	0	1	1
1614	3	23	30	0	28	1095	0	1	0
1614	3	29	3	0	10	261	0	1	0
1614	4	29	3	0	10	261	0	1	1
1614	4	23	30	0	28	1095	0	1	1
1615	1	2	1	0	8	209	0	1	0
1615	1	11	24	0	12	301	0	1	0
1615	2	2	1	0	8	209	0	1	1
1615	2	11	24	0	12	301	0	1	1
1615	3	26	16	0	8	209	0	1	0
1615	3	28	26	0	10	261	0	1	0
1615	4	26	16	0	8	209	0	1	1
1615	4	28	26	0	10	261	0	1	1
1616	1	12	4	0	12	301	0	1	0
1616	1	13	16	0	10	261	0	1	0
1616	2	12	4	0	12	301	0	1	1
1616	2	13	16	0	10	261	0	1	1
1616	3	18	2	0	10	549	0	1	0
1616	4	18	2	0	10	549	0	1	1
1617	1	1	12	0	28	1095	0	1	0
1617	1	11	24	0	12	301	0	1	0
1617	2	1	12	0	28	1095	0	1	1
1617	2	11	24	0	12	301	0	1	1
1617	3	27	24	0	8	437	0	1	0
1617	4	27	24	0	8	437	0	1	1
1618	1	15	13	0	28	2292	0	1	0
1618	2	15	13	0	28	2292	0	1	1
1618	3	24	23	0	4	225	0	1	0
1618	4	24	23	0	4	225	0	1	1
1619	1	9	26	0	8	209	0	1	0
1619	1	14	2	0	6	153	0	1	0
1619	2	14	2	0	6	153	0	1	1
1619	2	9	26	0	8	209	0	1	1
1619	3	19	1	0	4	105	0	1	0
1619	3	30	25	0	4	105	0	1	0
1619	4	19	1	0	4	105	0	1	1
1619	4	30	25	0	4	105	0	1	1
1621	3	21	15	0	10	261	0	1	0
1621	3	23	30	0	28	1095	0	0	0
1621	4	21	15	0	10	549	0	1	1
1622	1	4	18	0	28	1095	0	1	0
1622	1	10	3	0	8	209	0	1	0
1622	2	10	3	0	8	209	0	1	1
1622	2	4	18	0	28	1095	0	1	1
1622	3	26	16	0	8	137	0	1	0
1622	3	28	26	0	10	261	0	0	0
1622	4	26	16	0	8	209	0	1	1
1622	4	30	25	0	4	105	0	1	1
1623	1	7	25	0	8	209	0	1	0
1623	1	9	26	0	8	209	0	1	0
1623	2	7	25	0	8	209	0	1	1
1623	2	9	26	0	8	209	0	1	1
1623	3	20	29	0	28	1095	0	1	0
1623	3	30	25	0	4	105	0	1	0
1623	4	20	29	0	28	2292	0	1	1
1624	1	8	17	0	8	437	0	1	0
1624	2	8	17	0	8	437	0	1	1
1624	3	19	1	0	4	105	0	1	0
1624	3	25	4	0	8	209	0	1	0
1624	4	19	1	0	4	105	0	1	1
1624	4	25	4	0	8	209	0	1	1
1625	1	15	13	0	28	2292	0	0	0
1625	2	12	4	0	12	301	0	1	1
1625	2	13	16	0	10	261	0	1	1
1625	3	19	1	0	4	69	0	1	0
1625	3	25	4	0	8	137	0	1	0
1625	3	29	3	0	10	173	0	1	0
1625	4	19	1	0	4	69	0	1	1
1625	4	25	4	0	8	137	0	1	1
1625	4	29	3	0	10	173	0	1	1
1626	1	10	3	0	8	137	0	1	0
1626	1	12	4	0	12	201	0	1	0
1626	1	13	16	0	10	173	0	1	0
1626	2	10	3	0	8	437	0	1	1
1626	3	18	2	0	10	173	0	1	0
1626	3	20	29	0	28	749	0	1	0
1626	3	25	4	0	8	137	0	1	0
1626	4	18	2	0	10	173	0	1	1
1626	4	25	4	0	8	137	0	1	1
1626	4	20	29	0	28	749	0	1	1
1627	1	3	14	0	8	437	0	1	0
1627	2	3	14	0	8	437	0	1	1
1627	3	17	14	0	6	325	0	1	0
1627	4	17	14	0	6	325	0	1	1
1628	1	5	15	0	4	105	0	1	0
1628	1	8	17	0	8	209	0	1	0
1628	2	5	15	0	4	105	0	1	1
1628	2	8	17	0	8	209	0	1	1
1628	3	27	24	0	8	437	0	1	0
1628	4	27	24	0	8	437	0	1	1
1629	1	6	23	0	8	437	0	1	0
1629	2	6	23	0	8	437	0	1	1
1629	3	23	30	0	28	1095	0	1	0
1629	3	29	3	0	10	261	0	1	0
1629	4	29	3	0	10	261	0	1	1
1629	4	23	30	0	28	1095	0	1	1
1630	1	11	24	0	12	621	0	1	0
1630	2	11	24	0	12	621	0	1	1
1630	3	26	16	0	8	209	0	1	0
1630	3	28	26	0	10	261	0	1	0
1630	4	26	16	0	8	209	0	1	1
1630	4	28	26	0	10	261	0	1	1
1631	1	12	4	0	12	301	0	1	0
1631	1	13	16	0	10	261	0	1	0
1631	2	12	4	0	12	301	0	1	1
1631	2	13	16	0	10	261	0	1	1
1631	3	16	17	0	4	105	0	1	0
1631	3	18	2	0	10	261	0	1	0
1631	4	18	2	0	10	261	0	1	1
1631	4	16	17	0	4	105	0	1	1
1632	1	1	12	0	28	1095	0	1	0
1632	1	11	24	0	12	301	0	1	0
1632	2	1	12	0	28	1095	0	1	1
1632	2	11	24	0	12	301	0	1	1
1632	3	27	24	0	8	437	0	1	0
1632	4	27	24	0	8	437	0	1	1
1633	1	15	13	0	28	2292	0	1	0
1633	2	15	13	0	28	2292	0	1	1
1634	1	9	26	0	8	209	0	1	0
1634	1	14	2	0	6	153	0	1	0
1634	2	14	2	0	6	153	0	1	1
1634	2	9	26	0	8	209	0	1	1
1634	3	19	1	0	4	105	0	1	0
1634	3	30	25	0	4	105	0	1	0
1634	4	19	1	0	4	105	0	1	1
1634	4	30	25	0	4	105	0	1	1
1635	3	22	28	0	28	1095	0	1	0
1635	3	24	23	0	4	105	0	1	0
1635	4	24	23	0	4	105	0	1	1
1635	4	22	28	0	28	1095	0	1	1
1636	3	21	15	0	10	261	0	1	0
1636	3	23	30	0	28	1095	0	0	0
1636	4	21	15	0	10	549	0	1	1
1637	1	4	18	0	28	1095	0	1	0
1637	1	10	3	0	8	209	0	1	0
1637	2	10	3	0	8	209	0	1	1
1637	2	4	18	0	28	1095	0	1	1
1637	3	26	16	0	8	209	0	1	0
1637	3	30	25	0	4	105	0	1	0
1637	4	26	16	0	8	209	0	1	1
1637	4	30	25	0	4	105	0	1	1
1638	1	9	26	0	8	437	0	1	0
1638	2	9	26	0	8	437	0	1	1
1638	3	20	29	0	28	2292	0	1	0
1638	4	20	29	0	28	2292	0	1	1
1639	1	6	23	0	8	209	0	1	0
1639	1	8	17	0	8	209	0	1	0
1639	2	8	17	0	8	209	0	1	1
1639	2	6	23	0	8	209	0	1	1
1639	3	19	1	0	4	105	0	1	0
1639	3	25	4	0	8	209	0	1	0
1639	4	19	1	0	4	105	0	1	1
1639	4	25	4	0	8	209	0	1	1
1640	1	12	4	0	12	301	0	1	0
1640	1	13	16	0	10	261	0	1	0
1640	2	12	4	0	12	301	0	1	1
1640	2	13	16	0	10	261	0	1	1
1640	3	25	4	0	8	209	0	1	0
1640	3	29	3	0	10	261	0	1	0
1640	4	25	4	0	8	209	0	1	1
1640	4	29	3	0	10	261	0	1	1
1641	1	10	3	0	8	437	0	1	0
1641	2	10	3	0	8	437	0	1	1
1641	3	18	2	0	10	261	0	1	0
1641	3	20	29	0	28	1095	0	1	0
1641	4	18	2	0	10	261	0	1	1
1641	4	20	29	0	28	1095	0	1	1
1642	1	2	1	0	8	209	0	1	0
1642	1	3	14	0	8	209	0	1	0
1642	2	2	1	0	8	209	0	1	1
1642	2	3	14	0	8	209	0	1	1
1642	3	27	24	0	8	437	0	1	0
1642	4	27	24	0	8	437	0	1	1
1643	1	5	15	0	4	105	0	1	0
1643	1	8	17	0	8	209	0	1	0
1643	2	5	15	0	4	105	0	1	1
1643	2	8	17	0	8	209	0	1	1
1644	1	6	23	0	8	209	0	1	0
1644	1	7	25	0	8	209	0	1	0
1644	2	6	23	0	8	209	0	1	1
1644	2	7	25	0	8	209	0	1	1
1644	3	23	30	0	28	1095	0	1	0
1644	3	29	3	0	10	261	0	1	0
1644	4	29	3	0	10	261	0	1	1
1644	4	23	30	0	28	1095	0	1	1
1645	1	11	24	0	12	301	0	1	0
1645	1	13	16	0	10	261	0	1	0
1645	2	13	16	0	10	261	0	1	1
1645	2	11	24	0	12	301	0	1	1
1645	3	26	16	0	8	209	0	1	0
1645	3	28	26	0	10	261	0	1	0
1645	4	26	16	0	8	209	0	1	1
1645	4	28	26	0	10	261	0	1	1
1646	1	12	4	0	12	621	0	1	0
1646	2	12	4	0	12	621	0	1	1
1646	3	18	2	0	10	549	0	1	0
1646	4	18	2	0	10	549	0	1	1
1647	1	1	12	0	28	1095	0	1	0
1647	1	11	24	0	12	301	0	1	0
1647	2	1	12	0	28	1095	0	1	1
1647	2	11	24	0	12	301	0	1	1
1647	3	17	14	0	6	153	0	1	0
1647	3	27	24	0	8	209	0	1	0
1647	4	17	14	0	6	153	0	1	1
1647	4	27	24	0	8	209	0	1	1
1648	1	15	13	0	28	2292	0	1	0
1648	2	15	13	0	28	2292	0	1	1
1649	1	9	26	0	8	209	0	1	0
1649	1	14	2	0	6	153	0	1	0
1649	2	14	2	0	6	153	0	1	1
1649	2	9	26	0	8	209	0	1	1
1649	3	19	1	0	4	105	0	1	0
1649	3	30	25	0	4	105	0	1	0
1649	4	19	1	0	4	105	0	1	1
1649	4	30	25	0	4	105	0	1	1
1650	1	3	14	0	8	437	0	1	0
1650	2	3	14	0	8	437	0	1	1
1651	1	15	13	0	28	2292	0	1	0
1651	2	15	13	0	28	2292	0	1	1
1651	3	21	15	0	10	549	0	1	0
1651	4	21	15	0	10	549	0	1	1
1652	1	4	18	0	28	1095	0	1	0
1652	1	10	3	0	8	209	0	1	0
1652	2	10	3	0	8	209	0	1	1
1652	2	4	18	0	28	1095	0	1	1
1652	3	26	16	0	8	209	0	1	0
1652	3	30	25	0	4	105	0	1	0
1652	4	26	16	0	8	209	0	1	1
1652	4	30	25	0	4	105	0	1	1
1653	1	9	26	0	8	437	0	1	0
1653	2	9	26	0	8	437	0	1	1
1653	3	19	1	0	4	105	0	1	0
1653	3	20	29	0	28	1095	0	1	0
1653	4	19	1	0	4	105	0	1	1
1653	4	20	29	0	28	1095	0	1	1
1654	1	1	12	0	28	1095	0	0	0
1654	1	8	17	0	8	137	0	1	0
1654	2	8	17	0	8	209	0	1	1
1654	2	6	23	0	8	209	0	1	1
1654	3	16	17	0	4	69	0	1	0
1654	3	19	1	0	4	69	0	1	0
1654	3	25	4	0	8	137	0	1	0
1654	4	19	1	0	4	69	0	1	1
1654	4	25	4	0	8	137	0	1	1
1654	4	16	17	0	4	69	0	1	1
1655	1	6	23	0	8	137	0	1	0
1655	1	12	4	0	12	201	0	1	0
1655	1	13	16	0	10	173	0	1	0
1655	2	12	4	0	12	301	0	1	1
1655	2	13	16	0	10	261	0	1	1
1655	3	25	4	0	8	209	0	1	0
1655	3	29	3	0	10	261	0	1	0
1655	4	25	4	0	8	209	0	1	1
1655	4	29	3	0	10	261	0	1	1
1656	1	10	3	0	8	437	0	1	0
1656	2	10	3	0	8	437	0	1	1
1656	3	18	2	0	10	261	0	1	0
1656	3	20	29	0	28	1095	0	1	0
1656	4	18	2	0	10	261	0	1	1
1656	4	20	29	0	28	1095	0	1	1
1657	1	3	14	0	8	437	0	1	0
1657	2	3	14	0	8	437	0	1	1
1657	3	27	24	0	8	437	0	1	0
1657	4	27	24	0	8	437	0	1	1
1658	1	8	17	0	8	437	0	1	0
1658	2	8	17	0	8	437	0	1	1
1658	3	28	26	0	10	549	0	1	0
1658	4	28	26	0	10	549	0	1	1
1659	1	6	23	0	8	437	0	1	0
1659	2	6	23	0	8	437	0	1	1
1659	3	23	30	0	28	1095	0	1	0
1659	3	29	3	0	10	261	0	1	0
1659	4	29	3	0	10	261	0	1	1
1659	4	23	30	0	28	1095	0	1	1
1660	1	11	24	0	12	301	0	1	0
1660	1	13	16	0	10	261	0	1	0
1660	2	13	16	0	10	261	0	1	1
1660	2	11	24	0	12	301	0	1	1
1660	3	26	16	0	8	209	0	1	0
1660	3	28	26	0	10	261	0	1	0
1660	4	26	16	0	8	209	0	1	1
1660	4	28	26	0	10	261	0	1	1
1661	1	2	1	0	8	209	0	1	0
1661	1	12	4	0	12	301	0	1	0
1661	2	2	1	0	8	209	0	1	1
1661	2	12	4	0	12	301	0	1	1
1661	3	18	2	0	10	549	0	1	0
1661	4	18	2	0	10	549	0	1	1
1662	1	1	12	0	28	1095	0	1	0
1662	1	11	24	0	12	301	0	1	0
1662	2	1	12	0	28	1095	0	1	1
1662	2	11	24	0	12	301	0	1	1
1662	3	17	14	0	6	153	0	1	0
1662	3	27	24	0	8	209	0	1	0
1662	4	17	14	0	6	153	0	1	1
1662	4	27	24	0	8	209	0	1	1
1663	1	1	12	0	28	1095	0	1	0
1663	1	15	13	0	28	1095	0	1	0
1663	2	1	12	0	28	1095	0	1	1
1663	2	15	13	0	28	1095	0	1	1
1663	3	23	30	0	28	1095	0	1	0
1663	3	24	23	0	4	105	0	1	0
1663	4	24	23	0	4	105	0	1	1
1663	4	23	30	0	28	1095	0	1	1
1664	1	9	26	0	8	209	0	1	0
1664	1	14	2	0	6	153	0	1	0
1664	2	14	2	0	6	153	0	1	1
1664	2	9	26	0	8	209	0	1	1
1664	3	19	1	0	4	105	0	1	0
1664	3	30	25	0	4	105	0	1	0
1664	4	19	1	0	4	105	0	1	1
1664	4	30	25	0	4	105	0	1	1
1665	1	3	14	0	8	437	0	1	0
1665	2	3	14	0	8	437	0	1	1
1665	3	22	28	0	28	2292	0	1	0
1665	4	22	28	0	28	2292	0	1	1
1666	1	5	15	0	4	105	0	1	0
1666	1	15	13	0	28	1095	0	1	0
1666	2	15	13	0	28	1095	0	1	1
1666	2	5	15	0	4	105	0	1	1
1666	3	21	15	0	10	549	0	1	0
1666	4	21	15	0	10	549	0	1	1
1667	1	4	18	0	28	1095	0	1	0
1667	1	10	3	0	8	209	0	1	0
1667	2	10	3	0	8	209	0	1	1
1667	2	4	18	0	28	1095	0	1	1
1667	3	26	16	0	8	209	0	1	0
1667	3	30	25	0	4	105	0	1	0
1667	4	26	16	0	8	209	0	1	1
1667	4	30	25	0	4	105	0	1	1
1668	1	7	25	0	8	209	0	1	0
1668	1	9	26	0	8	209	0	1	0
1668	2	7	25	0	8	209	0	1	1
1668	2	9	26	0	8	209	0	1	1
1668	3	19	1	0	4	105	0	1	0
1668	3	20	29	0	28	1095	0	1	0
1668	4	19	1	0	4	105	0	1	1
1668	4	20	29	0	28	1095	0	1	1
1669	1	6	23	0	8	209	0	1	0
1669	1	8	17	0	8	209	0	1	0
1669	2	8	17	0	8	209	0	1	1
1669	2	6	23	0	8	209	0	1	1
1669	3	19	1	0	4	105	0	1	0
1669	3	25	4	0	8	209	0	1	0
1669	4	19	1	0	4	105	0	1	1
1669	4	25	4	0	8	209	0	1	1
1670	1	12	4	0	12	201	0	1	0
1670	1	15	13	0	28	1095	0	0	0
1670	2	12	4	0	12	301	0	1	1
1670	2	13	16	0	10	261	0	1	1
1670	3	25	4	0	8	209	0	1	0
1670	3	29	3	0	10	261	0	1	0
1670	4	25	4	0	8	209	0	1	1
1670	4	29	3	0	10	261	0	1	1
1671	1	4	18	0	28	749	0	1	0
1671	1	10	3	0	8	137	0	1	0
1671	1	13	16	0	10	173	0	1	0
1671	2	10	3	0	8	209	0	1	1
1671	2	4	18	0	28	1095	0	1	1
1671	3	18	2	0	10	261	0	1	0
1671	3	20	29	0	28	1095	0	1	0
1671	4	18	2	0	10	261	0	1	1
1671	4	20	29	0	28	1095	0	1	1
1672	1	3	14	0	8	437	0	1	0
1672	2	3	14	0	8	437	0	1	1
1672	3	22	28	0	28	2292	0	0	0
1672	4	27	24	0	8	437	0	1	1
1673	1	8	17	0	8	437	0	1	0
1673	2	8	17	0	8	437	0	1	1
1673	3	27	24	0	8	209	0	1	0
1673	3	28	26	0	10	261	0	1	0
1673	4	28	26	0	10	549	0	1	1
1674	1	6	23	0	8	437	0	1	0
1674	2	6	23	0	8	437	0	1	1
1674	3	23	30	0	28	1095	0	1	0
1674	3	29	3	0	10	261	0	1	0
1674	4	29	3	0	10	261	0	1	1
1674	4	23	30	0	28	1095	0	1	1
1675	1	11	24	0	12	301	0	1	0
1675	1	13	16	0	10	261	0	1	0
1675	2	13	16	0	10	261	0	1	1
1675	2	11	24	0	12	301	0	1	1
1675	3	20	29	0	28	1095	0	0	0
1675	3	28	26	0	10	173	0	1	0
1675	4	26	16	0	8	209	0	1	1
1675	4	28	26	0	10	261	0	1	1
1676	1	12	4	0	12	621	0	1	0
1676	2	12	4	0	12	621	0	1	1
1676	3	16	17	0	4	69	0	1	0
1676	3	18	2	0	10	173	0	1	0
1676	3	26	16	0	8	137	0	1	0
1676	4	18	2	0	10	261	0	1	1
1676	4	16	17	0	4	105	0	1	1
1677	1	1	12	0	28	1095	0	1	0
1677	1	11	24	0	12	301	0	1	0
1677	2	1	12	0	28	1095	0	1	1
1677	2	11	24	0	12	301	0	1	1
1677	3	27	24	0	8	437	0	1	0
1677	4	27	24	0	8	437	0	1	1
1678	1	1	12	0	28	1095	0	1	0
1678	1	15	13	0	28	1095	0	1	0
1678	2	1	12	0	28	1095	0	1	1
1678	2	15	13	0	28	1095	0	1	1
1678	3	23	30	0	28	1095	0	1	0
1678	3	24	23	0	4	105	0	1	0
1678	4	24	23	0	4	105	0	1	1
1678	4	23	30	0	28	1095	0	1	1
1679	1	9	26	0	8	209	0	1	0
1679	1	14	2	0	6	153	0	1	0
1679	2	14	2	0	6	153	0	1	1
1679	2	9	26	0	8	209	0	1	1
1679	3	19	1	0	4	105	0	1	0
1679	3	30	25	0	4	105	0	1	0
1679	4	19	1	0	4	105	0	1	1
1679	4	30	25	0	4	105	0	1	1
1680	1	3	14	0	8	209	0	1	0
1680	1	14	2	0	6	153	0	1	0
1680	2	14	2	0	6	153	0	1	1
1680	2	3	14	0	8	209	0	1	1
1681	1	5	15	0	4	105	0	1	0
1681	1	15	13	0	28	1095	0	1	0
1681	2	15	13	0	28	1095	0	1	1
1681	2	5	15	0	4	105	0	1	1
1681	3	21	15	0	10	549	0	1	0
1681	4	21	15	0	10	549	0	1	1
1682	1	4	18	0	28	1095	0	1	0
1682	1	10	3	0	8	209	0	1	0
1682	2	10	3	0	8	209	0	1	1
1682	2	4	18	0	28	1095	0	1	1
1682	3	26	16	0	8	209	0	1	0
1682	3	30	25	0	4	105	0	1	0
1682	4	26	16	0	8	209	0	1	1
1682	4	30	25	0	4	105	0	1	1
1683	1	9	26	0	8	437	0	1	0
1683	2	9	26	0	8	437	0	1	1
1683	3	19	1	0	4	105	0	1	0
1683	3	20	29	0	28	1095	0	1	0
1683	4	19	1	0	4	105	0	1	1
1683	4	20	29	0	28	1095	0	1	1
1684	1	6	23	0	8	209	0	1	0
1684	1	8	17	0	8	209	0	1	0
1684	2	8	17	0	8	209	0	1	1
1684	2	6	23	0	8	209	0	1	1
1684	3	25	4	0	8	437	0	1	0
1684	4	25	4	0	8	437	0	1	1
1685	1	12	4	0	12	301	0	1	0
1685	1	13	16	0	10	261	0	1	0
1685	2	12	4	0	12	301	0	1	1
1685	2	13	16	0	10	261	0	1	1
1685	3	25	4	0	8	209	0	1	0
1685	3	29	3	0	10	261	0	1	0
1685	4	25	4	0	8	209	0	1	1
1685	4	29	3	0	10	261	0	1	1
