% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.984	1	15	199	5	13	12	597	0	0	1
1.984	3	26	199	5	16	12	597	0	0	0
1.984	3	19	199	5	1	14	775	0	0	1
1.985	1	3	199	6	14	12	597	0	0	0
1.985	1	6	199	6	23	12	597	0	0	1
1.985	3	25	199	6	4	14	775	0	0	0
1.985	3	30	199	6	25	12	597	0	0	1
1.986	1	7	199	7	25	8	421	0	0	0
1.986	1	7	199	7	25	8	421	0	0	1
1.986	3	19	199	7	1	14	775	0	0	0
1.986	3	18	199	7	2	12	597	0	0	1
1.987	1	9	199	8	26	14	775	0	0	0
1.987	1	3	199	8	14	12	597	0	0	1
1.987	3	24	199	8	23	8	421	0	0	0
1.987	3	21	199	8	15	14	775	0	0	1
1.988	1	5	199	9	15	10	469	0	0	0
1.988	1	10	199	9	3	12	597	0	0	1
1.988	3	21	199	9	15	14	775	0	0	0
1.988	3	26	199	9	16	12	597	0	0	1
1.989	1	15	199	10	13	12	597	0	0	0
1.989	1	5	199	10	15	10	469	0	0	1
1.989	3	16	199	10	17	8	421	0	0	0
1.989	3	24	199	10	23	8	421	0	0	1
1.99	1	8	200	1	17	14	775	0	0	0
1.99	1	8	200	1	17	14	775	0	0	1
1.99	3	30	200	1	25	12	597	0	0	0
1.99	3	25	200	1	4	14	775	0	0	1
1.991	1	4	200	2	18	12	597	0	0	0
1.991	1	14	200	2	2	12	597	0	0	1
1.991	3	20	200	2	29	14	775	0	0	0
1.991	3	20	200	2	29	14	775	0	0	1
1.992	1	1	200	3	12	12	597	0	0	0
1.992	1	9	200	3	26	14	775	0	0	1
1.992	3	27	200	3	24	14	775	0	0	0
1.992	3	27	200	3	24	14	775	0	0	1
1.993	1	12	200	4	4	14	775	0	0	0
1.993	1	5	200	4	15	22	1383	0	0	1
1.993	3	17	200	4	14	10	469	0	0	0
1.993	3	22	200	4	28	20	1191	0	0	1
1.994	1	2	200	5	1	20	1191	0	0	0
1.994	1	1	200	5	12	24	1620	0	0	1
1.994	3	18	200	5	2	26	1836	0	0	0
1.994	3	16	200	5	17	22	1383	0	0	1
1.995	1	14	200	6	2	24	1620	0	0	0
1.995	1	13	200	6	16	12	597	0	0	1
1.995	3	25	200	6	4	24	1620	0	0	0
1.995	3	29	200	6	3	14	775	0	0	1
1.996	1	10	200	7	3	12	597	0	0	0
1.996	1	11	200	7	24	14	775	0	0	1
1.996	3	22	200	7	28	6	309	0	0	0
1.996	3	28	200	7	26	12	597	0	0	1
1.997	1	13	200	8	16	12	597	0	0	0
1.997	1	12	200	8	4	14	775	0	0	1
1.997	3	29	200	8	3	14	775	0	0	0
1.997	3	17	200	8	14	10	469	0	0	1
1.998	1	6	200	9	23	12	597	0	0	0
1.998	1	4	200	9	18	12	597	0	0	1
1.998	3	28	200	9	26	12	597	0	0	0
1.998	3	23	200	9	30	12	597	0	0	1
1.999	1	11	200	10	24	14	775	0	0	0
1.999	1	2	200	10	1	8	421	0	0	1
1.999	3	23	200	10	30	12	597	0	0	0
1.999	3	19	200	10	1	14	775	0	0	1
2	1	3	201	1	14	12	597	0	0	0
2	1	5	201	1	15	22	1383	0	0	1
2	3	26	201	1	16	12	597	0	0	0
2	3	22	201	1	28	20	1191	0	0	1
2.001	1	2	201	2	1	20	1191	0	0	0
2.001	1	1	201	2	12	24	1620	0	0	1
2.001	3	18	201	2	2	26	1836	0	0	0
2.001	3	16	201	2	17	22	1383	0	0	1
2.002	1	14	201	3	2	24	1620	0	0	0
2.002	1	15	201	3	13	12	597	0	0	1
2.002	3	25	201	3	4	24	1620	0	0	0
2.002	3	30	201	3	25	12	597	0	0	1
2.003	1	7	201	4	25	8	421	0	0	0
2.003	1	6	201	4	23	12	597	0	0	1
2.003	3	19	201	4	1	14	775	0	0	0
2.003	3	18	201	4	2	12	597	0	0	1
2.004	1	9	201	5	26	14	775	0	0	0
2.004	1	7	201	5	25	8	421	0	0	1
2.004	3	24	201	5	23	8	421	0	0	0
2.004	3	21	201	5	15	14	775	0	0	1
2.005	1	5	201	6	15	10	469	0	0	0
2.005	1	3	201	6	14	12	597	0	0	1
2.005	3	21	201	6	15	14	775	0	0	0
2.005	3	26	201	6	16	12	597	0	0	1
2.006	1	15	201	7	13	12	597	0	0	0
2.006	1	10	201	7	3	12	597	0	0	1
2.006	3	16	201	7	17	8	421	0	0	0
2.006	3	24	201	7	23	8	421	0	0	1
2.007	1	4	201	8	18	12	597	0	0	0
2.007	1	14	201	8	2	12	597	0	0	1
2.007	3	30	201	8	25	12	597	0	0	0
2.007	3	22	201	8	28	20	1191	0	0	1
2.008	1	2	201	9	1	20	1191	0	0	0
2.008	1	9	201	9	26	14	775	0	0	1
2.008	3	20	201	9	29	14	775	0	0	0
2.008	3	16	201	9	17	22	1383	0	0	1
2.009	1	1	201	10	12	12	597	0	0	0
2.009	1	13	201	10	16	12	597	0	0	1
2.009	3	17	201	10	14	10	469	0	0	0
2.009	3	25	201	10	4	14	775	0	0	1
2.01	1	12	202	1	4	14	775	0	0	0
2.01	1	11	202	1	24	14	775	0	0	1
2.01	3	22	202	1	28	6	309	0	0	0
2.01	3	20	202	1	29	14	775	0	0	1
2.011	1	10	202	2	3	12	597	0	0	0
2.011	1	12	202	2	4	14	775	0	0	1
2.011	3	27	202	2	24	14	775	0	0	0
2.011	3	27	202	2	24	14	775	0	0	1
2.012	1	13	202	3	16	12	597	0	0	0
2.012	1	4	202	3	18	12	597	0	0	1
2.012	3	29	202	3	3	14	775	0	0	0
2.012	3	29	202	3	3	14	775	0	0	1
2.013	1	5	202	4	15	22	1383	0	0	0
2.013	1	2	202	4	1	8	421	0	0	1
2.013	3	22	202	4	28	20	1191	0	0	0
2.013	3	28	202	4	26	12	597	0	0	1
2.014	1	6	202	5	23	24	1620	0	0	0
2.014	1	15	202	5	13	12	597	0	0	1
2.014	3	16	202	5	17	22	1383	0	0	0
2.014	3	22	202	5	28	20	1191	0	0	1
2.015	1	11	202	6	24	14	775	0	0	0
2.015	1	7	202	6	25	8	421	0	0	1
2.015	3	28	202	6	26	12	597	0	0	0
2.015	3	16	202	6	17	22	1383	0	0	1
2.016	1	3	202	7	14	12	597	0	0	0
2.016	1	3	202	7	14	12	597	0	0	1
2.016	3	23	202	7	30	12	597	0	0	0
2.016	3	17	202	7	14	10	469	0	0	1
2.017	1	7	202	8	25	8	421	0	0	0
2.017	1	10	202	8	3	12	597	0	0	1
2.017	3	26	202	8	16	12	597	0	0	0
2.017	3	23	202	8	30	12	597	0	0	1
2.018	1	9	202	9	26	14	775	0	0	0
2.018	1	6	202	9	23	12	597	0	0	1
2.018	3	19	202	9	1	14	775	0	0	0
2.018	3	19	202	9	1	14	775	0	0	1
2.019	1	15	202	10	13	12	597	0	0	0
2.019	1	14	202	10	2	12	597	0	0	1
2.019	3	24	202	10	23	8	421	0	0	0
2.019	3	30	202	10	25	12	597	0	0	1
2.02	1	4	203	1	18	12	597	0	0	0
2.02	1	9	203	1	26	14	775	0	0	1
2.02	3	21	203	1	15	14	775	0	0	0
2.02	3	18	203	1	2	12	597	0	0	1
2.021	1	1	203	2	12	24	1620	0	0	0
2.021	1	13	203	2	16	12	597	0	0	1
2.021	3	17	203	2	14	22	1383	0	0	0
2.021	3	21	203	2	15	14	775	0	0	1
2.022	1	7	203	3	25	20	1191	0	0	0
2.022	1	11	203	3	24	14	775	0	0	1
2.022	3	21	203	3	15	28	2196	0	0	0
2.022	3	26	203	3	16	12	597	0	0	1
2.023	1	2	203	4	1	20	1191	0	0	0
2.023	1	12	203	4	4	14	775	0	0	1
2.023	3	18	203	4	2	26	1836	0	0	0
2.023	3	24	203	4	23	8	421	0	0	1
2.024	1	12	203	5	4	14	775	0	0	0
2.024	1	4	203	5	18	12	597	0	0	1
2.024	3	30	203	5	25	12	597	0	0	0
2.024	3	25	203	5	4	14	775	0	0	1
2.025	1	8	203	6	17	14	775	0	0	0
2.025	1	8	203	6	17	14	775	0	0	1
2.025	3	20	203	6	29	14	775	0	0	0
2.025	3	20	203	6	29	14	775	0	0	1
2.026	1	10	203	7	3	12	597	0	0	0
2.026	1	2	203	7	1	8	421	0	0	1
2.026	3	29	203	7	3	14	775	0	0	0
2.026	3	29	203	7	3	14	775	0	0	1
2.027	1	13	203	8	16	12	597	0	0	0
2.027	1	15	203	8	13	12	597	0	0	1
2.027	3	27	203	8	24	14	775	0	0	0
2.027	3	27	203	8	24	14	775	0	0	1
2.028	1	1	203	9	12	24	1620	0	0	0
2.028	1	7	203	9	25	8	421	0	0	1
2.028	3	17	203	9	14	22	1383	0	0	0
2.028	3	28	203	9	26	12	597	0	0	1
2.029	1	7	203	10	25	20	1191	0	0	0
2.029	1	3	203	10	14	12	597	0	0	1
2.029	3	21	203	10	15	28	2196	0	0	0
2.029	3	17	203	10	14	10	469	0	0	1
2.03	1	2	204	1	1	20	1191	0	0	0
2.03	1	1	204	1	12	12	597	0	0	1
2.03	3	18	204	1	2	26	1836	0	0	0
2.03	3	23	204	1	30	12	597	0	0	1
2.031	1	11	204	2	24	14	775	0	0	0
2.031	1	10	204	2	3	12	597	0	0	1
2.031	3	28	204	2	26	12	597	0	0	0
2.031	3	19	204	2	1	14	775	0	0	1
2.032	1	3	204	3	14	12	597	0	0	0
2.032	1	14	204	3	2	12	597	0	0	1
2.032	3	23	204	3	30	12	597	0	0	0
2.032	3	30	204	3	25	12	597	0	0	1
2.033	1	9	204	4	26	14	775	0	0	0
2.033	1	6	204	4	23	12	597	0	0	1
2.033	3	25	204	4	4	14	775	0	0	0
2.033	3	18	204	4	2	12	597	0	0	1
2.034	1	15	204	5	13	12	597	0	0	0
2.034	1	9	204	5	26	14	775	0	0	1
2.034	3	26	204	5	16	12	597	0	0	0
2.034	3	21	204	5	15	14	775	0	0	1
2.035	1	4	204	6	18	12	597	0	0	0
2.035	1	13	204	6	16	12	597	0	0	1
2.035	3	19	204	6	1	14	775	0	0	0
2.035	3	26	204	6	16	12	597	0	0	1
2.036	1	7	204	7	25	20	1191	0	0	0
2.036	1	11	204	7	24	14	775	0	0	1
2.036	3	21	204	7	15	28	2196	0	0	0
2.036	3	24	204	7	23	8	421	0	0	1
2.037	1	2	204	8	1	20	1191	0	0	0
2.037	1	5	204	8	15	10	469	0	0	1
2.037	3	24	204	8	23	8	421	0	0	0
2.037	3	25	204	8	4	14	775	0	0	1
2.038	1	14	204	9	2	12	597	0	0	0
2.038	1	12	204	9	4	14	775	0	0	1
2.038	3	30	204	9	25	12	597	0	0	0
2.038	3	29	204	9	3	14	775	0	0	1
2.039	1	12	204	10	4	14	775	0	0	0
2.039	1	4	204	10	18	12	597	0	0	1
2.039	3	29	204	10	3	14	775	0	0	0
2.039	3	16	204	10	17	8	421	0	0	1
2.04	1	10	205	1	3	12	597	0	0	0
2.04	1	2	205	1	1	8	421	0	0	1
2.04	3	20	205	1	29	14	775	0	0	0
2.04	3	20	205	1	29	14	775	0	0	1
2.041	1	13	205	2	16	12	597	0	0	0
2.041	1	15	205	2	13	12	597	0	0	1
2.041	3	28	205	2	26	12	597	0	0	0
2.041	3	28	205	2	26	12	597	0	0	1
2.042	1	11	205	3	24	14	775	0	0	0
2.042	1	14	205	3	2	24	1620	0	0	1
2.042	3	23	205	3	30	12	597	0	0	0
2.042	3	18	205	3	2	26	1836	0	0	1
2.043	1	3	205	4	14	12	597	0	0	0
2.043	1	2	205	4	1	20	1191	0	0	1
2.043	3	25	205	4	4	14	775	0	0	0
2.043	3	25	205	4	4	24	1620	0	0	1
2.044	1	9	205	5	26	14	775	0	0	0
2.044	1	6	205	5	23	12	597	0	0	1
2.044	3	26	205	5	16	12	597	0	0	0
2.044	3	17	205	5	14	10	469	0	0	1
2.045	1	15	205	6	13	12	597	0	0	0
2.045	1	3	205	6	14	12	597	0	0	1
2.045	3	19	205	6	1	14	775	0	0	0
2.045	3	23	205	6	30	12	597	0	0	1
2.046	1	6	205	7	23	12	597	0	0	0
2.046	1	7	205	7	25	8	421	0	0	1
2.046	3	27	205	7	24	14	775	0	0	0
2.046	3	27	205	7	24	14	775	0	0	1
2.047	1	4	205	8	18	12	597	0	0	0
2.047	1	1	205	8	12	12	597	0	0	1
2.047	3	24	205	8	23	8	421	0	0	0
2.047	3	19	205	8	1	14	775	0	0	1
2.048	1	14	205	9	2	12	597	0	0	0
2.048	1	10	205	9	3	12	597	0	0	1
2.048	3	30	205	9	25	12	597	0	0	0
2.048	3	30	205	9	25	12	597	0	0	1
2.049	1	12	205	10	4	14	775	0	0	0
2.049	1	14	205	10	2	24	1620	0	0	1
2.049	3	20	205	10	29	14	775	0	0	0
2.049	3	18	205	10	2	26	1836	0	0	1
2.05	1	10	206	1	3	12	597	0	0	0
2.05	1	2	206	1	1	20	1191	0	0	1
2.05	3	29	206	1	3	14	775	0	0	0
2.05	3	25	206	1	4	24	1620	0	0	1
2.051	1	5	206	2	15	10	469	0	0	0
2.051	1	9	206	2	26	14	775	0	0	1
2.051	3	28	206	2	26	12	597	0	0	0
2.051	3	21	206	2	15	14	775	0	0	1
2.052	1	13	206	3	16	12	597	0	0	0
2.052	1	13	206	3	16	12	597	0	0	1
2.052	3	23	206	3	30	12	597	0	0	0
2.052	3	22	206	3	28	6	309	0	0	1
2.053	1	1	206	4	12	12	597	0	0	0
2.053	1	11	206	4	24	14	775	0	0	1
2.053	3	25	206	4	4	14	775	0	0	0
2.053	3	26	206	4	16	12	597	0	0	1
2.054	1	14	206	5	2	24	1620	0	0	0
2.054	1	5	206	5	15	10	469	0	0	1
2.054	3	18	206	5	2	26	1836	0	0	0
2.054	3	24	206	5	23	8	421	0	0	1
2.055	1	2	206	6	1	20	1191	0	0	0
2.055	1	12	206	6	4	14	775	0	0	1
2.055	3	19	206	6	1	22	1383	0	0	0
2.055	3	20	206	6	29	14	775	0	0	1
2.056	1	11	206	7	24	14	775	0	0	0
2.056	1	4	206	7	18	12	597	0	0	1
2.056	3	26	206	7	16	12	597	0	0	0
2.056	3	29	206	7	3	14	775	0	0	1
2.057	1	3	206	8	14	12	597	0	0	0
2.057	1	2	206	8	1	20	1191	0	0	1
2.057	3	17	206	8	14	10	469	0	0	0
2.057	3	16	206	8	17	8	421	0	0	1
2.058	1	9	206	9	26	14	775	0	0	0
2.058	1	15	206	9	13	12	597	0	0	1
2.058	3	16	206	9	17	8	421	0	0	0
2.058	3	28	206	9	26	12	597	0	0	1
2.059	1	15	206	10	13	12	597	0	0	0
2.059	1	6	206	10	23	12	597	0	0	1
2.059	3	24	206	10	23	8	421	0	0	0
2.059	3	17	206	10	14	10	469	0	0	1
2.06	1	8	207	1	17	14	775	0	0	0
2.06	1	8	207	1	17	14	775	0	0	1
2.06	3	30	207	1	25	12	597	0	0	0
2.06	3	23	207	1	30	12	597	0	0	1
2.061	1	14	207	2	2	24	1620	0	0	0
2.061	1	3	207	2	14	12	597	0	0	1
2.061	3	18	207	2	2	26	1836	0	0	0
2.061	3	19	207	2	1	14	775	0	0	1
2.062	1	2	207	3	1	20	1191	0	0	0
2.062	1	7	207	3	25	8	421	0	0	1
2.062	3	19	207	3	1	22	1383	0	0	0
2.062	3	27	207	3	24	14	775	0	0	1
2.063	1	6	207	4	23	12	597	0	0	0
2.063	1	1	207	4	12	12	597	0	0	1
2.063	3	27	207	4	24	14	775	0	0	0
2.063	3	30	207	4	25	12	597	0	0	1
2.064	1	4	207	5	18	12	597	0	0	0
2.064	1	14	207	5	2	24	1620	0	0	1
2.064	3	20	207	5	29	14	775	0	0	0
2.064	3	18	207	5	2	26	1836	0	0	1
2.065	1	12	207	6	4	14	775	0	0	0
2.065	1	2	207	6	1	20	1191	0	0	1
2.065	3	21	207	6	15	14	775	0	0	0
2.065	3	25	207	6	4	24	1620	0	0	1
2.066	1	7	207	7	25	8	421	0	0	0
2.066	1	10	207	7	3	12	597	0	0	1
2.066	3	29	207	7	3	14	775	0	0	0
2.066	3	21	207	7	15	14	775	0	0	1
2.067	1	10	207	8	3	12	597	0	0	0
2.067	1	9	207	8	26	14	775	0	0	1
2.067	3	22	207	8	28	6	309	0	0	0
2.067	3	26	207	8	16	12	597	0	0	1
2.068	1	5	207	9	15	10	469	0	0	0
2.068	1	13	207	9	16	12	597	0	0	1
2.068	3	28	207	9	26	12	597	0	0	0
2.068	3	22	207	9	28	6	309	0	0	1
2.069	1	2	207	10	1	20	1191	0	0	0
2.069	1	11	207	10	24	14	775	0	0	1
2.069	3	23	207	10	30	12	597	0	0	0
2.069	3	24	207	10	23	8	421	0	0	1
2.07	1	13	208	1	16	12	597	0	0	0
2.07	1	5	208	1	15	10	469	0	0	1
2.07	3	25	208	1	4	14	775	0	0	0
2.07	3	20	208	1	29	14	775	0	0	1
2.071	1	1	208	2	12	24	1620	0	0	0
2.071	1	12	208	2	4	14	775	0	0	1
2.071	3	22	208	2	28	20	1191	0	0	0
2.071	3	29	208	2	3	14	775	0	0	1
2.072	1	5	208	3	15	22	1383	0	0	0
2.072	1	12	208	3	4	24	1620	0	0	1
2.072	3	16	208	3	17	22	1383	0	0	0
2.072	3	18	208	3	2	26	1836	0	0	1
2.073	1	11	208	4	24	14	775	0	0	0
2.073	1	4	208	4	18	24	1620	0	0	1
2.073	3	26	208	4	16	12	597	0	0	0
2.073	3	22	208	4	28	20	1191	0	0	1
2.074	1	3	208	5	14	12	597	0	0	0
2.074	1	7	208	5	25	20	1191	0	0	1
2.074	3	17	208	5	14	10	469	0	0	0
2.074	3	16	208	5	17	22	1383	0	0	1
2.075	1	9	208	6	26	14	775	0	0	0
2.075	1	15	208	6	13	12	597	0	0	1
2.075	3	24	208	6	23	8	421	0	0	0
2.075	3	28	208	6	26	12	597	0	0	1
2.076	1	15	208	7	13	12	597	0	0	0
2.076	1	6	208	7	23	12	597	0	0	1
2.076	3	30	208	7	25	12	597	0	0	0
2.076	3	17	208	7	14	10	469	0	0	1
2.077	1	6	208	8	23	12	597	0	0	0
2.077	1	3	208	8	14	12	597	0	0	1
2.077	3	20	208	8	29	14	775	0	0	0
2.077	3	23	208	8	30	12	597	0	0	1
2.078	1	1	208	9	12	24	1620	0	0	0
2.078	1	1	208	9	12	12	597	0	0	1
2.078	3	22	208	9	28	20	1191	0	0	0
2.078	3	19	208	9	1	14	775	0	0	1
2.079	1	5	208	10	15	22	1383	0	0	0
2.079	1	12	208	10	4	24	1620	0	0	1
2.079	3	16	208	10	17	22	1383	0	0	0
2.079	3	18	208	10	2	26	1836	0	0	1
2.08	1	4	209	1	18	12	597	0	0	0
2.08	1	4	209	1	18	24	1620	0	0	1
2.08	3	21	209	1	15	14	775	0	0	0
2.08	3	22	209	1	28	20	1191	0	0	1
2.081	1	12	209	2	4	14	775	0	0	0
2.081	1	7	209	2	25	20	1191	0	0	1
2.081	3	27	209	2	24	14	775	0	0	0
2.081	3	16	209	2	17	22	1383	0	0	1
2.082	1	10	209	3	3	12	597	0	0	0
2.082	1	10	209	3	3	12	597	0	0	1
2.082	3	29	209	3	3	14	775	0	0	0
2.082	3	27	209	3	24	14	775	0	0	1
2.083	1	7	209	4	25	8	421	0	0	0
2.083	1	9	209	4	26	14	775	0	0	1
2.083	3	28	209	4	26	12	597	0	0	0
2.083	3	30	209	4	25	12	597	0	0	1
2.084	1	13	209	5	16	12	597	0	0	0
2.084	1	13	209	5	16	12	597	0	0	1
2.084	3	19	209	5	1	14	775	0	0	0
2.084	3	21	209	5	15	14	775	0	0	1
2.085	1	3	209	6	14	24	1620	0	0	0
2.085	1	11	209	6	24	14	775	0	0	1
2.085	3	22	209	6	28	20	1191	0	0	0
2.085	3	26	209	6	16	12	597	0	0	1
2.086	1	6	209	7	23	24	1620	0	0	0
2.086	1	5	209	7	15	10	469	0	0	1
2.086	3	16	209	7	17	22	1383	0	0	0
2.086	3	24	209	7	23	8	421	0	0	1
2.087	1	11	209	8	24	14	775	0	0	0
2.087	1	15	209	8	13	12	597	0	0	1
2.087	3	23	209	8	30	12	597	0	0	0
2.087	3	22	209	8	28	20	1191	0	0	1
2.088	1	9	209	9	26	14	775	0	0	0
2.088	1	7	209	9	25	20	1191	0	0	1
2.088	3	25	209	9	4	14	775	0	0	0
2.088	3	16	209	9	17	22	1383	0	0	1
2.089	1	15	209	10	13	12	597	0	0	0
2.089	1	6	209	10	23	12	597	0	0	1
2.089	3	26	209	10	16	12	597	0	0	0
2.089	3	20	209	10	29	14	775	0	0	1
2.09	1	4	210	1	18	12	597	0	0	0
2.09	1	3	210	1	14	12	597	0	0	1
2.09	3	17	210	1	14	10	469	0	0	0
2.09	3	29	210	1	3	14	775	0	0	1
2.091	1	12	210	2	4	14	775	0	0	0
2.091	1	1	210	2	12	12	597	0	0	1
2.091	3	24	210	2	23	8	421	0	0	0
2.091	3	28	210	2	26	12	597	0	0	1
2.092	1	3	210	3	14	24	1620	0	0	0
2.092	1	10	210	3	3	12	597	0	0	1
2.092	3	22	210	3	28	20	1191	0	0	0
2.092	3	17	210	3	14	10	469	0	0	1
2.093	1	6	210	4	23	24	1620	0	0	0
2.093	1	9	210	4	26	14	775	0	0	1
2.093	3	16	210	4	17	22	1383	0	0	0
2.093	3	23	210	4	30	12	597	0	0	1
2.094	1	10	210	5	3	12	597	0	0	0
2.094	1	13	210	5	16	12	597	0	0	1
2.094	3	30	210	5	25	12	597	0	0	0
2.094	3	22	210	5	28	20	1191	0	0	1
2.095	1	8	210	6	17	14	775	0	0	0
2.095	1	8	210	6	17	14	775	0	0	1
2.095	3	20	210	6	29	14	775	0	0	0
2.095	3	16	210	6	17	22	1383	0	0	1
2.096	1	7	210	7	25	8	421	0	0	0
2.096	1	5	210	7	15	10	469	0	0	1
2.096	3	21	210	7	15	14	775	0	0	0
2.096	3	19	210	7	1	14	775	0	0	1
2.097	1	13	210	8	16	12	597	0	0	0
2.097	1	6	210	8	23	24	1620	0	0	1
2.097	3	27	210	8	24	14	775	0	0	0
2.097	3	21	210	8	15	28	2196	0	0	1
2.098	1	14	210	9	2	12	597	0	0	0
2.098	1	3	210	9	14	24	1620	0	0	1
2.098	3	29	210	9	3	14	775	0	0	0
2.098	3	22	210	9	28	20	1191	0	0	1
2.099	1	11	210	10	24	14	775	0	0	0
2.099	1	11	210	10	24	14	775	0	0	1
2.099	3	28	210	10	26	12	597	0	0	0
2.099	3	27	210	10	24	14	775	0	0	1
2.1	1	9	211	1	26	14	775	0	0	0
2.1	1	15	211	1	13	12	597	0	0	1
2.1	3	19	211	1	1	14	775	0	0	0
2.1	3	30	211	1	25	12	597	0	0	1
2.101	1	15	211	2	13	12	597	0	0	0
2.101	1	1	211	2	12	12	597	0	0	1
2.101	3	23	211	2	30	12	597	0	0	0
2.101	3	26	211	2	16	12	597	0	0	1
2.102	1	2	211	3	1	8	421	0	0	0
2.102	1	10	211	3	3	12	597	0	0	1
2.102	3	25	211	3	4	14	775	0	0	0
2.102	3	24	211	3	23	8	421	0	0	1
2.103	1	4	211	4	18	12	597	0	0	0
2.103	1	4	211	4	18	12	597	0	0	1
2.103	3	26	211	4	16	12	597	0	0	0
2.103	3	20	211	4	29	14	775	0	0	1
2.104	1	1	211	5	12	12	597	0	0	0
2.104	1	6	211	5	23	24	1620	0	0	1
2.104	3	17	211	5	14	10	469	0	0	0
2.104	3	21	211	5	15	28	2196	0	0	1
2.105	1	12	211	6	4	14	775	0	0	0
2.105	1	3	211	6	14	24	1620	0	0	1
2.105	3	24	211	6	23	8	421	0	0	0
2.105	3	22	211	6	28	20	1191	0	0	1
2.106	1	10	211	7	3	12	597	0	0	0
2.106	1	13	211	7	16	12	597	0	0	1
2.106	3	30	211	7	25	12	597	0	0	0
2.106	3	29	211	7	3	14	775	0	0	1
2.107	1	7	211	8	25	8	421	0	0	0
2.107	1	12	211	8	4	14	775	0	0	1
2.107	3	20	211	8	29	14	775	0	0	0
2.107	3	28	211	8	26	12	597	0	0	1
2.108	1	13	211	9	16	12	597	0	0	0
2.108	1	5	211	9	15	10	469	0	0	1
2.108	3	21	211	9	15	14	775	0	0	0
2.108	3	17	211	9	14	10	469	0	0	1
2.109	1	14	211	10	2	12	597	0	0	0
2.109	1	11	211	10	24	14	775	0	0	1
2.109	3	29	211	10	3	14	775	0	0	0
2.109	3	23	211	10	30	12	597	0	0	1
2.11	1	11	212	1	24	14	775	0	0	0
2.11	1	9	212	1	26	14	775	0	0	1
2.11	3	28	212	1	26	12	597	0	0	0
2.11	3	25	212	1	4	14	775	0	0	1
2.111	1	5	212	2	15	10	469	0	0	0
2.111	1	7	212	2	25	8	421	0	0	1
2.111	3	19	212	2	1	14	775	0	0	0
2.111	3	21	212	2	15	28	2196	0	0	1
2.112	1	9	212	3	26	14	775	0	0	0
2.112	1	14	212	3	2	12	597	0	0	1
2.112	3	23	212	3	30	12	597	0	0	0
2.112	3	22	212	3	28	20	1191	0	0	1
2.113	1	15	212	4	13	12	597	0	0	0
2.113	1	15	212	4	13	12	597	0	0	1
2.113	3	25	212	4	4	14	775	0	0	0
2.113	3	19	212	4	1	14	775	0	0	1
2.114	1	2	212	5	1	8	421	0	0	0
2.114	1	1	212	5	12	12	597	0	0	1
2.114	3	26	212	5	16	12	597	0	0	0
2.114	3	30	212	5	25	12	597	0	0	1
2.115	1	4	212	6	18	12	597	0	0	0
2.115	1	4	212	6	18	12	597	0	0	1
2.115	3	17	212	6	14	10	469	0	0	0
2.115	3	26	212	6	16	12	597	0	0	1
2.116	1	1	212	7	12	12	597	0	0	0
2.116	1	2	212	7	1	8	421	0	0	1
2.116	3	27	212	7	24	14	775	0	0	0
2.116	3	27	212	7	24	14	775	0	0	1
2.117	1	3	212	8	14	12	597	0	0	0
2.117	1	10	212	8	3	12	597	0	0	1
2.117	3	16	212	8	17	8	421	0	0	0
2.117	3	24	212	8	23	8	421	0	0	1
2.118	1	12	212	9	4	14	775	0	0	0
2.118	1	13	212	9	16	12	597	0	0	1
2.118	3	30	212	9	25	12	597	0	0	0
2.118	3	20	212	9	29	14	775	0	0	1
2.119	1	10	212	10	3	12	597	0	0	0
2.119	1	9	212	10	26	14	775	0	0	1
2.119	3	24	212	10	23	8	421	0	0	0
2.119	3	22	212	10	28	20	1191	0	0	1
2.12	1	7	213	1	25	8	421	0	0	0
2.12	1	12	213	1	4	14	775	0	0	1
2.12	3	18	213	1	2	12	597	0	0	0
2.12	3	16	213	1	17	8	421	0	0	1
2.121	1	6	213	2	23	12	597	0	0	0
2.121	1	5	213	2	15	10	469	0	0	1
2.121	3	20	213	2	29	14	775	0	0	0
2.121	3	28	213	2	26	12	597	0	0	1
2.122	1	13	213	3	16	12	597	0	0	0
2.122	1	11	213	3	24	14	775	0	0	1
2.122	3	21	213	3	15	14	775	0	0	0
2.122	3	17	213	3	14	10	469	0	0	1
2.123	1	14	213	4	2	12	597	0	0	0
2.123	1	7	213	4	25	8	421	0	0	1
2.123	3	28	213	4	26	12	597	0	0	0
2.123	3	23	213	4	30	12	597	0	0	1
2.124	1	11	213	5	24	14	775	0	0	0
2.124	1	14	213	5	2	12	597	0	0	1
2.124	3	19	213	5	1	14	775	0	0	0
2.124	3	25	213	5	4	14	775	0	0	1
2.125	1	5	213	6	15	10	469	0	0	0
2.125	1	15	213	6	13	12	597	0	0	1
2.125	3	29	213	6	3	14	775	0	0	0
2.125	3	29	213	6	3	14	775	0	0	1
2.126	1	9	213	7	26	14	775	0	0	0
2.126	1	1	213	7	12	12	597	0	0	1
2.126	3	22	213	7	28	6	309	0	0	0
2.126	3	19	213	7	1	14	775	0	0	1
2.127	1	15	213	8	13	12	597	0	0	0
2.127	1	10	213	8	3	12	597	0	0	1
2.127	3	23	213	8	30	12	597	0	0	0
2.127	3	26	213	8	16	12	597	0	0	1
2.128	1	2	213	9	1	8	421	0	0	0
