% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.447	3	25	145	8	4	14	775	0	0	0
1.447	3	25	145	8	4	14	775	0	0	1
1.448	1	3	145	9	14	12	597	0	0	0
1.448	1	4	145	9	18	12	597	0	0	1
1.448	3	29	145	9	3	14	775	0	0	0
1.448	3	22	145	9	28	6	309	0	0	1
1.449	1	2	145	10	1	8	421	0	0	0
1.449	1	7	145	10	25	8	421	0	0	1
1.449	3	18	145	10	2	12	597	0	0	0
1.449	3	20	145	10	29	14	775	0	0	1
1.45	1	5	146	1	15	10	469	0	0	0
1.45	1	8	146	1	17	14	775	0	0	1
1.45	3	28	146	1	26	12	597	0	0	0
1.45	3	26	146	1	16	14	775	0	0	1
1.451	1	6	146	2	23	12	597	0	0	0
1.451	1	11	146	2	24	14	775	0	0	1
1.451	3	17	146	2	14	10	469	0	0	0
1.451	3	27	146	2	24	14	775	0	0	1
1.452	1	13	146	3	16	12	597	0	0	0
1.452	1	12	146	3	4	14	775	0	0	1
1.452	3	23	146	3	30	12	597	0	0	0
1.452	3	29	146	3	3	14	775	0	0	1
1.453	1	11	146	4	24	14	775	0	0	0
1.453	1	1	146	4	12	12	597	0	0	1
1.453	3	16	146	4	17	8	421	0	0	0
1.453	3	28	146	4	26	12	597	0	0	1
1.454	1	1	146	5	12	12	597	0	0	0
1.454	1	15	146	5	13	12	597	0	0	1
1.454	3	24	146	5	23	8	421	0	0	0
1.454	3	18	146	5	2	12	597	0	0	1
1.455	1	9	146	6	26	14	775	0	0	0
1.455	1	14	146	6	2	12	597	0	0	1
1.455	3	27	146	6	24	14	775	0	0	0
1.455	3	24	146	6	23	8	421	0	0	1
1.456	1	14	146	7	2	12	597	0	0	0
1.456	1	3	146	7	14	12	597	0	0	1
1.456	3	22	146	7	28	6	309	0	0	0
1.456	3	17	146	7	14	10	469	0	0	1
1.457	1	7	146	8	25	8	421	0	0	0
1.457	1	5	146	8	15	10	469	0	0	1
1.457	3	26	146	8	16	14	775	0	0	0
1.457	3	23	146	8	30	12	597	0	0	1
1.458	1	15	146	9	13	12	597	0	0	0
1.458	1	10	146	9	3	12	597	0	0	1
1.458	3	19	146	9	1	14	775	0	0	0
1.458	3	30	146	9	25	12	597	0	0	1
1.459	1	4	146	10	18	12	597	0	0	0
1.459	1	9	146	10	26	14	775	0	0	1
1.459	3	21	146	10	15	14	775	0	0	0
1.459	3	16	146	10	17	8	421	0	0	1
1.46	1	8	147	1	17	14	775	0	0	0
1.46	1	6	147	1	23	12	597	0	0	1
1.46	3	30	147	1	25	12	597	0	0	0
1.46	3	21	147	1	15	14	775	0	0	1
1.461	1	12	147	2	4	14	775	0	0	0
1.461	1	13	147	2	16	12	597	0	0	1
1.461	3	20	147	2	29	14	775	0	0	0
1.461	3	19	147	2	1	14	775	0	0	1
1.462	1	10	147	3	3	12	597	0	0	0
1.462	1	4	147	3	18	12	597	0	0	1
1.462	3	25	147	3	4	14	775	0	0	0
1.462	3	25	147	3	4	14	775	0	0	1
1.463	1	3	147	4	14	12	597	0	0	0
1.463	1	2	147	4	1	8	421	0	0	1
1.463	3	29	147	4	3	14	775	0	0	0
1.463	3	20	147	4	29	14	775	0	0	1
1.464	1	5	147	5	15	10	469	0	0	0
1.464	1	7	147	5	25	8	421	0	0	1
1.464	3	18	147	5	2	12	597	0	0	0
1.464	3	22	147	5	28	6	309	0	0	1
1.465	1	2	147	6	1	8	421	0	0	0
1.465	1	8	147	6	17	14	775	0	0	1
1.465	3	28	147	6	26	12	597	0	0	0
1.465	3	26	147	6	16	14	775	0	0	1
1.466	1	6	147	7	23	12	597	0	0	0
1.466	1	11	147	7	24	14	775	0	0	1
1.466	3	17	147	7	14	10	469	0	0	0
1.466	3	27	147	7	24	14	775	0	0	1
1.467	1	13	147	8	16	12	597	0	0	0
1.467	1	12	147	8	4	14	775	0	0	1
1.467	3	23	147	8	30	12	597	0	0	0
1.467	3	29	147	8	3	14	775	0	0	1
1.468	1	11	147	9	24	14	775	0	0	0
1.468	1	1	147	9	12	12	597	0	0	1
1.468	3	16	147	9	17	8	421	0	0	0
1.468	3	28	147	9	26	12	597	0	0	1
1.469	1	1	147	10	12	12	597	0	0	0
1.469	1	15	147	10	13	12	597	0	0	1
1.469	3	24	147	10	23	8	421	0	0	0
1.469	3	18	147	10	2	12	597	0	0	1
1.47	1	9	148	1	26	14	775	0	0	0
1.47	1	14	148	1	2	12	597	0	0	1
1.47	3	27	148	1	24	14	775	0	0	0
1.47	3	17	148	1	14	10	469	0	0	1
1.471	1	14	148	2	2	12	597	0	0	0
1.471	1	3	148	2	14	12	597	0	0	1
1.471	3	22	148	2	28	6	309	0	0	0
1.471	3	24	148	2	23	8	421	0	0	1
1.472	1	7	148	3	25	8	421	0	0	0
1.472	1	5	148	3	15	10	469	0	0	1
1.472	3	26	148	3	16	14	775	0	0	0
1.472	3	23	148	3	30	12	597	0	0	1
1.473	1	15	148	4	13	12	597	0	0	0
1.473	1	10	148	4	3	12	597	0	0	1
1.473	3	19	148	4	1	14	775	0	0	0
1.473	3	30	148	4	25	12	597	0	0	1
1.474	1	4	148	5	18	12	597	0	0	0
1.474	1	9	148	5	26	14	775	0	0	1
1.474	3	21	148	5	15	14	775	0	0	0
1.474	3	16	148	5	17	8	421	0	0	1
1.475	1	8	148	6	17	14	775	0	0	0
1.475	1	6	148	6	23	12	597	0	0	1
1.475	3	30	148	6	25	12	597	0	0	0
1.475	3	21	148	6	15	14	775	0	0	1
1.476	1	12	148	7	4	14	775	0	0	0
1.476	1	13	148	7	16	12	597	0	0	1
1.476	3	20	148	7	29	14	775	0	0	0
1.476	3	19	148	7	1	14	775	0	0	1
1.477	1	10	148	8	3	12	597	0	0	0
1.477	1	4	148	8	18	12	597	0	0	1
1.477	3	25	148	8	4	14	775	0	0	0
1.477	3	25	148	8	4	14	775	0	0	1
1.478	1	3	148	9	14	12	597	0	0	0
1.478	1	2	148	9	1	8	421	0	0	1
1.478	3	29	148	9	3	14	775	0	0	0
1.478	3	20	148	9	29	14	775	0	0	1
1.479	1	5	148	10	15	10	469	0	0	0
1.479	1	7	148	10	25	8	421	0	0	1
1.479	3	18	148	10	2	12	597	0	0	0
1.479	3	22	148	10	28	6	309	0	0	1
1.48	1	2	149	1	1	8	421	0	0	0
1.48	1	8	149	1	17	14	775	0	0	1
1.48	3	28	149	1	26	12	597	0	0	0
1.48	3	26	149	1	16	14	775	0	0	1
1.481	1	6	149	2	23	12	597	0	0	0
1.481	1	11	149	2	24	14	775	0	0	1
1.481	3	17	149	2	14	10	469	0	0	0
1.481	3	27	149	2	24	14	775	0	0	1
1.482	1	13	149	3	16	12	597	0	0	0
1.482	1	12	149	3	4	14	775	0	0	1
1.482	3	23	149	3	30	12	597	0	0	0
1.482	3	29	149	3	3	14	775	0	0	1
1.483	1	11	149	4	24	14	775	0	0	0
1.483	1	1	149	4	12	12	597	0	0	1
1.483	3	16	149	4	17	8	421	0	0	0
1.483	3	28	149	4	26	12	597	0	0	1
1.484	1	1	149	5	12	12	597	0	0	0
1.484	1	15	149	5	13	12	597	0	0	1
1.484	3	24	149	5	23	8	421	0	0	0
1.484	3	18	149	5	2	12	597	0	0	1
1.485	1	9	149	6	26	14	775	0	0	0
1.485	1	14	149	6	2	12	597	0	0	1
1.485	3	27	149	6	24	14	775	0	0	0
1.485	3	17	149	6	14	10	469	0	0	1
1.486	1	14	149	7	2	12	597	0	0	0
1.486	1	3	149	7	14	12	597	0	0	1
1.486	3	22	149	7	28	6	309	0	0	0
1.486	3	23	149	7	30	12	597	0	0	1
1.487	1	7	149	8	25	8	421	0	0	0
1.487	1	5	149	8	15	10	469	0	0	1
1.487	3	26	149	8	16	14	775	0	0	0
1.487	3	24	149	8	23	8	421	0	0	1
1.488	1	15	149	9	13	12	597	0	0	0
1.488	1	10	149	9	3	12	597	0	0	1
1.488	3	19	149	9	1	14	775	0	0	0
1.488	3	30	149	9	25	12	597	0	0	1
1.489	1	4	149	10	18	12	597	0	0	0
1.489	1	9	149	10	26	14	775	0	0	1
1.489	3	21	149	10	15	14	775	0	0	0
1.489	3	21	149	10	15	14	775	0	0	1
1.49	1	8	150	1	17	14	775	0	0	0
1.49	1	6	150	1	23	12	597	0	0	1
1.49	3	30	150	1	25	12	597	0	0	0
1.49	3	16	150	1	17	8	421	0	0	1
1.491	1	12	150	2	4	14	775	0	0	0
1.491	1	13	150	2	16	12	597	0	0	1
1.491	3	20	150	2	29	14	775	0	0	0
1.491	3	19	150	2	1	14	775	0	0	1
1.492	1	10	150	3	3	12	597	0	0	0
1.492	1	4	150	3	18	12	597	0	0	1
1.492	3	25	150	3	4	14	775	0	0	0
1.492	3	25	150	3	4	14	775	0	0	1
1.493	1	3	150	4	14	12	597	0	0	0
1.493	1	2	150	4	1	8	421	0	0	1
1.493	3	29	150	4	3	14	775	0	0	0
1.493	3	20	150	4	29	14	775	0	0	1
1.494	1	5	150	5	15	10	469	0	0	0
1.494	1	7	150	5	25	8	421	0	0	1
1.494	3	18	150	5	2	12	597	0	0	0
1.494	3	22	150	5	28	6	309	0	0	1
1.495	1	2	150	6	1	8	421	0	0	0
1.495	1	8	150	6	17	14	775	0	0	1
1.495	3	28	150	6	26	12	597	0	0	0
1.495	3	26	150	6	16	14	775	0	0	1
1.496	1	6	150	7	23	12	597	0	0	0
1.496	1	11	150	7	24	14	775	0	0	1
1.496	3	17	150	7	14	10	469	0	0	0
1.496	3	27	150	7	24	14	775	0	0	1
1.497	1	13	150	8	16	12	597	0	0	0
1.497	1	12	150	8	4	14	775	0	0	1
1.497	3	23	150	8	30	12	597	0	0	0
1.497	3	29	150	8	3	14	775	0	0	1
1.498	1	11	150	9	24	14	775	0	0	0
1.498	1	1	150	9	12	12	597	0	0	1
1.498	3	16	150	9	17	8	421	0	0	0
1.498	3	28	150	9	26	12	597	0	0	1
1.499	1	1	150	10	12	12	597	0	0	0
1.499	1	15	150	10	13	12	597	0	0	1
1.499	3	24	150	10	23	8	421	0	0	0
1.499	3	18	150	10	2	12	597	0	0	1
1.5	1	9	151	1	26	14	775	0	0	0
1.5	1	14	151	1	2	12	597	0	0	1
1.5	3	27	151	1	24	14	775	0	0	0
1.5	3	17	151	1	14	10	469	0	0	1
1.501	1	14	151	2	2	12	597	0	0	0
1.501	1	3	151	2	14	12	597	0	0	1
1.501	3	22	151	2	28	6	309	0	0	0
1.501	3	23	151	2	30	12	597	0	0	1
1.502	1	7	151	3	25	8	421	0	0	0
1.502	1	5	151	3	15	10	469	0	0	1
1.502	3	26	151	3	16	14	775	0	0	0
1.502	3	24	151	3	23	8	421	0	0	1
1.503	1	15	151	4	13	12	597	0	0	0
1.503	1	10	151	4	3	12	597	0	0	1
1.503	3	19	151	4	1	14	775	0	0	0
1.503	3	30	151	4	25	12	597	0	0	1
1.504	1	4	151	5	18	12	597	0	0	0
1.504	1	9	151	5	26	14	775	0	0	1
1.504	3	21	151	5	15	14	775	0	0	0
1.504	3	21	151	5	15	14	775	0	0	1
1.505	1	8	151	6	17	14	775	0	0	0
1.505	1	6	151	6	23	12	597	0	0	1
1.505	3	30	151	6	25	12	597	0	0	0
1.505	3	16	151	6	17	8	421	0	0	1
1.506	1	12	151	7	4	14	775	0	0	0
1.506	1	13	151	7	16	12	597	0	0	1
1.506	3	20	151	7	29	14	775	0	0	0
1.506	3	19	151	7	1	14	775	0	0	1
1.507	1	10	151	8	3	12	597	0	0	0
1.507	1	4	151	8	18	12	597	0	0	1
1.507	3	25	151	8	4	14	775	0	0	0
1.507	3	25	151	8	4	14	775	0	0	1
1.508	1	3	151	9	14	12	597	0	0	0
1.508	1	2	151	9	1	8	421	0	0	1
1.508	3	29	151	9	3	14	775	0	0	0
1.508	3	20	151	9	29	14	775	0	0	1
1.509	1	5	151	10	15	10	469	0	0	0
1.509	1	7	151	10	25	8	421	0	0	1
1.509	3	18	151	10	2	12	597	0	0	0
1.509	3	22	151	10	28	6	309	0	0	1
1.51	1	2	152	1	1	8	421	0	0	0
1.51	1	8	152	1	17	14	775	0	0	1
1.51	3	28	152	1	26	12	597	0	0	0
1.51	3	26	152	1	16	14	775	0	0	1
1.511	1	6	152	2	23	12	597	0	0	0
1.511	1	11	152	2	24	14	775	0	0	1
1.511	3	17	152	2	14	10	469	0	0	0
1.511	3	27	152	2	24	14	775	0	0	1
1.512	1	13	152	3	16	12	597	0	0	0
1.512	1	12	152	3	4	14	775	0	0	1
1.512	3	23	152	3	30	12	597	0	0	0
1.512	3	29	152	3	3	14	775	0	0	1
1.513	1	11	152	4	24	14	775	0	0	0
1.513	1	1	152	4	12	12	597	0	0	1
1.513	3	16	152	4	17	8	421	0	0	0
1.513	3	28	152	4	26	12	597	0	0	1
1.514	1	1	152	5	12	12	597	0	0	0
1.514	1	15	152	5	13	12	597	0	0	1
1.514	3	24	152	5	23	8	421	0	0	0
1.514	3	18	152	5	2	12	597	0	0	1
1.515	1	9	152	6	26	14	775	0	0	0
1.515	1	14	152	6	2	12	597	0	0	1
1.515	3	27	152	6	24	14	775	0	0	0
1.515	3	17	152	6	14	10	469	0	0	1
1.516	1	14	152	7	2	12	597	0	0	0
1.516	1	3	152	7	14	12	597	0	0	1
1.516	3	22	152	7	28	6	309	0	0	0
1.516	3	23	152	7	30	12	597	0	0	1
1.517	1	15	152	8	13	12	597	0	0	0
1.517	1	5	152	8	15	10	469	0	0	1
1.517	3	26	152	8	16	14	775	0	0	0
1.517	3	24	152	8	23	8	421	0	0	1
1.518	1	7	152	9	25	8	421	0	0	0
1.518	1	10	152	9	3	12	597	0	0	1
1.518	3	19	152	9	1	14	775	0	0	0
1.518	3	30	152	9	25	12	597	0	0	1
1.519	1	4	152	10	18	12	597	0	0	0
1.519	1	9	152	10	26	14	775	0	0	1
1.519	3	21	152	10	15	14	775	0	0	0
1.519	3	21	152	10	15	14	775	0	0	1
1.52	1	8	153	1	17	14	775	0	0	0
1.52	1	6	153	1	23	12	597	0	0	1
1.52	3	30	153	1	25	12	597	0	0	0
1.52	3	16	153	1	17	8	421	0	0	1
1.521	1	12	153	2	4	14	775	0	0	0
1.521	1	13	153	2	16	12	597	0	0	1
1.521	3	20	153	2	29	14	775	0	0	0
1.521	3	19	153	2	1	14	775	0	0	1
1.522	1	10	153	3	3	12	597	0	0	0
1.522	1	4	153	3	18	12	597	0	0	1
1.522	3	25	153	3	4	14	775	0	0	0
1.522	3	25	153	3	4	14	775	0	0	1
1.523	1	3	153	4	14	12	597	0	0	0
1.523	1	2	153	4	1	8	421	0	0	1
1.523	3	29	153	4	3	14	775	0	0	0
1.523	3	20	153	4	29	14	775	0	0	1
1.524	1	5	153	5	15	10	469	0	0	0
1.524	1	7	153	5	25	8	421	0	0	1
1.524	3	18	153	5	2	12	597	0	0	0
1.524	3	22	153	5	28	6	309	0	0	1
1.525	1	2	153	6	1	8	421	0	0	0
1.525	1	8	153	6	17	14	775	0	0	1
1.525	3	28	153	6	26	12	597	0	0	0
1.525	3	26	153	6	16	14	775	0	0	1
1.526	1	6	153	7	23	12	597	0	0	0
1.526	1	11	153	7	24	14	775	0	0	1
1.526	3	17	153	7	14	10	469	0	0	0
1.526	3	27	153	7	24	14	775	0	0	1
1.527	1	13	153	8	16	12	597	0	0	0
1.527	1	12	153	8	4	14	775	0	0	1
1.527	3	23	153	8	30	12	597	0	0	0
1.527	3	29	153	8	3	14	775	0	0	1
1.528	1	11	153	9	24	14	775	0	0	0
1.528	1	1	153	9	12	12	597	0	0	1
1.528	3	16	153	9	17	8	421	0	0	0
1.528	3	28	153	9	26	12	597	0	0	1
1.529	1	1	153	10	12	12	597	0	0	0
1.529	1	15	153	10	13	12	597	0	0	1
1.529	3	24	153	10	23	8	421	0	0	0
1.529	3	18	153	10	2	12	597	0	0	1
1.53	1	9	154	1	26	14	775	0	0	0
1.53	1	14	154	1	2	12	597	0	0	1
1.53	3	27	154	1	24	14	775	0	0	0
1.53	3	17	154	1	14	10	469	0	0	1
1.531	1	14	154	2	2	12	597	0	0	0
1.531	1	3	154	2	14	12	597	0	0	1
1.531	3	26	154	2	16	14	775	0	0	0
1.531	3	23	154	2	30	12	597	0	0	1
1.532	1	15	154	3	13	12	597	0	0	0
1.532	1	5	154	3	15	10	469	0	0	1
1.532	3	22	154	3	28	6	309	0	0	0
1.532	3	24	154	3	23	8	421	0	0	1
1.533	1	7	154	4	25	8	421	0	0	0
1.533	1	10	154	4	3	12	597	0	0	1
1.533	3	19	154	4	1	14	775	0	0	0
1.533	3	30	154	4	25	12	597	0	0	1
1.534	1	4	154	5	18	12	597	0	0	0
1.534	1	9	154	5	26	14	775	0	0	1
1.534	3	21	154	5	15	14	775	0	0	0
1.534	3	21	154	5	15	14	775	0	0	1
1.535	1	8	154	6	17	14	775	0	0	0
1.535	1	6	154	6	23	12	597	0	0	1
1.535	3	30	154	6	25	12	597	0	0	0
1.535	3	16	154	6	17	8	421	0	0	1
1.536	1	12	154	7	4	14	775	0	0	0
1.536	1	13	154	7	16	12	597	0	0	1
1.536	3	20	154	7	29	14	775	0	0	0
1.536	3	19	154	7	1	14	775	0	0	1
1.537	1	10	154	8	3	12	597	0	0	0
1.537	1	4	154	8	18	12	597	0	0	1
1.537	3	25	154	8	4	14	775	0	0	0
1.537	3	25	154	8	4	14	775	0	0	1
1.538	1	3	154	9	14	12	597	0	0	0
1.538	1	2	154	9	1	8	421	0	0	1
1.538	3	29	154	9	3	14	775	0	0	0
1.538	3	20	154	9	29	14	775	0	0	1
1.539	1	5	154	10	15	10	469	0	0	0
1.539	1	8	154	10	17	14	775	0	0	1
1.539	3	18	154	10	2	12	597	0	0	0
1.539	3	26	154	10	16	14	775	0	0	1
1.54	1	2	155	1	1	8	421	0	0	0
1.54	1	7	155	1	25	8	421	0	0	1
1.54	3	28	155	1	26	12	597	0	0	0
1.54	3	22	155	1	28	6	309	0	0	1
1.541	1	6	155	2	23	12	597	0	0	0
1.541	1	11	155	2	24	14	775	0	0	1
1.541	3	17	155	2	14	10	469	0	0	0
1.541	3	27	155	2	24	14	775	0	0	1
1.542	1	13	155	3	16	12	597	0	0	0
1.542	1	12	155	3	4	14	775	0	0	1
1.542	3	23	155	3	30	12	597	0	0	0
1.542	3	29	155	3	3	14	775	0	0	1
1.543	1	11	155	4	24	14	775	0	0	0
1.543	1	1	155	4	12	12	597	0	0	1
1.543	3	16	155	4	17	8	421	0	0	0
1.543	3	28	155	4	26	12	597	0	0	1
1.544	1	1	155	5	12	12	597	0	0	0
1.544	1	15	155	5	13	12	597	0	0	1
1.544	3	24	155	5	23	8	421	0	0	0
1.544	3	18	155	5	2	12	597	0	0	1
1.545	1	9	155	6	26	14	775	0	0	0
1.545	1	14	155	6	2	12	597	0	0	1
1.545	3	27	155	6	24	14	775	0	0	0
1.545	3	17	155	6	14	10	469	0	0	1
1.546	1	14	155	7	2	12	597	0	0	0
1.546	1	3	155	7	14	12	597	0	0	1
1.546	3	26	155	7	16	14	775	0	0	0
1.546	3	23	155	7	30	12	597	0	0	1
1.547	1	15	155	8	13	12	597	0	0	0
1.547	1	5	155	8	15	10	469	0	0	1
1.547	3	22	155	8	28	6	309	0	0	0
1.547	3	24	155	8	23	8	421	0	0	1
1.548	1	7	155	9	25	8	421	0	0	0
1.548	1	10	155	9	3	12	597	0	0	1
1.548	3	19	155	9	1	14	775	0	0	0
1.548	3	30	155	9	25	12	597	0	0	1
1.549	1	4	155	10	18	12	597	0	0	0
1.549	1	9	155	10	26	14	775	0	0	1
1.549	3	21	155	10	15	14	775	0	0	0
1.549	3	21	155	10	15	14	775	0	0	1
1.55	1	8	156	1	17	14	775	0	0	0
1.55	1	6	156	1	23	12	597	0	0	1
1.55	3	30	156	1	25	12	597	0	0	0
1.55	3	16	156	1	17	8	421	0	0	1
1.551	1	12	156	2	4	14	775	0	0	0
1.551	1	13	156	2	16	12	597	0	0	1
1.551	3	20	156	2	29	14	775	0	0	0
1.551	3	19	156	2	1	14	775	0	0	1
1.552	1	10	156	3	3	12	597	0	0	0
1.552	1	4	156	3	18	12	597	0	0	1
1.552	3	25	156	3	4	14	775	0	0	0
1.552	3	25	156	3	4	14	775	0	0	1
1.553	1	3	156	4	14	12	597	0	0	0
1.553	1	2	156	4	1	8	421	0	0	1
1.553	3	29	156	4	3	14	775	0	0	0
1.553	3	20	156	4	29	14	775	0	0	1
1.554	1	5	156	5	15	10	469	0	0	0
1.554	1	8	156	5	17	14	775	0	0	1
1.554	3	18	156	5	2	12	597	0	0	0
1.554	3	26	156	5	16	14	775	0	0	1
1.555	1	6	156	6	23	12	597	0	0	0
1.555	1	7	156	6	25	8	421	0	0	1
1.555	3	28	156	6	26	12	597	0	0	0
1.555	3	22	156	6	28	6	309	0	0	1
1.556	1	2	156	7	1	8	421	0	0	0
1.556	1	11	156	7	24	14	775	0	0	1
1.556	3	17	156	7	14	10	469	0	0	0
1.556	3	27	156	7	24	14	775	0	0	1
1.557	1	13	156	8	16	12	597	0	0	0
1.557	1	12	156	8	4	14	775	0	0	1
1.557	3	23	156	8	30	12	597	0	0	0
1.557	3	29	156	8	3	14	775	0	0	1
1.558	1	11	156	9	24	14	775	0	0	0
1.558	1	1	156	9	12	12	597	0	0	1
1.558	3	16	156	9	17	8	421	0	0	0
1.558	3	28	156	9	26	12	597	0	0	1
1.559	1	1	156	10	12	12	597	0	0	0
1.559	1	15	156	10	13	12	597	0	0	1
1.559	3	24	156	10	23	8	421	0	0	0
1.559	3	18	156	10	2	12	597	0	0	1
1.56	1	9	157	1	26	14	775	0	0	0
1.56	1	14	157	1	2	12	597	0	0	1
1.56	3	27	157	1	24	14	775	0	0	0
1.56	3	17	157	1	14	10	469	0	0	1
1.561	1	14	157	2	2	12	597	0	0	0
1.561	1	3	157	2	14	12	597	0	0	1
1.561	3	26	157	2	16	14	775	0	0	0
1.561	3	23	157	2	30	12	597	0	0	1
1.562	1	15	157	3	13	12	597	0	0	0
1.562	1	5	157	3	15	10	469	0	0	1
1.562	3	22	157	3	28	6	309	0	0	0
1.562	3	24	157	3	23	8	421	0	0	1
1.563	1	7	157	4	25	8	421	0	0	0
1.563	1	10	157	4	3	12	597	0	0	1
1.563	3	19	157	4	1	14	775	0	0	0
1.563	3	30	157	4	25	12	597	0	0	1
1.564	1	4	157	5	18	12	597	0	0	0
1.564	1	9	157	5	26	14	775	0	0	1
1.564	3	21	157	5	15	14	775	0	0	0
1.564	3	21	157	5	15	14	775	0	0	1
1.565	1	8	157	6	17	14	775	0	0	0
1.565	1	6	157	6	23	12	597	0	0	1
1.565	3	30	157	6	25	12	597	0	0	0
1.565	3	16	157	6	17	8	421	0	0	1
1.566	1	12	157	7	4	14	775	0	0	0
1.566	1	13	157	7	16	12	597	0	0	1
1.566	3	20	157	7	29	14	775	0	0	0
1.566	3	19	157	7	1	14	775	0	0	1
1.567	1	10	157	8	3	12	597	0	0	0
1.567	1	4	157	8	18	12	597	0	0	1
1.567	3	25	157	8	4	14	775	0	0	0
1.567	3	25	157	8	4	14	775	0	0	1
1.568	1	3	157	9	14	12	597	0	0	0
1.568	1	2	157	9	1	8	421	0	0	1
1.568	3	29	157	9	3	14	775	0	0	0
1.568	3	20	157	9	29	14	775	0	0	1
1.569	1	5	157	10	15	10	469	0	0	0
1.569	1	8	157	10	17	14	775	0	0	1
1.569	3	18	157	10	2	12	597	0	0	0
1.569	3	22	157	10	28	6	309	0	0	1
1.57	1	6	158	1	23	12	597	0	0	0
1.57	1	7	158	1	25	8	421	0	0	1
1.57	3	28	158	1	26	12	597	0	0	0
1.57	3	27	158	1	24	14	775	0	0	1
1.571	1	2	158	2	1	8	421	0	0	0
1.571	1	11	158	2	24	14	775	0	0	1
1.571	3	17	158	2	14	10	469	0	0	0
1.571	3	29	158	2	3	14	775	0	0	1
1.572	1	13	158	3	16	12	597	0	0	0
1.572	1	12	158	3	4	14	775	0	0	1
1.572	3	23	158	3	30	12	597	0	0	0
1.572	3	28	158	3	26	12	597	0	0	1
1.573	1	11	158	4	24	14	775	0	0	0
1.573	1	1	158	4	12	12	597	0	0	1
1.573	3	16	158	4	17	8	421	0	0	0
1.573	3	18	158	4	2	12	597	0	0	1
1.574	1	1	158	5	12	12	597	0	0	0
1.574	1	15	158	5	13	12	597	0	0	1
1.574	3	27	158	5	24	14	775	0	0	0
1.574	3	17	158	5	14	10	469	0	0	1
1.575	1	9	158	6	26	14	775	0	0	0
1.575	1	14	158	6	2	12	597	0	0	1
1.575	3	24	158	6	23	8	421	0	0	0
1.575	3	23	158	6	30	12	597	0	0	1
1.576	1	14	158	7	2	12	597	0	0	0
1.576	1	3	158	7	14	12	597	0	0	1
1.576	3	22	158	7	28	6	309	0	0	0
1.576	3	30	158	7	25	12	597	0	0	1
1.577	1	15	158	8	13	12	597	0	0	0
1.577	1	5	158	8	15	10	469	0	0	1
1.577	3	19	158	8	1	14	775	0	0	0
1.577	3	24	158	8	23	8	421	0	0	1
1.578	1	7	158	9	25	8	421	0	0	0
1.578	1	10	158	9	3	12	597	0	0	1
1.578	3	21	158	9	15	14	775	0	0	0
1.578	3	21	158	9	15	14	775	0	0	1
1.579	1	4	158	10	18	12	597	0	0	0
1.579	1	9	158	10	26	14	775	0	0	1
1.579	3	30	158	10	25	12	597	0	0	0
1.579	3	16	158	10	17	8	421	0	0	1
1.58	1	8	159	1	17	14	775	0	0	0
1.58	1	6	159	1	23	12	597	0	0	1
1.58	3	20	159	1	29	14	775	0	0	0
1.58	3	19	159	1	1	14	775	0	0	1
1.581	1	12	159	2	4	14	775	0	0	0
1.581	1	13	159	2	16	12	597	0	0	1
1.581	3	25	159	2	4	14	775	0	0	0
1.581	3	25	159	2	4	14	775	0	0	1
1.582	1	10	159	3	3	12	597	0	0	0
1.582	1	4	159	3	18	12	597	0	0	1
1.582	3	29	159	3	3	14	775	0	0	0
1.582	3	20	159	3	29	14	775	0	0	1
1.583	1	3	159	4	14	12	597	0	0	0
1.583	1	2	159	4	1	8	421	0	0	1
1.583	3	18	159	4	2	12	597	0	0	0
1.583	3	22	159	4	28	6	309	0	0	1
1.584	1	5	159	5	15	10	469	0	0	0
1.584	1	8	159	5	17	14	775	0	0	1
1.584	3	28	159	5	26	12	597	0	0	0
1.584	3	27	159	5	24	14	775	0	0	1
1.585	1	6	159	6	23	12	597	0	0	0
1.585	1	7	159	6	25	8	421	0	0	1
1.585	3	17	159	6	14	10	469	0	0	0
1.585	3	29	159	6	3	14	775	0	0	1
1.586	1	2	159	7	1	8	421	0	0	0
1.586	1	11	159	7	24	14	775	0	0	1
1.586	3	23	159	7	30	12	597	0	0	0
1.586	3	28	159	7	26	12	597	0	0	1
1.587	1	13	159	8	16	12	597	0	0	0
1.587	1	12	159	8	4	14	775	0	0	1
1.587	3	16	159	8	17	8	421	0	0	0
1.587	3	18	159	8	2	12	597	0	0	1
1.588	1	11	159	9	24	14	775	0	0	0
1.588	1	1	159	9	12	12	597	0	0	1
1.588	3	27	159	9	24	14	775	0	0	0
1.588	3	17	159	9	14	10	469	0	0	1
1.589	1	1	159	10	12	12	597	0	0	0
1.589	1	15	159	10	13	12	597	0	0	1
1.589	3	24	159	10	23	8	421	0	0	0
1.589	3	23	159	10	30	12	597	0	0	1
1.59	1	9	160	1	26	14	775	0	0	0
1.59	1	14	160	1	2	12	597	0	0	1
1.59	3	22	160	1	28	6	309	0	0	0
1.59	3	30	160	1	25	12	597	0	0	1
1.591	1	14	160	2	2	12	597	0	0	0
1.591	1	3	160	2	14	12	597	0	0	1
1.591	3	19	160	2	1	14	775	0	0	0
1.591	3	24	160	2	23	8	421	0	0	1
1.592	1	15	160	3	13	12	597	0	0	0
1.592	1	5	160	3	15	10	469	0	0	1
1.592	3	21	160	3	15	14	775	0	0	0
