% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
1.384	2	11	24	11.057	1
1.384	3	27	24	5.98947	0
1.384	4	27	24	5.98947	1
1.385	1	7	25	6.27854	0
1.385	2	7	25	6.27854	1
1.385	3	30	25	1.83009	0
1.385	4	30	25	1.83009	1
1.386	1	9	26	6.08824	0
1.386	2	9	26	6.08824	1
1.386	3	28	26	7.15852	0
1.386	4	28	26	7.15852	1
1.388	3	22	28	540.532	0
1.388	4	22	28	540.532	1
1.389	3	20	29	1717.82	0
1.389	4	20	29	1717.82	1
1.39	3	23	30	1333.41	0
1.39	4	23	30	1333.41	1
1.441	1	2	1	5.53194	0
1.441	2	2	1	5.53194	1
1.441	3	19	1	2.51781	0
1.441	4	19	1	2.51781	1
1.442	1	14	2	3.45143	0
1.442	2	14	2	3.45143	1
1.442	3	18	2	8.47056	0
1.442	4	18	2	8.47056	1
1.443	1	10	3	4.92691	0
1.443	2	10	3	4.92691	1
1.443	3	29	3	8.79379	0
1.443	4	29	3	8.79379	1
1.444	1	12	4	11.3907	0
1.444	2	12	4	11.3907	1
1.444	3	25	4	5.08587	0
1.444	4	25	4	5.08587	1
1.452	1	1	12	1171.14	0
1.452	2	1	12	1171.14	1
1.453	1	15	13	513.017	0
1.453	2	15	13	513.017	1
1.454	1	3	14	6.4578	0
1.454	2	3	14	6.4578	1
1.454	3	17	14	3.36536	0
1.454	4	17	14	3.36536	1
1.455	1	5	15	2.92321	0
1.455	2	5	15	2.92321	1
1.455	3	21	15	9.00869	0
1.455	4	21	15	9.00869	1
1.456	1	13	16	7.04575	0
1.456	2	13	16	7.04575	1
1.456	3	26	16	5.59087	0
1.456	4	26	16	5.59087	1
1.457	1	8	17	5.10511	0
1.457	2	8	17	5.10511	1
1.457	3	16	17	2.75654	0
1.457	4	16	17	2.75654	1
1.458	1	4	18	1156.98	0
1.458	2	4	18	1156.98	1
1.463	1	6	23	5.04783	0
1.463	2	6	23	5.04783	1
1.463	3	24	23	2.56178	0
1.463	4	24	23	2.56178	1
1.464	1	11	24	11.2467	0
1.464	2	11	24	11.2467	1
1.464	3	27	24	5.9038	0
1.464	4	27	24	5.9038	1
1.465	1	7	25	6.26379	0
1.465	2	7	25	6.26379	1
1.465	3	30	25	1.83784	0
1.465	4	30	25	1.83784	1
1.466	1	9	26	6.09985	0
1.466	2	9	26	6.09985	1
1.466	3	28	26	7.21836	0
1.466	4	28	26	7.21836	1
1.468	3	22	28	534.848	0
1.468	4	22	28	534.848	1
1.469	3	20	29	1703.48	0
1.469	4	20	29	1703.48	1
1.47	3	23	30	1318.74	0
1.47	4	23	30	1318.74	1
1.521	1	2	1	5.46058	0
1.521	2	2	1	5.46058	1
1.521	3	19	1	2.53884	0
1.521	4	19	1	2.53884	1
1.522	1	14	2	3.42202	0
1.522	2	14	2	3.42202	1
1.522	3	18	2	8.33164	0
1.522	4	18	2	8.33164	1
1.523	1	10	3	4.95368	0
1.523	2	10	3	4.95368	1
1.523	3	29	3	8.7008	0
1.523	4	29	3	8.7008	1
1.524	1	12	4	11.254	0
1.524	2	12	4	11.254	1
1.524	3	25	4	5.17238	0
1.524	4	25	4	5.17238	1
1.532	1	1	12	1175.72	0
1.532	2	1	12	1175.72	1
1.533	1	15	13	512.951	0
1.533	2	15	13	512.951	1
1.534	1	3	14	6.45963	0
1.534	2	3	14	6.45963	1
1.534	3	17	14	3.39806	0
1.534	4	17	14	3.39806	1
1.535	1	5	15	2.89268	0
1.535	2	5	15	2.89268	1
1.535	3	21	15	9.03174	0
1.535	4	21	15	9.03174	1
1.536	1	13	16	7.09663	0
1.536	2	13	16	7.09663	1
1.536	3	26	16	5.54689	0
1.536	4	26	16	5.54689	1
1.537	1	8	17	5.15374	0
1.537	2	8	17	5.15374	1
1.537	3	16	17	2.76639	0
1.537	4	16	17	2.76639	1
1.538	1	4	18	1154.13	0
1.538	2	4	18	1154.13	1
1.543	1	6	23	5.08417	0
1.543	2	6	23	5.08417	1
1.543	3	24	23	2.55215	0
1.543	4	24	23	2.55215	1
1.544	1	11	24	11.246	0
1.544	2	11	24	11.246	1
1.544	3	27	24	5.90179	0
1.544	4	27	24	5.90179	1
1.545	1	7	25	6.25452	0
1.545	2	7	25	6.25452	1
1.545	3	30	25	1.83749	0
1.545	4	30	25	1.83749	1
1.546	1	9	26	6.05819	0
1.546	2	9	26	6.05819	1
1.546	3	28	26	7.34908	0
1.546	4	28	26	7.34908	1
1.548	3	22	28	534.727	0
1.548	4	22	28	534.727	1
1.549	3	20	29	1686.45	0
1.549	4	20	29	1686.45	1
1.55	3	23	30	1324.11	0
1.55	4	23	30	1324.11	1
1.601	1	2	1	5.47729	0
1.601	2	2	1	5.47729	1
1.601	3	19	1	2.55917	0
1.601	4	19	1	2.55917	1
1.602	1	14	2	3.35964	0
1.602	2	14	2	3.35964	1
1.602	3	18	2	8.33003	0
1.602	4	18	2	8.33003	1
1.603	1	10	3	4.94282	0
1.603	2	10	3	4.94282	1
1.603	3	29	3	8.67018	0
1.603	4	29	3	8.67018	1
1.604	1	12	4	11.2148	0
1.604	2	12	4	11.2148	1
1.604	3	25	4	5.28287	0
1.604	4	25	4	5.28287	1
1.612	1	1	12	1159.42	0
1.612	2	1	12	1159.42	1
1.613	1	15	13	510.607	0
1.613	2	15	13	510.607	1
1.614	1	3	14	6.46102	0
1.614	2	3	14	6.46102	1
1.614	3	17	14	3.39129	0
1.614	4	17	14	3.39129	1
1.615	1	5	15	2.86393	0
1.615	2	5	15	2.86393	1
1.615	3	21	15	9.10005	0
1.615	4	21	15	9.10005	1
1.616	1	13	16	7.16354	0
1.616	2	13	16	7.16354	1
1.616	3	26	16	5.4459	0
1.616	4	26	16	5.4459	1
1.617	1	8	17	5.23254	0
1.617	2	8	17	5.23254	1
1.617	3	16	17	2.74609	0
1.617	4	16	17	2.74609	1
1.618	1	4	18	1158.21	0
1.618	2	4	18	1158.21	1
1.623	1	6	23	5.06568	0
1.623	2	6	23	5.06568	1
1.623	3	24	23	2.57132	0
1.623	4	24	23	2.57132	1
1.624	1	11	24	11.1072	0
1.624	2	11	24	11.1072	1
1.624	3	27	24	5.93362	0
1.624	4	27	24	5.93362	1
1.625	1	7	25	6.26166	0
1.625	2	7	25	6.26166	1
1.625	3	30	25	1.83792	0
1.625	4	30	25	1.83792	1
1.626	1	9	26	6.0026	0
1.626	2	9	26	6.0026	1
1.626	3	28	26	7.42744	0
1.626	4	28	26	7.42744	1
1.628	3	22	28	540.438	0
1.628	4	22	28	540.438	1
1.629	3	20	29	1673.68	0
1.629	4	20	29	1673.68	1
1.63	3	23	30	1329.35	0
1.63	4	23	30	1329.35	1
1.681	1	2	1	5.38412	0
1.681	2	2	1	5.38412	1
1.681	3	19	1	2.57017	0
1.681	4	19	1	2.57017	1
1.682	1	14	2	3.41057	0
1.682	2	14	2	3.41057	1
1.682	3	18	2	8.50298	0
1.682	4	18	2	8.50298	1
1.683	1	10	3	5.01302	0
1.683	2	10	3	5.01302	1
1.683	3	29	3	8.53766	0
1.683	4	29	3	8.53766	1
1.684	1	12	4	11.399	0
1.684	2	12	4	11.399	1
1.684	3	25	4	5.22097	0
1.684	4	25	4	5.22097	1
1.692	1	1	12	1142.88	0
1.692	2	1	12	1142.88	1
1.693	1	15	13	506.726	0
1.693	2	15	13	506.726	1
1.694	1	3	14	6.42897	0
1.694	2	3	14	6.42897	1
1.694	3	17	14	3.42531	0
1.694	4	17	14	3.42531	1
1.695	1	5	15	2.91178	0
1.695	2	5	15	2.91178	1
1.695	3	21	15	9.07266	0
1.695	4	21	15	9.07266	1
1.696	1	13	16	7.15801	0
1.696	2	13	16	7.15801	1
1.696	3	26	16	5.41546	0
1.696	4	26	16	5.41546	1
1.697	1	8	17	5.26784	0
1.697	2	8	17	5.26784	1
1.697	3	16	17	2.76358	0
1.697	4	16	17	2.76358	1
1.698	1	4	18	1142.05	0
1.698	2	4	18	1142.05	1
1.703	1	6	23	4.97072	0
1.703	2	6	23	4.97072	1
1.703	3	24	23	2.60602	0
1.703	4	24	23	2.60602	1
1.704	1	11	24	11.0423	0
1.704	2	11	24	11.0423	1
1.704	3	27	24	5.88001	0
1.704	4	27	24	5.88001	1
1.705	1	7	25	6.28164	0
1.705	2	7	25	6.28164	1
1.705	3	30	25	1.84409	0
1.705	4	30	25	1.84409	1
1.706	1	9	26	6.0155	0
1.706	2	9	26	6.0155	1
1.706	3	28	26	7.32423	0
1.706	4	28	26	7.32423	1
1.708	3	22	28	547.001	0
1.708	4	22	28	547.001	1
1.709	3	20	29	1665.6	0
1.709	4	20	29	1665.6	1
1.71	3	23	30	1309.13	0
1.71	4	23	30	1309.13	1
1.761	1	2	1	5.35698	0
1.761	2	2	1	5.35698	1
1.761	3	19	1	2.55161	0
1.761	4	19	1	2.55161	1
1.762	1	14	2	3.43686	0
1.762	2	14	2	3.43686	1
1.762	3	18	2	8.4305	0
1.762	4	18	2	8.4305	1
1.763	1	10	3	4.95168	0
1.763	2	10	3	4.95168	1
1.763	3	29	3	8.65477	0
1.763	4	29	3	8.65477	1
1.764	1	12	4	11.3472	0
1.764	2	12	4	11.3472	1
1.764	3	25	4	5.2933	0
1.764	4	25	4	5.2933	1
1.772	1	1	12	1155.55	0
1.772	2	1	12	1155.55	1
1.773	1	15	13	505.856	0
1.773	2	15	13	505.856	1
1.774	1	3	14	6.3803	0
1.774	2	3	14	6.3803	1
1.774	3	17	14	3.3542	0
1.774	4	17	14	3.3542	1
1.775	1	5	15	2.8617	0
1.775	2	5	15	2.8617	1
1.775	3	21	15	8.98191	0
1.775	4	21	15	8.98191	1
1.776	1	13	16	7.10788	0
1.776	2	13	16	7.10788	1
1.776	3	26	16	5.35841	0
1.776	4	26	16	5.35841	1
1.777	1	8	17	5.29377	0
1.777	2	8	17	5.29377	1
1.777	3	16	17	2.81008	0
1.777	4	16	17	2.81008	1
1.778	1	4	18	1149.44	0
1.778	2	4	18	1149.44	1
1.783	1	6	23	5.02689	0
1.783	2	6	23	5.02689	1
1.783	3	24	23	2.60691	0
1.783	4	24	23	2.60691	1
1.784	1	11	24	10.9857	0
1.784	2	11	24	10.9857	1
1.784	3	27	24	5.85934	0
1.784	4	27	24	5.85934	1
1.785	1	7	25	6.27574	0
1.785	2	7	25	6.27574	1
1.785	3	30	25	1.84193	0
1.785	4	30	25	1.84193	1
1.786	1	9	26	5.93974	0
1.786	2	9	26	5.93974	1
1.786	3	28	26	7.27203	0
1.786	4	28	26	7.27203	1
1.788	3	22	28	544.103	0
1.788	4	22	28	544.103	1
1.789	3	20	29	1648.89	0
1.789	4	20	29	1648.89	1
1.79	3	23	30	1289.09	0
1.79	4	23	30	1289.09	1
1.841	1	2	1	5.35834	0
1.841	2	2	1	5.35834	1
1.841	3	19	1	2.57056	0
1.841	4	19	1	2.57056	1
1.842	1	14	2	3.42799	0
1.842	2	14	2	3.42799	1
1.842	3	18	2	8.36917	0
1.842	4	18	2	8.36917	1
1.843	1	10	3	4.86646	0
1.843	2	10	3	4.86646	1
1.843	3	29	3	8.83169	0
1.843	4	29	3	8.83169	1
1.844	1	12	4	11.2893	0
1.844	2	12	4	11.2893	1
1.844	3	25	4	5.30786	0
1.844	4	25	4	5.30786	1
1.852	1	1	12	1164.62	0
1.852	2	1	12	1164.62	1
1.853	1	15	13	509.887	0
1.853	2	15	13	509.887	1
1.854	1	3	14	6.39181	0
1.854	2	3	14	6.39181	1
1.854	3	17	14	3.29502	0
1.854	4	17	14	3.29502	1
1.855	1	5	15	2.88691	0
1.855	2	5	15	2.88691	1
1.855	3	21	15	8.98836	0
1.855	4	21	15	8.98836	1
1.856	1	13	16	7.06499	0
1.856	2	13	16	7.06499	1
1.856	3	26	16	5.33893	0
1.856	4	26	16	5.33893	1
1.857	1	8	17	5.26731	0
1.857	2	8	17	5.26731	1
1.857	3	16	17	2.82484	0
1.857	4	16	17	2.82484	1
1.858	1	4	18	1152.98	0
1.858	2	4	18	1152.98	1
1.863	1	6	23	5.08105	0
1.863	2	6	23	5.08105	1
1.863	3	24	23	2.56717	0
1.863	4	24	23	2.56717	1
1.864	1	11	24	11.0759	0
1.864	2	11	24	11.0759	1
1.864	3	27	24	5.79082	0
1.864	4	27	24	5.79082	1
1.865	1	7	25	6.1986	0
1.865	2	7	25	6.1986	1
1.865	3	30	25	1.8525	0
1.865	4	30	25	1.8525	1
1.866	1	9	26	5.84082	0
1.866	2	9	26	5.84082	1
1.866	3	28	26	7.30258	0
1.866	4	28	26	7.30258	1
1.868	3	22	28	544.402	0
1.868	4	22	28	544.402	1
1.869	3	20	29	1629.09	0
1.869	4	20	29	1629.09	1
1.87	3	23	30	1269.63	0
1.87	4	23	30	1269.63	1
1.921	1	2	1	5.38756	0
1.921	2	2	1	5.38756	1
1.921	3	19	1	2.61886	0
1.921	4	19	1	2.61886	1
1.922	1	14	2	3.40663	0
1.922	2	14	2	3.40663	1
1.922	3	18	2	8.37856	0
1.922	4	18	2	8.37856	1
1.923	1	10	3	4.80275	0
1.923	2	10	3	4.80275	1
1.923	3	29	3	8.99476	0
1.923	4	29	3	8.99476	1
1.924	1	12	4	11.3377	0
1.924	2	12	4	11.3377	1
1.924	3	25	4	5.22795	0
1.924	4	25	4	5.22795	1
1.932	1	1	12	1174.03	0
1.932	2	1	12	1174.03	1
1.933	1	15	13	514.935	0
1.933	2	15	13	514.935	1
1.934	1	3	14	6.35937	0
1.934	2	3	14	6.35937	1
1.934	3	17	14	3.26896	0
1.934	4	17	14	3.26896	1
1.935	1	5	15	2.9108	0
1.935	2	5	15	2.9108	1
1.935	3	21	15	9.06531	0
1.935	4	21	15	9.06531	1
1.936	1	13	16	6.99581	0
1.936	2	13	16	6.99581	1
1.936	3	26	16	5.37156	0
1.936	4	26	16	5.37156	1
1.937	1	8	17	5.21182	0
1.937	2	8	17	5.21182	1
1.937	3	16	17	2.8349	0
1.937	4	16	17	2.8349	1
1.938	1	4	18	1151.28	0
1.938	2	4	18	1151.28	1
1.943	1	6	23	5.17031	0
1.943	2	6	23	5.17031	1
1.943	3	24	23	2.53248	0
1.943	4	24	23	2.53248	1
1.944	1	11	24	11.137	0
1.944	2	11	24	11.137	1
1.944	3	27	24	5.77917	0
1.944	4	27	24	5.77917	1
1.945	1	7	25	6.12918	0
1.945	2	7	25	6.12918	1
1.945	3	30	25	1.84228	0
1.945	4	30	25	1.84228	1
1.946	1	9	26	5.74839	0
1.946	2	9	26	5.74839	1
1.946	3	28	26	7.29206	0
1.946	4	28	26	7.29206	1
1.948	3	22	28	545.358	0
1.948	4	22	28	545.358	1
1.949	3	20	29	1609.27	0
1.949	4	20	29	1609.27	1
1.95	3	23	30	1272.45	0
1.95	4	23	30	1272.45	1
2.001	1	2	1	5.47456	0
2.001	2	2	1	5.47456	1
2.001	3	19	1	2.62011	0
2.001	4	19	1	2.62011	1
2.002	1	14	2	3.42015	0
2.002	2	14	2	3.42015	1
2.002	3	18	2	8.38116	0
2.002	4	18	2	8.38116	1
2.003	1	10	3	4.76899	0
2.003	2	10	3	4.76899	1
2.003	3	29	3	9.13376	0
2.003	4	29	3	9.13376	1
2.004	1	12	4	11.5157	0
2.004	2	12	4	11.5157	1
2.004	3	25	4	5.11588	0
2.004	4	25	4	5.11588	1
2.012	1	1	12	1188.07	0
2.012	2	1	12	1188.07	1
2.013	1	15	13	518.423	0
2.013	2	15	13	518.423	1
2.014	1	3	14	6.26125	0
2.014	2	3	14	6.26125	1
2.014	3	17	14	3.28702	0
2.014	4	17	14	3.28702	1
2.015	1	5	15	2.89533	0
2.015	2	5	15	2.89533	1
2.015	3	21	15	9.15343	0
2.015	4	21	15	9.15343	1
2.016	1	13	16	6.90216	0
2.016	2	13	16	6.90216	1
2.016	3	26	16	5.4204	0
2.016	4	26	16	5.4204	1
2.017	1	8	17	5.15902	0
2.017	2	8	17	5.15902	1
2.017	3	16	17	2.86323	0
2.017	4	16	17	2.86323	1
2.018	1	4	18	1148.04	0
2.018	2	4	18	1148.04	1
2.023	1	6	23	5.2508	0
2.023	2	6	23	5.2508	1
2.023	3	24	23	2.51386	0
2.023	4	24	23	2.51386	1
2.024	1	11	24	11.0979	0
2.024	2	11	24	11.0979	1
2.024	3	27	24	5.84826	0
2.024	4	27	24	5.84826	1
2.025	1	7	25	6.08624	0
2.025	2	7	25	6.08624	1
2.025	3	30	25	1.83406	0
2.025	4	30	25	1.83406	1
2.026	1	9	26	5.68384	0
2.026	2	9	26	5.68384	1
2.026	3	28	26	7.2597	0
2.026	4	28	26	7.2597	1
2.028	3	22	28	545.413	0
2.028	4	22	28	545.413	1
2.029	3	20	29	1601.33	0
2.029	4	20	29	1601.33	1
2.03	3	23	30	1277.72	0
2.03	4	23	30	1277.72	1
2.081	1	2	1	5.57486	0
2.081	2	2	1	5.57486	1
2.081	3	19	1	2.60138	0
2.081	4	19	1	2.60138	1
2.082	1	14	2	3.46227	0
2.082	2	14	2	3.46227	1
2.082	3	18	2	8.47884	0
2.082	4	18	2	8.47884	1
2.083	1	10	3	4.74945	0
2.083	2	10	3	4.74945	1
2.083	3	29	3	9.08345	0
2.083	4	29	3	9.08345	1
2.084	1	12	4	11.3082	0
2.084	2	12	4	11.3082	1
2.084	3	25	4	5.17498	0
2.084	4	25	4	5.17498	1
2.092	1	1	12	1191.18	0
2.092	2	1	12	1191.18	1
2.093	1	15	13	524.48	0
2.093	2	15	13	524.48	1
2.094	1	3	14	6.31605	0
2.094	2	3	14	6.31605	1
2.094	3	17	14	3.36398	0
2.094	4	17	14	3.36398	1
2.095	1	5	15	2.92803	0
2.095	2	5	15	2.92803	1
2.095	3	21	15	9.14898	0
2.095	4	21	15	9.14898	1
2.096	1	13	16	6.85445	0
2.096	2	13	16	6.85445	1
2.096	3	26	16	5.35687	0
2.096	4	26	16	5.35687	1
2.097	1	8	17	5.15052	0
2.097	2	8	17	5.15052	1
2.097	3	16	17	2.92239	0
2.097	4	16	17	2.92239	1
2.098	1	4	18	1152.84	0
2.098	2	4	18	1152.84	1
2.103	1	6	23	5.22868	0
2.103	2	6	23	5.22868	1
2.103	3	24	23	2.50187	0
2.103	4	24	23	2.50187	1
2.104	1	11	24	10.9601	0
2.104	2	11	24	10.9601	1
2.104	3	27	24	5.9746	0
2.104	4	27	24	5.9746	1
2.105	1	7	25	6.06305	0
2.105	2	7	25	6.06305	1
2.105	3	30	25	1.8709	0
2.105	4	30	25	1.8709	1
2.106	1	9	26	5.66612	0
2.106	2	9	26	5.66612	1
2.106	3	28	26	7.2567	0
2.106	4	28	26	7.2567	1
2.108	3	22	28	543.392	0
2.108	4	22	28	543.392	1
2.109	3	20	29	1612.52	0
2.109	4	20	29	1612.52	1
2.11	3	23	30	1267.29	0
2.11	4	23	30	1267.29	1
2.161	1	2	1	5.55981	0
2.161	2	2	1	5.55981	1
2.161	3	19	1	2.6468	0
2.161	4	19	1	2.6468	1
2.162	1	14	2	3.52215	0
2.162	2	14	2	3.52215	1
2.162	3	18	2	8.62674	0
2.162	4	18	2	8.62674	1
2.163	1	10	3	4.72836	0
2.163	2	10	3	4.72836	1
2.163	3	29	3	9.01607	0
2.163	4	29	3	9.01607	1
2.164	1	12	4	11.145	0
2.164	2	12	4	11.145	1
2.164	3	25	4	5.19029	0
2.164	4	25	4	5.19029	1
2.172	1	1	12	1176.02	0
2.172	2	1	12	1176.02	1
2.173	1	15	13	519.543	0
2.173	2	15	13	519.543	1
2.174	1	3	14	6.36061	0
2.174	2	3	14	6.36061	1
2.174	3	17	14	3.33433	0
2.174	4	17	14	3.33433	1
2.175	1	5	15	2.87858	0
2.175	2	5	15	2.87858	1
2.175	3	21	15	9.13378	0
2.175	4	21	15	9.13378	1
2.176	1	13	16	6.87054	0
2.176	2	13	16	6.87054	1
2.176	3	26	16	5.35049	0
2.176	4	26	16	5.35049	1
2.177	1	8	17	5.05822	0
2.177	2	8	17	5.05822	1
2.177	3	16	17	2.90672	0
2.177	4	16	17	2.90672	1
2.178	1	4	18	1151.57	0
2.178	2	4	18	1151.57	1
2.183	1	6	23	5.23966	0
2.183	2	6	23	5.23966	1
2.183	3	24	23	2.49865	0
2.183	4	24	23	2.49865	1
2.184	1	11	24	10.9111	0
2.184	2	11	24	10.9111	1
2.184	3	27	24	6.07981	0
2.184	4	27	24	6.07981	1
2.185	1	7	25	6.0812	0
2.185	2	7	25	6.0812	1
2.185	3	30	25	1.91309	0
2.185	4	30	25	1.91309	1
2.186	1	9	26	5.73552	0
2.186	2	9	26	5.73552	1
2.186	3	28	26	7.0835	0
2.186	4	28	26	7.0835	1
2.188	3	22	28	538.85	0
2.188	4	22	28	538.85	1
2.189	3	20	29	1614.4	0
2.189	4	20	29	1614.4	1
2.19	3	23	30	1274.45	0
2.19	4	23	30	1274.45	1
2.241	1	2	1	5.5848	0
2.241	2	2	1	5.5848	1
2.241	3	19	1	2.66806	0
2.241	4	19	1	2.66806	1
2.242	1	14	2	3.51103	0
2.242	2	14	2	3.51103	1
2.242	3	18	2	8.66576	0
2.242	4	18	2	8.66576	1
2.243	1	10	3	4.7155	0
2.243	2	10	3	4.7155	1
2.243	3	29	3	9.04997	0
2.243	4	29	3	9.04997	1
2.244	1	12	4	10.9947	0
2.244	2	12	4	10.9947	1
2.244	3	25	4	5.17577	0
2.244	4	25	4	5.17577	1
2.252	1	1	12	1182.15	0
2.252	2	1	12	1182.15	1
2.253	1	15	13	515.622	0
2.253	2	15	13	515.622	1
2.254	1	3	14	6.28635	0
2.254	2	3	14	6.28635	1
2.254	3	17	14	3.31338	0
2.254	4	17	14	3.31338	1
2.255	1	5	15	2.84925	0
2.255	2	5	15	2.84925	1
2.255	3	21	15	9.20193	0
2.255	4	21	15	9.20193	1
2.256	1	13	16	6.78847	0
2.256	2	13	16	6.78847	1
2.256	3	26	16	5.39081	0
2.256	4	26	16	5.39081	1
2.257	1	8	17	5.1202	0
2.257	2	8	17	5.1202	1
2.257	3	16	17	2.91115	0
2.257	4	16	17	2.91115	1
2.258	1	4	18	1142.51	0
2.258	2	4	18	1142.51	1
2.263	1	6	23	5.15972	0
2.263	2	6	23	5.15972	1
2.263	3	24	23	2.47774	0
2.263	4	24	23	2.47774	1
2.264	1	11	24	10.9042	0
2.264	2	11	24	10.9042	1
2.264	3	27	24	6.04931	0
2.264	4	27	24	6.04931	1
2.265	1	7	25	5.99717	0
2.265	2	7	25	5.99717	1
2.265	3	30	25	1.92777	0
2.265	4	30	25	1.92777	1
2.266	1	9	26	5.68372	0
2.266	2	9	26	5.68372	1
2.266	3	28	26	7.05632	0
2.266	4	28	26	7.05632	1
2.268	3	22	28	544.473	0
2.268	4	22	28	544.473	1
2.269	3	20	29	1630.32	0
2.269	4	20	29	1630.32	1
2.27	3	23	30	1259.92	0
2.27	4	23	30	1259.92	1
2.321	1	2	1	5.67054	0
2.321	2	2	1	5.67054	1
2.321	3	19	1	2.64048	0
2.321	4	19	1	2.64048	1
2.322	1	14	2	3.46118	0
2.322	2	14	2	3.46118	1
2.322	3	18	2	8.57423	0
2.322	4	18	2	8.57423	1
2.323	1	10	3	4.74026	0
2.323	2	10	3	4.74026	1
2.323	3	29	3	9.08214	0
2.323	4	29	3	9.08214	1
2.324	1	12	4	10.9505	0
2.324	2	12	4	10.9505	1
2.324	3	25	4	5.12615	0
2.324	4	25	4	5.12615	1
2.332	1	1	12	1188.73	0
2.332	2	1	12	1188.73	1
2.333	1	15	13	516.826	0
2.333	2	15	13	516.826	1
2.334	1	3	14	6.16513	0
2.334	2	3	14	6.16513	1
2.334	3	17	14	3.297	0
2.334	4	17	14	3.297	1
2.335	1	5	15	2.84539	0
2.335	2	5	15	2.84539	1
2.335	3	21	15	9.20188	0
2.335	4	21	15	9.20188	1
2.336	1	13	16	6.6816	0
2.336	2	13	16	6.6816	1
2.336	3	26	16	5.44022	0
2.336	4	26	16	5.44022	1
2.337	1	8	17	5.14835	0
2.337	2	8	17	5.14835	1
2.337	3	16	17	2.89339	0
2.337	4	16	17	2.89339	1
2.338	1	4	18	1136.77	0
2.338	2	4	18	1136.77	1
2.343	1	6	23	5.17117	0
2.343	2	6	23	5.17117	1
2.343	3	24	23	2.45496	0
2.343	4	24	23	2.45496	1
2.344	1	11	24	10.8056	0
2.344	2	11	24	10.8056	1
2.344	3	27	24	6.07214	0
2.344	4	27	24	6.07214	1
2.345	1	7	25	5.99571	0
2.345	2	7	25	5.99571	1
2.345	3	30	25	1.91339	0
2.345	4	30	25	1.91339	1
2.346	1	9	26	5.64347	0
2.346	2	9	26	5.64347	1
2.346	3	28	26	7.12096	0
2.346	4	28	26	7.12096	1
2.348	3	22	28	549.64	0
2.348	4	22	28	549.64	1
2.349	3	20	29	1645.9	0
2.349	4	20	29	1645.9	1
2.35	3	23	30	1263.06	0
2.35	4	23	30	1263.06	1
2.401	1	2	1	5.71779	0
2.401	2	2	1	5.71779	1
2.401	3	19	1	2.59724	0
2.401	4	19	1	2.59724	1
2.402	1	14	2	3.48887	0
2.402	2	14	2	3.48887	1
2.402	3	18	2	8.44009	0
2.402	4	18	2	8.44009	1
2.403	1	10	3	4.83719	0
2.403	2	10	3	4.83719	1
2.403	3	29	3	8.8945	0
2.403	4	29	3	8.8945	1
2.404	1	12	4	11.1457	0
2.404	2	12	4	11.1457	1
2.404	3	25	4	5.03599	0
2.404	4	25	4	5.03599	1
2.412	1	1	12	1179.38	0
2.412	2	1	12	1179.38	1
2.413	1	15	13	521.892	0
2.413	2	15	13	521.892	1
2.414	1	3	14	6.07357	0
2.414	2	3	14	6.07357	1
2.414	3	17	14	3.26444	0
2.414	4	17	14	3.26444	1
2.415	1	5	15	2.86486	0
2.415	2	5	15	2.86486	1
2.415	3	21	15	9.06775	0
2.415	4	21	15	9.06775	1
2.416	1	13	16	6.617	0
2.416	2	13	16	6.617	1
2.416	3	26	16	5.47797	0
2.416	4	26	16	5.47797	1
2.417	1	8	17	5.10378	0
2.417	2	8	17	5.10378	1
2.417	3	16	17	2.85755	0
2.417	4	16	17	2.85755	1
2.418	1	4	18	1140.57	0
2.418	2	4	18	1140.57	1
2.423	1	6	23	5.24341	0
2.423	2	6	23	5.24341	1
2.423	3	24	23	2.43262	0
2.423	4	24	23	2.43262	1
2.424	1	11	24	10.6952	0
2.424	2	11	24	10.6952	1
2.424	3	27	24	6.129	0
2.424	4	27	24	6.129	1
2.425	1	7	25	6.02847	0
2.425	2	7	25	6.02847	1
2.425	3	30	25	1.90249	0
2.425	4	30	25	1.90249	1
2.426	1	9	26	5.65995	0
2.426	2	9	26	5.65995	1
2.426	3	28	26	7.23018	0
2.426	4	28	26	7.23018	1
2.428	3	22	28	551.5	0
2.428	4	22	28	551.5	1
2.429	3	20	29	1654.67	0
2.429	4	20	29	1654.67	1
2.43	3	23	30	1267.49	0
2.43	4	23	30	1267.49	1
2.481	1	2	1	5.81341	0
2.481	2	2	1	5.81341	1
2.481	3	19	1	2.57538	0
2.481	4	19	1	2.57538	1
2.482	1	14	2	3.49431	0
2.482	2	14	2	3.49431	1
2.482	3	18	2	8.35471	0
2.482	4	18	2	8.35471	1
2.483	1	10	3	4.79469	0
2.483	2	10	3	4.79469	1
2.483	3	29	3	9.02453	0
2.483	4	29	3	9.02453	1
2.484	1	12	4	11.2338	0
2.484	2	12	4	11.2338	1
2.484	3	25	4	5.04583	0
2.484	4	25	4	5.04583	1
2.492	1	1	12	1184.67	0
2.492	2	1	12	1184.67	1
2.493	1	15	13	516.196	0
2.493	2	15	13	516.196	1
2.494	1	3	14	6.06506	0
2.494	2	3	14	6.06506	1
2.494	3	17	14	3.18173	0
2.494	4	17	14	3.18173	1
2.495	1	5	15	2.90915	0
2.495	2	5	15	2.90915	1
2.495	3	21	15	8.95282	0
2.495	4	21	15	8.95282	1
